Cases,Recipients,Adult Recipients,Child Recipients,Payments,year,county,page_no,table_index
713.0,1278.0,895.0,383.0,141945.0,2017,Alcona,2,0
735.0,1304.0,916.0,388.0,144426.0,2017,Alcona,2,0
738.0,1296.0,915.0,381.0,144893.0,2017,Alcona,2,0
749.0,1301.0,925.0,376.0,145499.0,2017,Alcona,2,0
757.0,1320.0,939.0,381.0,150022.0,2017,Alcona,2,0
752.0,1337.0,939.0,398.0,150506.0,2017,Alcona,2,0
748.0,1318.0,932.0,386.0,148488.0,2017,Alcona,2,0
738.0,1285.0,915.0,370.0,147320.0,2017,Alcona,2,0
727.0,1280.0,905.0,375.0,142514.0,2017,Alcona,2,0
732.0,1266.0,902.0,364.0,141632.0,2017,Alcona,2,0
731.0,1245.0,896.0,349.0,148172.0,2017,Alcona,2,0
737.0,1266.0,905.0,361.0,150206.0,2017,Alcona,2,0
738.0,1291.0,915.0,376.0,146302.0,2017,Alcona,2,0
469.0,837.0,567.0,270.0,81160.0,2017,Alger,3,0
468.0,847.0,570.0,277.0,82294.0,2017,Alger,3,0
475.0,867.0,578.0,289.0,84537.0,2017,Alger,3,0
474.0,869.0,580.0,289.0,85489.0,2017,Alger,3,0
478.0,882.0,587.0,295.0,87923.0,2017,Alger,3,0
484.0,885.0,593.0,292.0,88877.0,2017,Alger,3,0
500.0,926.0,611.0,315.0,91798.0,2017,Alger,3,0
488.0,903.0,599.0,304.0,89730.0,2017,Alger,3,0
494.0,909.0,602.0,307.0,88551.0,2017,Alger,3,0
485.0,888.0,588.0,300.0,88995.0,2017,Alger,3,0
472.0,846.0,566.0,280.0,87513.0,2017,Alger,3,0
460.0,837.0,554.0,283.0,85927.0,2017,Alger,3,0
479.0,875.0,583.0,292.0,86900.0,2017,Alger,3,0
5068.0,10738.0,5925.0,4813.0,1156006.0,2017,Allegan,4,0
5009.0,10521.0,5843.0,4678.0,1131661.0,2017,Allegan,4,0
4917.0,10332.0,5751.0,4581.0,1109034.0,2017,Allegan,4,0
4908.0,10272.0,5750.0,4522.0,1103898.0,2017,Allegan,4,0
4856.0,10172.0,5694.0,4478.0,1107756.0,2017,Allegan,4,0
4792.0,10068.0,5614.0,4454.0,1100416.0,2017,Allegan,4,0
