county,year,month,t_dense,G,treated
Eaton,2017,10,13,16,0
Eaton,2017,11,14,16,0
Eaton,2017,12,15,16,0
Eaton,2018,1,16,16,1
Eaton,2018,2,17,16,1
Eaton,2018,3,18,16,1
Eaton,2018,4,19,16,1
Eaton,2018,5,20,16,1
Eaton,2018,6,21,16,1
Eaton,2018,7,22,16,1
Eaton,2018,8,23,16,1
Eaton,2018,9,24,16,1
Eaton,2018,10,25,16,1
Eaton,2018,11,26,16,1
Eaton,2018,12,27,16,1
Eaton,2019,1,28,16,1
Eaton,2019,2,29,16,1
Eaton,2019,3,30,16,1
Eaton,2019,4,31,16,1
Eaton,2019,5,32,16,1
Eaton,2019,6,33,16,1
Eaton,2019,7,34,16,1
Eaton,2019,8,35,16,1
Eaton,2019,9,36,16,1
Eaton,2019,10,37,16,1
Eaton,2019,11,38,16,1
Eaton,2019,12,39,16,1
Emmet,2016,10,1,22,0
Emmet,2016,11,2,22,0
Emmet,2016,12,3,22,0
Emmet,2017,1,4,22,0
Emmet,2017,2,5,22,0
Emmet,2017,3,6,22,0
Emmet,2017,4,7,22,0
Emmet,2017,5,8,22,0
Emmet,2017,6,9,22,0
Emmet,2017,7,10,22,0
Emmet,2017,8,11,22,0
Emmet,2017,9,12,22,0
Emmet,2017,10,13,22,0
Emmet,2017,11,14,22,0
Emmet,2017,12,15,22,0
Emmet,2018,1,16,22,0
Emmet,2018,2,17,22,0
Emmet,2018,3,18,22,0
Emmet,2018,4,19,22,0
Emmet,2018,5,20,22,0
Emmet,2018,6,21,22,0
Emmet,2018,7,22,22,1
Emmet,2018,8,23,22,1
Emmet,2018,9,24,22,1
Emmet,2018,10,25,22,1
Emmet,2018,11,26,22,1
Emmet,2018,12,27,22,1
Emmet,2019,1,28,22,1
Emmet,2019,2,29,22,1
Emmet,2019,3,30,22,1
Emmet,2019,4,31,22,1
Emmet,2019,5,32,22,1
Emmet,2019,6,33,22,1
Emmet,2019,7,34,22,1
Emmet,2019,8,35,22,1
Emmet,2019,9,36,22,1
Emmet,2019,10,37,22,1
Emmet,2019,11,38,22,1
Emmet,2019,12,39,22,1
Genesee,2016,10,1,22,0
Genesee,2016,11,2,22,0
Genesee,2016,12,3,22,0
Genesee,2017,1,4,22,0
Genesee,2017,2,5,22,0
Genesee,2017,3,6,22,0
Genesee,2017,4,7,22,0
Genesee,2017,5,8,22,0
Genesee,2017,6,9,22,0
Genesee,2017,7,10,22,0
Genesee,2017,8,11,22,0
Genesee,2017,9,12,22,0
Genesee,2017,10,13,22,0
Genesee,2017,11,14,22,0
Genesee,2017,12,15,22,0
Genesee,2018,1,16,22,0
Genesee,2018,2,17,22,0
Genesee,2018,3,18,22,0
Genesee,2018,4,19,22,0
Genesee,2018,5,20,22,0
Genesee,2018,6,21,22,0
Genesee,2018,7,22,22,1
Genesee,2018,8,23,22,1
Genesee,2018,9,24,22,1
Genesee,2018,10,25,22,1
Genesee,2018,11,26,22,1
Genesee,2018,12,27,22,1
Genesee,2019,1,28,22,1
Genesee,2019,2,29,22,1
Genesee,2019,3,30,22,1
Genesee,2019,4,31,22,1
Genesee,2019,5,32,22,1
Genesee,2019,6,33,22,1
Genesee,2019,7,34,22,1
Genesee,2019,8,35,22,1
Genesee,2019,9,36,22,1
Genesee,2019,10,37,22,1
Genesee,2019,11,38,22,1
Genesee,2019,12,39,22,1
Gladwin,2016,10,1,22,0
Gladwin,2016,11,2,22,0
Gladwin,2016,12,3,22,0
Gladwin,2017,1,4,22,0
Gladwin,2017,2,5,22,0
Gladwin,2017,3,6,22,0
Gladwin,2017,4,7,22,0
Gladwin,2017,5,8,22,0
Gladwin,2017,6,9,22,0
Gladwin,2017,7,10,22,0
Gladwin,2017,8,11,22,0
Gladwin,2017,9,12,22,0
Gladwin,2017,10,13,22,0
Gladwin,2017,11,14,22,0
Gladwin,2017,12,15,22,0
Gladwin,2018,1,16,22,0
Gladwin,2018,2,17,22,0
Gladwin,2018,3,18,22,0
Gladwin,2018,4,19,22,0
Gladwin,2018,5,20,22,0
Gladwin,2018,6,21,22,0
Gladwin,2018,7,22,22,1
Gladwin,2018,8,23,22,1
Gladwin,2018,9,24,22,1
Gladwin,2018,10,25,22,1
Gladwin,2018,11,26,22,1
Gladwin,2018,12,27,22,1
Gladwin,2019,1,28,22,1
Gladwin,2019,2,29,22,1
Gladwin,2019,3,30,22,1
Gladwin,2019,4,31,22,1
Gladwin,2019,5,32,22,1
Gladwin,2019,6,33,22,1
Gladwin,2019,7,34,22,1
Gladwin,2019,8,35,22,1
Gladwin,2019,9,36,22,1
Gladwin,2019,10,37,22,1
Gladwin,2019,11,38,22,1
Gladwin,2019,12,39,22,1
Gogebic,2016,10,1,22,0
Gogebic,2016,11,2,22,0
Gogebic,2016,12,3,22,0
Gogebic,2017,1,4,22,0
Gogebic,2017,2,5,22,0
Gogebic,2017,3,6,22,0
Gogebic,2017,4,7,22,0
Gogebic,2017,5,8,22,0
Gogebic,2017,6,9,22,0
Gogebic,2017,7,10,22,0
Gogebic,2017,8,11,22,0
Gogebic,2017,9,12,22,0
Gogebic,2017,10,13,22,0
Gogebic,2017,11,14,22,0
Gogebic,2017,12,15,22,0
Gogebic,2018,1,16,22,0
Gogebic,2018,2,17,22,0
Gogebic,2018,3,18,22,0
Gogebic,2018,4,19,22,0
Gogebic,2018,5,20,22,0
Gogebic,2018,6,21,22,0
Gogebic,2018,7,22,22,1
Gogebic,2018,8,23,22,1
Gogebic,2018,9,24,22,1
Gogebic,2018,10,25,22,1
Gogebic,2018,11,26,22,1
Gogebic,2018,12,27,22,1
Gogebic,2019,1,28,22,1
Gogebic,2019,2,29,22,1
Gogebic,2019,3,30,22,1
Gogebic,2019,4,31,22,1
Gogebic,2019,5,32,22,1
Gogebic,2019,6,33,22,1
Gogebic,2019,7,34,22,1
Gogebic,2019,8,35,22,1
Gogebic,2019,9,36,22,1
Gogebic,2019,10,37,22,1
Gogebic,2019,11,38,22,1
Gogebic,2019,12,39,22,1
Grand Traverse,2016,10,1,16,0
Grand Traverse,2016,11,2,16,0
Grand Traverse,2016,12,3,16,0
Grand Traverse,2017,1,4,16,0
Grand Traverse,2017,2,5,16,0
Grand Traverse,2017,3,6,16,0
Grand Traverse,2017,4,7,16,0
Grand Traverse,2017,5,8,16,0
Grand Traverse,2017,6,9,16,0
Grand Traverse,2017,7,10,16,0
Grand Traverse,2017,8,11,16,0
Grand Traverse,2017,9,12,16,0
Grand Traverse,2017,10,13,16,0
Grand Traverse,2017,11,14,16,0
Grand Traverse,2017,12,15,16,0
Grand Traverse,2018,1,16,16,1
Grand Traverse,2018,2,17,16,1
Grand Traverse,2018,3,18,16,1
Grand Traverse,2018,4,19,16,1
Grand Traverse,2018,5,20,16,1
Grand Traverse,2018,6,21,16,1
Grand Traverse,2018,7,22,16,1
Grand Traverse,2018,8,23,16,1
Grand Traverse,2018,9,24,16,1
Grand Traverse,2018,10,25,16,1
Grand Traverse,2018,11,26,16,1
Grand Traverse,2018,12,27,16,1
Grand Traverse,2019,1,28,16,1
Grand Traverse,2019,2,29,16,1
Grand Traverse,2019,3,30,16,1
Grand Traverse,2019,4,31,16,1
Grand Traverse,2019,5,32,16,1
Grand Traverse,2019,6,33,16,1
Grand Traverse,2019,7,34,16,1
Grand Traverse,2019,8,35,16,1
Grand Traverse,2019,9,36,16,1
Grand Traverse,2019,10,37,16,1
Grand Traverse,2019,11,38,16,1
Grand Traverse,2019,12,39,16,1
Gratiot,2016,10,1,22,0
Gratiot,2016,11,2,22,0
Gratiot,2016,12,3,22,0
Gratiot,2017,1,4,22,0
Gratiot,2017,2,5,22,0
Gratiot,2017,3,6,22,0
Gratiot,2017,4,7,22,0
Gratiot,2017,5,8,22,0
Gratiot,2017,6,9,22,0
Gratiot,2017,7,10,22,0
Gratiot,2017,8,11,22,0
Gratiot,2017,9,12,22,0
Gratiot,2017,10,13,22,0
Gratiot,2017,11,14,22,0
Gratiot,2017,12,15,22,0
Gratiot,2018,1,16,22,0
Gratiot,2018,2,17,22,0
Gratiot,2018,3,18,22,0
Gratiot,2018,4,19,22,0
Gratiot,2018,5,20,22,0
Gratiot,2018,6,21,22,0
Gratiot,2018,7,22,22,1
Gratiot,2018,8,23,22,1
Gratiot,2018,9,24,22,1
Gratiot,2018,10,25,22,1
Gratiot,2018,11,26,22,1
Gratiot,2018,12,27,22,1
Gratiot,2019,1,28,22,1
Gratiot,2019,2,29,22,1
Gratiot,2019,3,30,22,1
Gratiot,2019,4,31,22,1
Gratiot,2019,5,32,22,1
Gratiot,2019,6,33,22,1
Gratiot,2019,7,34,22,1
Gratiot,2019,8,35,22,1
Gratiot,2019,9,36,22,1
Gratiot,2019,10,37,22,1
Gratiot,2019,11,38,22,1
Gratiot,2019,12,39,22,1
Hillsdale,2016,10,1,22,0
Hillsdale,2016,11,2,22,0
Hillsdale,2016,12,3,22,0
Hillsdale,2017,1,4,22,0
Hillsdale,2017,2,5,22,0
Hillsdale,2017,3,6,22,0
Hillsdale,2017,4,7,22,0
Hillsdale,2017,5,8,22,0
Hillsdale,2017,6,9,22,0
Hillsdale,2017,7,10,22,0
Hillsdale,2017,8,11,22,0
Hillsdale,2017,9,12,22,0
Hillsdale,2017,10,13,22,0
Hillsdale,2017,11,14,22,0
Hillsdale,2017,12,15,22,0
Hillsdale,2018,1,16,22,0
Hillsdale,2018,2,17,22,0
Hillsdale,2018,3,18,22,0
Hillsdale,2018,4,19,22,0
Hillsdale,2018,5,20,22,0
Hillsdale,2018,6,21,22,0
Hillsdale,2018,7,22,22,1
Hillsdale,2018,8,23,22,1
Hillsdale,2018,9,24,22,1
Hillsdale,2018,10,25,22,1
Hillsdale,2018,11,26,22,1
Hillsdale,2018,12,27,22,1
Hillsdale,2019,1,28,22,1
Hillsdale,2019,2,29,22,1
Hillsdale,2019,3,30,22,1
Hillsdale,2019,4,31,22,1
Hillsdale,2019,5,32,22,1
Hillsdale,2019,6,33,22,1
Hillsdale,2019,7,34,22,1
Hillsdale,2019,8,35,22,1
Hillsdale,2019,9,36,22,1
Hillsdale,2019,10,37,22,1
Hillsdale,2019,11,38,22,1
Hillsdale,2019,12,39,22,1
Houghton,2016,10,1,22,0
Houghton,2016,11,2,22,0
Houghton,2016,12,3,22,0
Houghton,2017,1,4,22,0
Houghton,2017,2,5,22,0
Houghton,2017,3,6,22,0
Houghton,2017,4,7,22,0
Houghton,2017,5,8,22,0
Houghton,2017,6,9,22,0
Houghton,2017,7,10,22,0
Houghton,2017,8,11,22,0
Houghton,2017,9,12,22,0
Houghton,2017,10,13,22,0
Houghton,2017,11,14,22,0
Houghton,2017,12,15,22,0
Houghton,2018,1,16,22,0
Houghton,2018,2,17,22,0
Houghton,2018,3,18,22,0
Houghton,2018,4,19,22,0
Houghton,2018,5,20,22,0
Houghton,2018,6,21,22,0
Houghton,2018,7,22,22,1
Houghton,2018,8,23,22,1
Houghton,2018,9,24,22,1
Houghton,2018,10,25,22,1
Houghton,2018,11,26,22,1
Houghton,2018,12,27,22,1
Houghton,2019,1,28,22,1
Houghton,2019,2,29,22,1
Houghton,2019,3,30,22,1
Houghton,2019,4,31,22,1
Houghton,2019,5,32,22,1
Houghton,2019,6,33,22,1
Houghton,2019,7,34,22,1
Houghton,2019,8,35,22,1
Houghton,2019,9,36,22,1
Houghton,2019,10,37,22,1
Houghton,2019,11,38,22,1
Houghton,2019,12,39,22,1
Huron,2016,10,1,22,0
Huron,2016,11,2,22,0
Huron,2016,12,3,22,0
Huron,2017,1,4,22,0
Huron,2017,2,5,22,0
Huron,2017,3,6,22,0
Huron,2017,4,7,22,0
Huron,2017,5,8,22,0
Huron,2017,6,9,22,0
Huron,2017,7,10,22,0
Huron,2017,8,11,22,0
Huron,2017,9,12,22,0
Huron,2017,10,13,22,0
Huron,2017,11,14,22,0
Huron,2017,12,15,22,0
Huron,2018,1,16,22,0
Huron,2018,2,17,22,0
Huron,2018,3,18,22,0
Huron,2018,4,19,22,0
Huron,2018,5,20,22,0
Huron,2018,6,21,22,0
Huron,2018,7,22,22,1
Huron,2018,8,23,22,1
Huron,2018,9,24,22,1
Huron,2018,10,25,22,1
Huron,2018,11,26,22,1
Huron,2018,12,27,22,1
Huron,2019,1,28,22,1
Huron,2019,2,29,22,1
Huron,2019,3,30,22,1
Huron,2019,4,31,22,1
Huron,2019,5,32,22,1
Huron,2019,6,33,22,1
Huron,2019,7,34,22,1
Huron,2019,8,35,22,1
Huron,2019,9,36,22,1
Huron,2019,10,37,22,1
Huron,2019,11,38,22,1
Huron,2019,12,39,22,1
Ingham,2016,10,1,16,0
Ingham,2016,11,2,16,0
Ingham,2016,12,3,16,0
Ingham,2017,1,4,16,0
Ingham,2017,2,5,16,0
Ingham,2017,3,6,16,0
Ingham,2017,4,7,16,0
Ingham,2017,5,8,16,0
Ingham,2017,6,9,16,0
Ingham,2017,7,10,16,0
Ingham,2017,8,11,16,0
Ingham,2017,9,12,16,0
Ingham,2017,10,13,16,0
Ingham,2017,11,14,16,0
Ingham,2017,12,15,16,0
Ingham,2018,1,16,16,1
Ingham,2018,2,17,16,1
Ingham,2018,3,18,16,1
Ingham,2018,4,19,16,1
Ingham,2018,5,20,16,1
Ingham,2018,6,21,16,1
Ingham,2018,7,22,16,1
Ingham,2018,8,23,16,1
Ingham,2018,9,24,16,1
Ingham,2018,10,25,16,1
Ingham,2018,11,26,16,1
Ingham,2018,12,27,16,1
Ingham,2019,1,28,16,1
Ingham,2019,2,29,16,1
Ingham,2019,3,30,16,1
Ingham,2019,4,31,16,1
Ingham,2019,5,32,16,1
Ingham,2019,6,33,16,1
Ingham,2019,7,34,16,1
Ingham,2019,8,35,16,1
Ingham,2019,9,36,16,1
Ingham,2019,10,37,16,1
Ingham,2019,11,38,16,1
Ingham,2019,12,39,16,1
Ionia,2016,10,1,16,0
Ionia,2016,11,2,16,0
Ionia,2016,12,3,16,0
Ionia,2017,1,4,16,0
Ionia,2017,2,5,16,0
Ionia,2017,3,6,16,0
Ionia,2017,4,7,16,0
Ionia,2017,5,8,16,0
Ionia,2017,6,9,16,0
Ionia,2017,7,10,16,0
Ionia,2017,8,11,16,0
Ionia,2017,9,12,16,0
Ionia,2017,10,13,16,0
Ionia,2017,11,14,16,0
Ionia,2017,12,15,16,0
Ionia,2018,1,16,16,1
Ionia,2018,2,17,16,1
Ionia,2018,3,18,16,1
Ionia,2018,4,19,16,1
Ionia,2018,5,20,16,1
Ionia,2018,6,21,16,1
Ionia,2018,7,22,16,1
Ionia,2018,8,23,16,1
Ionia,2018,9,24,16,1
Ionia,2018,10,25,16,1
Ionia,2018,11,26,16,1
Ionia,2018,12,27,16,1
Ionia,2019,1,28,16,1
Ionia,2019,2,29,16,1
Ionia,2019,3,30,16,1
Ionia,2019,4,31,16,1
Ionia,2019,5,32,16,1
Ionia,2019,6,33,16,1
Ionia,2019,7,34,16,1
Ionia,2019,8,35,16,1
Ionia,2019,9,36,16,1
Ionia,2019,10,37,16,1
Ionia,2019,11,38,16,1
Ionia,2019,12,39,16,1
Iosco,2016,10,1,22,0
Iosco,2016,11,2,22,0
Iosco,2016,12,3,22,0
Iosco,2017,1,4,22,0
Iosco,2017,2,5,22,0
Iosco,2017,3,6,22,0
Iosco,2017,4,7,22,0
Iosco,2017,5,8,22,0
Iosco,2017,6,9,22,0
Iosco,2017,7,10,22,0
Iosco,2017,8,11,22,0
Iosco,2017,9,12,22,0
Iosco,2017,10,13,22,0
Iosco,2017,11,14,22,0
Iosco,2017,12,15,22,0
Iosco,2018,1,16,22,0
Iosco,2018,2,17,22,0
Iosco,2018,3,18,22,0
Iosco,2018,4,19,22,0
Iosco,2018,5,20,22,0
Iosco,2018,6,21,22,0
Iosco,2018,7,22,22,1
Iosco,2018,8,23,22,1
Iosco,2018,9,24,22,1
Iosco,2018,10,25,22,1
Iosco,2018,11,26,22,1
Iosco,2018,12,27,22,1
Iosco,2019,1,28,22,1
Iosco,2019,2,29,22,1
Iosco,2019,3,30,22,1
Iosco,2019,4,31,22,1
Iosco,2019,5,32,22,1
Iosco,2019,6,33,22,1
Iosco,2019,7,34,22,1
Iosco,2019,8,35,22,1
Iosco,2019,9,36,22,1
Iosco,2019,10,37,22,1
Iosco,2019,11,38,22,1
Iosco,2019,12,39,22,1
Iron,2016,10,1,22,0
Iron,2016,11,2,22,0
Iron,2016,12,3,22,0
Iron,2017,1,4,22,0
Iron,2017,2,5,22,0
Iron,2017,3,6,22,0
Iron,2017,4,7,22,0
Iron,2017,5,8,22,0
Iron,2017,6,9,22,0
Iron,2017,7,10,22,0
Iron,2017,8,11,22,0
Iron,2017,9,12,22,0
Iron,2017,10,13,22,0
Iron,2017,11,14,22,0
Iron,2017,12,15,22,0
Iron,2018,1,16,22,0
Iron,2018,2,17,22,0
Iron,2018,3,18,22,0
Iron,2018,4,19,22,0
Iron,2018,5,20,22,0
Iron,2018,6,21,22,0
Iron,2018,7,22,22,1
Iron,2018,8,23,22,1
Iron,2018,9,24,22,1
Iron,2018,10,25,22,1
Iron,2018,11,26,22,1
Iron,2018,12,27,22,1
Iron,2019,1,28,22,1
Iron,2019,2,29,22,1
Iron,2019,3,30,22,1
Iron,2019,4,31,22,1
Iron,2019,5,32,22,1
Iron,2019,6,33,22,1
Iron,2019,7,34,22,1
Iron,2019,8,35,22,1
Iron,2019,9,36,22,1
Iron,2019,10,37,22,1
Iron,2019,11,38,22,1
Iron,2019,12,39,22,1
Isabella,2016,10,1,22,0
Isabella,2016,11,2,22,0
Isabella,2016,12,3,22,0
Isabella,2017,1,4,22,0
Isabella,2017,2,5,22,0
Isabella,2017,3,6,22,0
Isabella,2017,4,7,22,0
Isabella,2017,5,8,22,0
Isabella,2017,6,9,22,0
Isabella,2017,7,10,22,0
Isabella,2017,8,11,22,0
Isabella,2017,9,12,22,0
Isabella,2017,10,13,22,0
Isabella,2017,11,14,22,0
Isabella,2017,12,15,22,0
Isabella,2018,1,16,22,0
Isabella,2018,2,17,22,0
Isabella,2018,3,18,22,0
Isabella,2018,4,19,22,0
Isabella,2018,5,20,22,0
Isabella,2018,6,21,22,0
Isabella,2018,7,22,22,1
Isabella,2018,8,23,22,1
Isabella,2018,9,24,22,1
Isabella,2018,10,25,22,1
Isabella,2018,11,26,22,1
Isabella,2018,12,27,22,1
Isabella,2019,1,28,22,1
Isabella,2019,2,29,22,1
Isabella,2019,3,30,22,1
Isabella,2019,4,31,22,1
Isabella,2019,5,32,22,1
Isabella,2019,6,33,22,1
Isabella,2019,7,34,22,1
Isabella,2019,8,35,22,1
Isabella,2019,9,36,22,1
Isabella,2019,10,37,22,1
Isabella,2019,11,38,22,1
Isabella,2019,12,39,22,1
Jackson,2016,10,1,22,0
Jackson,2016,11,2,22,0
Jackson,2016,12,3,22,0
Jackson,2017,1,4,22,0
Jackson,2017,2,5,22,0
Jackson,2017,3,6,22,0
Jackson,2017,4,7,22,0
Jackson,2017,5,8,22,0
Jackson,2017,6,9,22,0
Jackson,2017,7,10,22,0
Jackson,2017,8,11,22,0
Jackson,2017,9,12,22,0
Jackson,2017,10,13,22,0
Jackson,2017,11,14,22,0
Jackson,2017,12,15,22,0
Jackson,2018,1,16,22,0
Jackson,2018,2,17,22,0
Jackson,2018,3,18,22,0
Jackson,2018,4,19,22,0
Jackson,2018,5,20,22,0
Jackson,2018,6,21,22,0
Jackson,2018,7,22,22,1
Jackson,2018,8,23,22,1
Jackson,2018,9,24,22,1
Jackson,2018,10,25,22,1
Jackson,2018,11,26,22,1
Jackson,2018,12,27,22,1
Jackson,2019,1,28,22,1
Jackson,2019,2,29,22,1
Jackson,2019,3,30,22,1
Jackson,2019,4,31,22,1
Jackson,2019,5,32,22,1
Jackson,2019,6,33,22,1
Jackson,2019,7,34,22,1
Jackson,2019,8,35,22,1
Jackson,2019,9,36,22,1
Jackson,2019,10,37,22,1
Jackson,2019,11,38,22,1
Jackson,2019,12,39,22,1
Kalamazoo,2016,10,1,16,0
Kalamazoo,2016,11,2,16,0
Kalamazoo,2016,12,3,16,0
Kalamazoo,2017,1,4,16,0
Kalamazoo,2017,2,5,16,0
Kalamazoo,2017,3,6,16,0
Kalamazoo,2017,4,7,16,0
Kalamazoo,2017,5,8,16,0
Kalamazoo,2017,6,9,16,0
Kalamazoo,2017,7,10,16,0
Kalamazoo,2017,8,11,16,0
Kalamazoo,2017,9,12,16,0
Kalamazoo,2017,10,13,16,0
Kalamazoo,2017,11,14,16,0
Kalamazoo,2017,12,15,16,0
Kalamazoo,2018,1,16,16,1
Kalamazoo,2018,2,17,16,1
Kalamazoo,2018,3,18,16,1
Kalamazoo,2018,4,19,16,1
Kalamazoo,2018,5,20,16,1
Kalamazoo,2018,6,21,16,1
Kalamazoo,2018,7,22,16,1
Kalamazoo,2018,8,23,16,1
Kalamazoo,2018,9,24,16,1
Kalamazoo,2018,10,25,16,1
Kalamazoo,2018,11,26,16,1
Kalamazoo,2018,12,27,16,1
Kalamazoo,2019,1,28,16,1
Kalamazoo,2019,2,29,16,1
Kalamazoo,2019,3,30,16,1
Kalamazoo,2019,4,31,16,1
Kalamazoo,2019,5,32,16,1
Kalamazoo,2019,6,33,16,1
Kalamazoo,2019,7,34,16,1
Kalamazoo,2019,8,35,16,1
Kalamazoo,2019,9,36,16,1
Kalamazoo,2019,10,37,16,1
Kalamazoo,2019,11,38,16,1
Kalamazoo,2019,12,39,16,1
Kalkaska,2016,10,1,22,0
Kalkaska,2016,11,2,22,0
Kalkaska,2016,12,3,22,0
Kalkaska,2017,1,4,22,0
Kalkaska,2017,2,5,22,0
Kalkaska,2017,3,6,22,0
Kalkaska,2017,4,7,22,0
Kalkaska,2017,5,8,22,0
Kalkaska,2017,6,9,22,0
Kalkaska,2017,7,10,22,0
Kalkaska,2017,8,11,22,0
Kalkaska,2017,9,12,22,0
Kalkaska,2017,10,13,22,0
Kalkaska,2017,11,14,22,0
Kalkaska,2017,12,15,22,0
Kalkaska,2018,1,16,22,0
Kalkaska,2018,2,17,22,0
Kalkaska,2018,3,18,22,0
Kalkaska,2018,4,19,22,0
Kalkaska,2018,5,20,22,0
Kalkaska,2018,6,21,22,0
Kalkaska,2018,7,22,22,1
Kalkaska,2018,8,23,22,1
Kalkaska,2018,9,24,22,1
Kalkaska,2018,10,25,22,1
Kalkaska,2018,11,26,22,1
Kalkaska,2018,12,27,22,1
Kalkaska,2019,1,28,22,1
Kalkaska,2019,2,29,22,1
Kalkaska,2019,3,30,22,1
Kalkaska,2019,4,31,22,1
Kalkaska,2019,5,32,22,1
Kalkaska,2019,6,33,22,1
Kalkaska,2019,7,34,22,1
Kalkaska,2019,8,35,22,1
Kalkaska,2019,9,36,22,1
Kalkaska,2019,10,37,22,1
Kalkaska,2019,11,38,22,1
Kalkaska,2019,12,39,22,1
Kent,2016,10,1,4,0
Kent,2016,11,2,4,0
Kent,2016,12,3,4,0
Kent,2017,1,4,4,1
Kent,2017,2,5,4,1
Kent,2017,3,6,4,1
Kent,2017,4,7,4,1
Kent,2017,5,8,4,1
Kent,2017,6,9,4,1
Kent,2017,7,10,4,1
Kent,2017,8,11,4,1
Kent,2017,9,12,4,1
Kent,2017,10,13,4,1
Kent,2017,11,14,4,1
Kent,2017,12,15,4,1
Kent,2018,1,16,4,1
Kent,2018,2,17,4,1
Kent,2018,3,18,4,1
Kent,2018,4,19,4,1
Kent,2018,5,20,4,1
Kent,2018,6,21,4,1
Kent,2018,7,22,4,1
Kent,2018,8,23,4,1
Kent,2018,9,24,4,1
Kent,2018,10,25,4,1
Kent,2018,11,26,4,1
Kent,2018,12,27,4,1
Kent,2019,1,28,4,1
Kent,2019,2,29,4,1
Kent,2019,3,30,4,1
Kent,2019,4,31,4,1
Kent,2019,5,32,4,1
Kent,2019,6,33,4,1
Kent,2019,7,34,4,1
Kent,2019,8,35,4,1
Kent,2019,9,36,4,1
Kent,2019,10,37,4,1
Kent,2019,11,38,4,1
Kent,2019,12,39,4,1
Keweenaw,2016,10,1,22,0
Keweenaw,2016,11,2,22,0
Keweenaw,2016,12,3,22,0
Keweenaw,2017,1,4,22,0
Keweenaw,2017,2,5,22,0
Keweenaw,2017,3,6,22,0
Keweenaw,2017,4,7,22,0
Keweenaw,2017,5,8,22,0
Keweenaw,2017,6,9,22,0
Keweenaw,2017,7,10,22,0
Keweenaw,2017,8,11,22,0
Keweenaw,2017,9,12,22,0
Keweenaw,2017,10,13,22,0
Keweenaw,2017,11,14,22,0
Keweenaw,2017,12,15,22,0
Keweenaw,2018,1,16,22,0
Keweenaw,2018,2,17,22,0
Keweenaw,2018,3,18,22,0
Keweenaw,2018,4,19,22,0
Keweenaw,2018,5,20,22,0
Keweenaw,2018,6,21,22,0
Keweenaw,2018,7,22,22,1
Keweenaw,2018,8,23,22,1
Keweenaw,2018,9,24,22,1
Keweenaw,2018,10,25,22,1
Keweenaw,2018,11,26,22,1
Keweenaw,2018,12,27,22,1
Keweenaw,2019,1,28,22,1
Keweenaw,2019,2,29,22,1
Keweenaw,2019,3,30,22,1
Keweenaw,2019,4,31,22,1
Keweenaw,2019,5,32,22,1
Keweenaw,2019,6,33,22,1
Keweenaw,2019,7,34,22,1
Keweenaw,2019,8,35,22,1
Keweenaw,2019,9,36,22,1
Keweenaw,2019,10,37,22,1
Keweenaw,2019,11,38,22,1
Keweenaw,2019,12,39,22,1
Lake,2016,10,1,22,0
Lake,2016,11,2,22,0
Lake,2016,12,3,22,0
Lake,2017,1,4,22,0
Lake,2017,2,5,22,0
Lake,2017,3,6,22,0
Lake,2017,4,7,22,0
Lake,2017,5,8,22,0
Lake,2017,6,9,22,0
Lake,2017,7,10,22,0
Lake,2017,8,11,22,0
Lake,2017,9,12,22,0
Lake,2017,10,13,22,0
Lake,2017,11,14,22,0
Lake,2017,12,15,22,0
Lake,2018,1,16,22,0
Lake,2018,2,17,22,0
Lake,2018,3,18,22,0
Lake,2018,4,19,22,0
Lake,2018,5,20,22,0
Lake,2018,6,21,22,0
Lake,2018,7,22,22,1
Lake,2018,8,23,22,1
Lake,2018,9,24,22,1
Lake,2018,10,25,22,1
Lake,2018,11,26,22,1
Lake,2018,12,27,22,1
Lake,2019,1,28,22,1
Lake,2019,2,29,22,1
Lake,2019,3,30,22,1
Lake,2019,4,31,22,1
Lake,2019,5,32,22,1
Lake,2019,6,33,22,1
Lake,2019,7,34,22,1
Lake,2019,8,35,22,1
Lake,2019,9,36,22,1
Lake,2019,10,37,22,1
Lake,2019,11,38,22,1
Lake,2019,12,39,22,1
Lapeer,2016,10,1,22,0
Lapeer,2016,11,2,22,0
Lapeer,2016,12,3,22,0
Lapeer,2017,1,4,22,0
Lapeer,2017,2,5,22,0
Lapeer,2017,3,6,22,0
Lapeer,2017,4,7,22,0
Lapeer,2017,5,8,22,0
Lapeer,2017,6,9,22,0
Lapeer,2017,7,10,22,0
Lapeer,2017,8,11,22,0
Lapeer,2017,9,12,22,0
Lapeer,2017,10,13,22,0
Lapeer,2017,11,14,22,0
Lapeer,2017,12,15,22,0
Lapeer,2018,1,16,22,0
Lapeer,2018,2,17,22,0
Lapeer,2018,3,18,22,0
Lapeer,2018,4,19,22,0
Lapeer,2018,5,20,22,0
Lapeer,2018,6,21,22,0
Lapeer,2018,7,22,22,1
Lapeer,2018,8,23,22,1
Lapeer,2018,9,24,22,1
Lapeer,2018,10,25,22,1
Lapeer,2018,11,26,22,1
Lapeer,2018,12,27,22,1
Lapeer,2019,1,28,22,1
Lapeer,2019,2,29,22,1
Lapeer,2019,3,30,22,1
Lapeer,2019,4,31,22,1
Lapeer,2019,5,32,22,1
Lapeer,2019,6,33,22,1
Lapeer,2019,7,34,22,1
Lapeer,2019,8,35,22,1
Lapeer,2019,9,36,22,1
Lapeer,2019,10,37,22,1
