county_key,county_id,county,year,month,fap_cases,fap_recipients,fap_payments,adult_recipients,child_recipients,unemployment_rate,employment,unemployed,labor_force
alcona,26001,Alcona,2014,10,806,1479,175887,1019,460,7.5,3471,280,3751
alcona,26001,Alcona,2014,11,797,1476,174909,1013,463,8.4,3401,310,3711
alcona,26001,Alcona,2014,12,784,1460,171119,1000,460,9.1,3340,335,3675
alcona,26001,Alcona,2015,1,789,1432,165684,1004,428,10.5,3329,392,3721
alcona,26001,Alcona,2015,2,793,1447,166483,1008,439,10.2,3309,377,3686
alcona,26001,Alcona,2015,3,786,1445,169121,998,447,9.9,3343,368,3711
alcona,26001,Alcona,2015,4,795,1447,170280,1006,441,8.2,3454,307,3761
alcona,26001,Alcona,2015,5,776,1423,166771,989,434,7.9,3634,312,3946
alcona,26001,Alcona,2015,6,766,1393,159911,979,414,7.6,3691,302,3993
alcona,26001,Alcona,2015,7,758,1392,155057,969,423,7.7,3706,308,4014
alcona,26001,Alcona,2015,8,754,1395,152845,965,430,6.9,3688,274,3962
alcona,26001,Alcona,2015,9,746,1372,147749,958,414,6.2,3630,240,3870
alcona,26001,Alcona,2015,10,744,1346,147823,946,400,6.3,3548,240,3788
alcona,26001,Alcona,2015,11,751,1341,145175,949,392,7.1,3468,265,3733
alcona,26001,Alcona,2015,12,749,1343,145010,944,399,7.8,3415,287,3702
alcona,26001,Alcona,2016,1,749,1331,146938,939,392,9,3257,322,3579
alcona,26001,Alcona,2016,2,757,1337,151192,947,390,9.5,3260,344,3604
alcona,26001,Alcona,2016,3,742,1318,150897,931,387,9.5,3255,340,3595
alcona,26001,Alcona,2016,4,735,1314,146292,929,385,8.9,3300,321,3621
alcona,26001,Alcona,2016,5,738,1320,146388,922,398,7.5,3467,281,3748
alcona,26001,Alcona,2016,6,720,1293,148348,902,391,7.4,3544,282,3826
alcona,26001,Alcona,2016,7,717,1298,145475,898,400,7.7,3573,297,3870
alcona,26001,Alcona,2016,8,720,1309,145147,904,405,6.8,3547,258,3805
alcona,26001,Alcona,2016,9,720,1285,140908,896,389,6.3,3479,232,3711
alcona,26001,Alcona,2016,10,713,1278,141945,895,383,6.3,3392,229,3621
alcona,26001,Alcona,2016,11,735,1304,144426,916,388,7,3358,252,3610
alcona,26001,Alcona,2016,12,738,1296,144893,915,381,8.9,3281,319,3600
alcona,26001,Alcona,2017,1,749,1301,145499,925,376,9.6,3215,342,3557
alcona,26001,Alcona,2017,2,757,1320,150022,939,381,9.6,3231,345,3576
alcona,26001,Alcona,2017,3,752,1337,150506,939,398,8.7,3239,308,3547
alcona,26001,Alcona,2017,4,748,1318,148488,932,386,6.7,3345,241,3586
alcona,26001,Alcona,2017,5,738,1285,147320,915,370,6.1,3550,231,3781
alcona,26001,Alcona,2017,6,727,1280,142514,905,375,6.2,3588,239,3827
alcona,26001,Alcona,2017,7,732,1266,141632,902,364,7,3578,269,3847
alcona,26001,Alcona,2017,8,731,1245,148172,896,349,6.6,3541,251,3792
alcona,26001,Alcona,2017,9,737,1266,150206,905,361,6,3506,223,3729
alcona,26001,Alcona,2017,10,749,1306,151505,920,386,5.8,3395,208,3603
alcona,26001,Alcona,2017,11,744,1298,152037,912,386,6.7,3358,241,3599
alcona,26001,Alcona,2017,12,737,1302,149381,914,388,8.3,3260,297,3557
alcona,26001,Alcona,2018,1,743,1314,149614,924,390,9.1,3222,321,3543
alcona,26001,Alcona,2018,2,738,1284,146727,918,366,8.9,3252,319,3571
alcona,26001,Alcona,2018,3,736,1287,147712,919,368,8.9,3273,318,3591
alcona,26001,Alcona,2018,4,722,1259,144103,899,360,7.3,3303,260,3563
alcona,26001,Alcona,2018,5,716,1250,144011,890,360,5.9,3500,220,3720
alcona,26001,Alcona,2018,6,712,1228,140175,880,348,6.5,3528,246,3774
alcona,26001,Alcona,2018,7,701,1203,136605,866,337,6.3,3569,238,3807
alcona,26001,Alcona,2018,8,703,1206,136015,865,341,5.5,3554,208,3762
alcona,26001,Alcona,2018,9,695,1185,130620,858,327,5,3497,184,3681
alcona,26001,Alcona,2018,10,677,1137,123983,828,309,4.8,3455,175,3630
alcona,26001,Alcona,2018,11,673,1143,122651,828,315,6,3372,216,3588
alcona,26001,Alcona,2018,12,666,1118,125653,818,300,7.7,3295,275,3570
alcona,26001,Alcona,2019,1,678,1162,127817,843,319,9.1,3298,329,3627
alcona,26001,Alcona,2019,2,682,1181,129050,843,338,8.7,3292,314,3606
alcona,26001,Alcona,2019,3,682,1171,126081,841,330,8.8,3303,320,3623
alcona,26001,Alcona,2019,4,667,1137,119190,817,320,6.6,3358,238,3596
alcona,26001,Alcona,2019,5,658,1119,119218,806,313,6,3600,229,3829
alcona,26001,Alcona,2019,6,649,1100,118269,792,308,6.4,3631,249,3880
alcona,26001,Alcona,2019,7,643,1097,120532,779,318,6.6,3675,260,3935
alcona,26001,Alcona,2019,8,625,1079,117873,761,318,5.8,3670,228,3898
alcona,26001,Alcona,2019,9,618,1053,111783,743,310,4.9,3594,186,3780
alcona,26001,Alcona,2019,10,624,1067,112872,756,311,4.6,3553,173,3726
alcona,26001,Alcona,2019,11,617,1040,106496,743,297,5.1,3473,187,3660
alcona,26001,Alcona,2019,12,636,1074,109506,762,312,6.7,3352,241,3593
alcona,26001,Alcona,2020,1,656,1120,116600,796,324,9,3242,320,3562
alcona,26001,Alcona,2020,2,681,1156,120392,818,338,8.4,3225,296,3521
alcona,26001,Alcona,2020,3,718,1213,204415,866,347,9.4,3172,329,3501
alcona,26001,Alcona,2020,4,791,1385,222890,976,409,23.4,2584,789,3373
alcona,26001,Alcona,2020,5,829,1458,255192,1028,430,17.1,2938,604,3542
alcona,26001,Alcona,2020,6,786,1358,238080,962,396,13.6,3383,532,3915
alcona,26001,Alcona,2020,7,740,1244,218622,899,345,12.3,3353,472,3825
alcona,26001,Alcona,2020,8,727,1215,210001,878,337,9.3,3463,356,3819
alcona,26001,Alcona,2020,9,728,1242,212521,883,359,8.6,3392,318,3710
alcona,26001,Alcona,2020,10,729,1263,230664,886,377,7.1,3314,253,3567
alcona,26001,Alcona,2020,11,740,1287,232478,895,392,6.9,3221,238,3459
alcona,26001,Alcona,2020,12,758,1305,233390,922,383,8.5,2998,280,3278
alcona,26001,Alcona,2021,1,763,1331,278874,932,399,9.4,2928,303,3231
alcona,26001,Alcona,2021,2,772,1348,286973,943,405,9.3,2972,305,3277
alcona,26001,Alcona,2021,3,769,1348,281993,943,405,8.9,3004,295,3299
alcona,26001,Alcona,2021,4,728,1264,266558,893,371,8.1,3081,270,3351
alcona,26001,Alcona,2021,5,706,1222,278910,859,363,7.6,3200,263,3463
alcona,26001,Alcona,2021,6,703,1221,244126,858,363,8,3223,282,3505
alcona,26001,Alcona,2021,7,708,1229,273602,866,363,7.6,3245,267,3512
alcona,26001,Alcona,2021,8,701,1222,275565,857,365,6.7,3272,235,3507
alcona,26001,Alcona,2021,9,694,1202,276400,845,357,5.8,3262,200,3462
alcona,26001,Alcona,2021,10,712,1240,301195,876,364,5.7,3189,193,3382
alcona,26001,Alcona,2021,11,708,1251,299811,875,376,5.5,3140,184,3324
alcona,26001,Alcona,2021,12,715,1254,309983,882,372,7.5,2980,243,3223
alcona,26001,Alcona,2022,1,739,1316,319229,920,396,9.6,2920,311,3231
alcona,26001,Alcona,2022,2,741,1317,317443,921,396,9.8,2914,316,3230
alcona,26001,Alcona,2022,3,756,1357,326535,947,410,8.6,2993,281,3274
alcona,26001,Alcona,2022,4,770,1399,326300,967,432,7.5,3067,247,3314
alcona,26001,Alcona,2022,5,789,1427,327653,990,437,6.7,3258,235,3493
alcona,26001,Alcona,2022,6,762,1382,330658,963,419,7.6,3314,271,3585
alcona,26001,Alcona,2022,7,756,1373,325413,954,419,7.3,3354,266,3620
alcona,26001,Alcona,2022,8,768,1386,325906,967,419,7.1,3369,258,3627
alcona,26001,Alcona,2022,9,780,1412,338388,980,432,6,3257,208,3465
alger,26003,Alger,2014,10,581,1095,122691,709,386,7.7,2984,249,3233
alger,26003,Alger,2014,11,579,1108,124537,714,394,9.4,2855,295,3150
alger,26003,Alger,2014,12,583,1106,124374,718,388,10,2819,313,3132
alger,26003,Alger,2015,1,575,1091,121058,711,380,10.9,2828,345,3173
alger,26003,Alger,2015,2,570,1076,121301,702,374,10.8,2860,346,3206
alger,26003,Alger,2015,3,575,1092,120201,709,383,10.4,2840,329,3169
alger,26003,Alger,2015,4,567,1075,119107,700,375,10.4,2779,321,3100
alger,26003,Alger,2015,5,586,1095,121600,721,374,9.1,2983,300,3283
alger,26003,Alger,2015,6,576,1081,120061,707,374,7.8,3156,266,3422
alger,26003,Alger,2015,7,562,1052,112894,689,363,7.7,3209,269,3478
alger,26003,Alger,2015,8,558,1055,109170,681,374,6.8,3209,235,3444
alger,26003,Alger,2015,9,538,1006,107474,657,349,6.3,3074,206,3280
alger,26003,Alger,2015,10,531,969,97726,645,324,6.1,2995,195,3190
alger,26003,Alger,2015,11,525,961,97517,632,329,7.4,2879,230,3109
alger,26003,Alger,2015,12,526,984,102092,640,344,8.8,2811,270,3081
alger,26003,Alger,2016,1,528,1020,104838,657,363,9.3,2871,293,3164
alger,26003,Alger,2016,2,532,1031,110021,658,373,9.6,2931,312,3243
alger,26003,Alger,2016,3,514,987,104488,635,352,10.5,2912,343,3255
alger,26003,Alger,2016,4,524,1005,110179,649,356,10.2,2870,326,3196
alger,26003,Alger,2016,5,514,986,110130,636,350,7.6,3077,253,3330
alger,26003,Alger,2016,6,514,985,105843,640,345,7,3338,253,3591
alger,26003,Alger,2016,7,493,920,96826,610,310,6.9,3414,254,3668
alger,26003,Alger,2016,8,482,899,91741,598,301,6.3,3405,230,3635
alger,26003,Alger,2016,9,473,862,84592,578,284,6,3272,209,3481
alger,26003,Alger,2016,10,469,837,81160,567,270,6.1,3129,203,3332
alger,26003,Alger,2016,11,468,847,82294,570,277,7.6,2996,246,3242
alger,26003,Alger,2016,12,475,867,84537,578,289,9.6,2907,309,3216
alger,26003,Alger,2017,1,474,869,85489,580,289,10.5,2865,336,3201
alger,26003,Alger,2017,2,478,882,87923,587,295,10.3,2913,336,3249
alger,26003,Alger,2017,3,484,885,88877,593,292,9.9,2884,318,3202
alger,26003,Alger,2017,4,500,926,91798,611,315,10,2835,315,3150
alger,26003,Alger,2017,5,488,903,89730,599,304,7.9,3016,259,3275
alger,26003,Alger,2017,6,494,909,88551,602,307,6.6,3271,231,3502
alger,26003,Alger,2017,7,485,888,88995,588,300,6.9,3284,245,3529
alger,26003,Alger,2017,8,472,846,87513,566,280,6.5,3288,228,3516
alger,26003,Alger,2017,9,460,837,85927,554,283,5.6,3145,188,3333
alger,26003,Alger,2017,10,469,853,88658,567,286,5.5,3049,179,3228
alger,26003,Alger,2017,11,474,881,87990,575,306,8,2833,245,3078
alger,26003,Alger,2017,12,477,877,90054,576,301,10.2,2794,318,3112
alger,26003,Alger,2018,1,473,857,88552,569,288,9.8,2793,304,3097
alger,26003,Alger,2018,2,481,889,91211,583,306,10.7,2846,341,3187
alger,26003,Alger,2018,3,471,860,86619,571,289,10.8,2808,341,3149
alger,26003,Alger,2018,4,461,830,82988,559,271,10.3,2733,313,3046
alger,26003,Alger,2018,5,464,843,86567,564,279,8.4,2915,267,3182
alger,26003,Alger,2018,6,462,843,87916,562,281,6.9,3218,240,3458
alger,26003,Alger,2018,7,470,851,88587,571,280,6.4,3280,223,3503
alger,26003,Alger,2018,8,455,810,82941,545,265,5.5,3239,187,3426
alger,26003,Alger,2018,9,433,768,77894,520,248,5,3135,164,3299
alger,26003,Alger,2018,10,419,744,74596,498,246,5.2,2997,164,3161
alger,26003,Alger,2018,11,410,718,77667,481,237,6.8,2817,205,3022
alger,26003,Alger,2018,12,410,732,76557,482,250,9.4,2756,286,3042
alger,26003,Alger,2019,1,416,737,77295,488,249,10.2,2787,317,3104
alger,26003,Alger,2019,2,415,751,78182,494,257,9.9,2810,309,3119
alger,26003,Alger,2019,3,418,751,79505,495,256,9.8,2774,303,3077
alger,26003,Alger,2019,4,411,739,77648,485,254,9.6,2691,286,2977
alger,26003,Alger,2019,5,398,731,75782,469,262,8.2,2909,261,3170
alger,26003,Alger,2019,6,395,722,75344,464,258,7.4,3180,254,3434
alger,26003,Alger,2019,7,393,714,76493,464,250,6.9,3210,238,3448
alger,26003,Alger,2019,8,392,704,71307,461,243,6,3238,208,3446
alger,26003,Alger,2019,9,387,696,69316,461,235,5.2,3114,171,3285
alger,26003,Alger,2019,10,382,690,66115,459,231,4.7,3027,150,3177
alger,26003,Alger,2019,11,371,694,64382,449,245,6.9,2800,209,3009
alger,26003,Alger,2019,12,386,712,68936,465,247,8.9,2800,273,3073
alger,26003,Alger,2020,1,386,707,68010,466,241,8.5,2786,260,3046
alger,26003,Alger,2020,2,379,693,70359,455,238,7.7,2811,236,3047
alger,26003,Alger,2020,3,409,754,123589,491,263,9.6,2701,288,2989
alger,26003,Alger,2020,4,479,899,143248,587,312,22.5,2192,637,2829
alger,26003,Alger,2020,5,489,923,159896,597,326,18.3,2427,544,2971
alger,26003,Alger,2020,6,442,776,138640,524,252,17.2,2934,611,3545
alger,26003,Alger,2020,7,409,687,121783,472,215,11.2,3007,379,3386
alger,26003,Alger,2020,8,401,677,119555,473,204,8.3,3079,279,3358
alger,26003,Alger,2020,9,397,685,115453,470,215,7.4,2970,238,3208
alger,26003,Alger,2020,10,394,691,123174,464,227,6.5,2859,198,3057
alger,26003,Alger,2020,11,403,715,127443,481,234,8.6,2606,245,2851
alger,26003,Alger,2020,12,418,756,131335,506,250,10.4,2488,288,2776
alger,26003,Alger,2021,1,414,739,153613,497,242,11.5,2502,325,2827
alger,26003,Alger,2021,2,410,737,155274,493,244,9.8,2578,280,2858
alger,26003,Alger,2021,3,403,714,148094,483,231,9.8,2561,277,2838
alger,26003,Alger,2021,4,398,707,145997,476,231,9.1,2607,260,2867
alger,26003,Alger,2021,5,405,730,164672,484,246,8.3,2818,255,3073
alger,26003,Alger,2021,6,404,717,142342,479,238,7.9,3035,259,3294
alger,26003,Alger,2021,7,399,703,159936,476,227,7,3100,232,3332
alger,26003,Alger,2021,8,401,719,161318,484,235,6.2,3099,204,3303
alger,26003,Alger,2021,9,400,706,159251,484,222,5.3,3018,168,3186
alger,26003,Alger,2021,10,409,712,171451,492,220,5.4,2875,164,3039
alger,26003,Alger,2021,11,410,716,169845,493,223,6.3,2708,182,2890
alger,26003,Alger,2021,12,414,736,176512,500,236,7.5,2656,214,2870
alger,26003,Alger,2022,1,421,750,178462,512,238,8.8,2683,260,2943
alger,26003,Alger,2022,2,420,740,178229,509,231,8.2,2724,244,2968
alger,26003,Alger,2022,3,428,760,184926,519,241,7.7,2741,230,2971
alger,26003,Alger,2022,4,450,808,186602,543,265,8.8,2711,260,2971
alger,26003,Alger,2022,5,447,800,182369,538,262,6.7,2940,211,3151
alger,26003,Alger,2022,6,428,765,183329,515,250,6.3,3181,214,3395
alger,26003,Alger,2022,7,422,760,183217,509,251,6.1,3230,209,3439
alger,26003,Alger,2022,8,413,736,170239,497,239,5.9,3217,201,3418
alger,26003,Alger,2022,9,407,730,170503,491,239,5.3,3092,172,3264
allegan,26005,Allegan,2014,10,5927,12751,1462030,7032,5719,4.2,57247,2514,59761
allegan,26005,Allegan,2014,11,5840,12537,1429146,6910,5627,4.1,57471,2446,59917
allegan,26005,Allegan,2014,12,5791,12464,1415505,6859,5605,4.4,57075,2631,59706
allegan,26005,Allegan,2015,1,5719,12240,1376490,6745,5495,5.2,57140,3156,60296
allegan,26005,Allegan,2015,2,5721,12276,1390129,6780,5496,5,57271,2983,60254
allegan,26005,Allegan,2015,3,5662,12198,1385878,6747,5451,4.7,57434,2857,60291
allegan,26005,Allegan,2015,4,5585,12025,1371998,6658,5367,4.2,57556,2507,60063
allegan,26005,Allegan,2015,5,5573,11917,1362175,6602,5315,4.4,58970,2738,61708
allegan,26005,Allegan,2015,6,5528,11920,1335347,6563,5357,4.4,59137,2701,61838
allegan,26005,Allegan,2015,7,5523,11853,1335597,6518,5335,4.5,58858,2766,61624
allegan,26005,Allegan,2015,8,5466,11800,1326857,6439,5361,3.8,59026,2305,61331
allegan,26005,Allegan,2015,9,5403,11649,1298571,6327,5322,3.4,58404,2082,60486
allegan,26005,Allegan,2015,10,5359,11533,1267426,6278,5255,3.3,58660,1986,60646
allegan,26005,Allegan,2015,11,5329,11479,1259703,6227,5252,3.2,58506,1936,60442
allegan,26005,Allegan,2015,12,5238,11260,1222532,6142,5118,3.5,58145,2130,60275
allegan,26005,Allegan,2016,1,5245,11224,1221048,6149,5075,4.5,54650,2570,57220
allegan,26005,Allegan,2016,2,5241,11219,1234284,6154,5065,4.7,54753,2703,57456
allegan,26005,Allegan,2016,3,5212,11143,1221671,6139,5004,4.7,54615,2677,57292
allegan,26005,Allegan,2016,4,5172,11033,1217039,6089,4944,4,55383,2333,57716
allegan,26005,Allegan,2016,5,5151,10948,1206994,6058,4890,3.9,56415,2286,58701
allegan,26005,Allegan,2016,6,5136,10884,1197771,6031,4853,4.2,56488,2493,58981
allegan,26005,Allegan,2016,7,5144,10961,1186749,6028,4933,4.5,56225,2639,58864
allegan,26005,Allegan,2016,8,5109,10854,1175393,5961,4893,3.9,56990,2310,59300
allegan,26005,Allegan,2016,9,5102,10785,1161501,5972,4813,3.6,55543,2076,57619
allegan,26005,Allegan,2016,10,5068,10738,1156006,5925,4813,3.6,55335,2066,57401
allegan,26005,Allegan,2016,11,5009,10521,1131661,5843,4678,3.5,55445,2003,57448
allegan,26005,Allegan,2016,12,4917,10332,1109034,5751,4581,3.9,54687,2193,56880
allegan,26005,Allegan,2017,1,4908,10272,1103898,5750,4522,4.9,54461,2819,57280
allegan,26005,Allegan,2017,2,4856,10172,1107756,5694,4478,4.8,54655,2748,57403
allegan,26005,Allegan,2017,3,4792,10068,1100416,5614,4454,4.1,54929,2377,57306
allegan,26005,Allegan,2017,4,4734,9910,1080816,5540,4370,3.4,55443,1936,57379
allegan,26005,Allegan,2017,5,4690,9791,1074793,5500,4291,3.5,56487,2034,58521
allegan,26005,Allegan,2017,6,4676,9764,1063904,5463,4301,3.7,57219,2221,59440
allegan,26005,Allegan,2017,7,4688,9781,1063876,5442,4339,4.4,56723,2584,59307
allegan,26005,Allegan,2017,8,4701,9772,1106518,5458,4314,4,56805,2384,59189
allegan,26005,Allegan,2017,9,4640,9652,1093225,5374,4278,3.7,56384,2168,58552
allegan,26005,Allegan,2017,10,4648,9630,1099224,5394,4236,3.3,56059,1898,57957
allegan,26005,Allegan,2017,11,4626,9594,1081710,5389,4205,3.3,56140,1899,58039
allegan,26005,Allegan,2017,12,4581,9514,1089728,5341,4173,3.8,55394,2212,57606
allegan,26005,Allegan,2018,1,4580,9504,1072281,5328,4176,4.5,55302,2591,57893
allegan,26005,Allegan,2018,2,4554,9492,1074624,5300,4192,4.5,55692,2632,58324
allegan,26005,Allegan,2018,3,4491,9317,1051523,5222,4095,4.1,56004,2370,58374
allegan,26005,Allegan,2018,4,4475,9185,1038242,5172,4013,3.3,56592,1943,58535
allegan,26005,Allegan,2018,5,4432,9137,1015676,5120,4017,3.1,57848,1849,59697
allegan,26005,Allegan,2018,6,4330,8972,970041,4948,4024,3.5,58297,2105,60402
allegan,26005,Allegan,2018,7,4302,8886,976510,4898,3988,3.7,58167,2229,60396
allegan,26005,Allegan,2018,8,4266,8846,966660,4893,3953,3.1,57885,1841,59726
allegan,26005,Allegan,2018,9,4242,8730,936845,4836,3894,3,57205,1746,58951
allegan,26005,Allegan,2018,10,4159,8543,927230,4749,3794,2.8,57246,1657,58903
allegan,26005,Allegan,2018,11,4084,8287,901014,4638,3649,2.7,57382,1569,58951
allegan,26005,Allegan,2018,12,4077,8333,905757,4641,3692,3.4,56521,1999,58520
allegan,26005,Allegan,2019,1,4030,8194,867498,4595,3599,3.9,56269,2305,58574
allegan,26005,Allegan,2019,2,4050,8231,883115,4621,3610,4,56322,2353,58675
allegan,26005,Allegan,2019,3,4023,8175,881961,4599,3576,4.2,56460,2447,58907
allegan,26005,Allegan,2019,4,4006,8134,882577,4571,3563,3.2,57051,1889,58940
allegan,26005,Allegan,2019,5,3999,8126,877497,4545,3581,3.1,58421,1893,60314
allegan,26005,Allegan,2019,6,3960,8073,872462,4468,3605,3.5,58761,2154,60915
allegan,26005,Allegan,2019,7,3988,8136,888155,4464,3672,4,58228,2426,60654
allegan,26005,Allegan,2019,8,3972,8068,881961,4421,3647,3.3,58587,1995,60582
allegan,26005,Allegan,2019,9,3952,8018,863009,4398,3620,2.9,57983,1713,59696
allegan,26005,Allegan,2019,10,3986,8040,863786,4444,3596,2.5,57918,1477,59395
allegan,26005,Allegan,2019,11,3957,7970,870951,4429,3541,2.5,58178,1478,59656
allegan,26005,Allegan,2019,12,4066,8214,883923,4576,3638,2.9,57477,1745,59222
allegan,26005,Allegan,2020,1,4137,8334,894525,4670,3664,3.4,58274,2053,60327
allegan,26005,Allegan,2020,2,4195,8433,915391,4743,3690,3.2,58576,1955,60531
allegan,26005,Allegan,2020,3,4455,9022,1468070,5066,3956,3.9,57496,2336,59832
allegan,26005,Allegan,2020,4,5119,10647,1668439,5966,4681,20.9,46094,12171,58265
allegan,26005,Allegan,2020,5,5199,10818,1828579,6059,4759,14.4,51934,8749,60683
allegan,26005,Allegan,2020,6,4755,9485,1615122,5420,4065,10.9,57729,7068,64797
allegan,26005,Allegan,2020,7,4581,8905,1524856,5152,3753,9.3,57096,5852,62948
allegan,26005,Allegan,2020,8,4502,8784,1475290,5036,3748,6.8,58104,4230,62334
allegan,26005,Allegan,2020,9,4544,8918,1482875,5121,3797,6,56881,3604,60485
allegan,26005,Allegan,2020,10,4585,9033,1581376,5175,3858,4.7,56808,2783,59591
allegan,26005,Allegan,2020,11,4711,9381,1647250,5351,4030,4.6,56333,2741,59074
allegan,26005,Allegan,2020,12,4804,9610,1685858,5482,4128,5.6,54488,3238,57726
allegan,26005,Allegan,2021,1,4844,9733,1968082,5543,4190,5.8,54324,3341,57665
allegan,26005,Allegan,2021,2,4876,9817,1995604,5580,4237,5.8,54355,3337,57692
allegan,26005,Allegan,2021,3,4856,9774,1987185,5556,4218,5.6,54702,3271,57973
allegan,26005,Allegan,2021,4,4747,9465,1939016,5419,4046,4.9,55104,2847,57951
allegan,26005,Allegan,2021,5,4696,9345,2076056,5357,3988,5.1,56179,2992,59171
allegan,26005,Allegan,2021,6,4693,9347,1817766,5346,4001,5.4,56340,3231,59571
allegan,26005,Allegan,2021,7,4722,9481,2065790,5395,4086,5.2,56970,3152,60122
allegan,26005,Allegan,2021,8,4750,9499,2056166,5408,4091,4.5,57302,2724,60026
allegan,26005,Allegan,2021,9,4798,9596,2100272,5484,4112,3.9,56740,2308,59048
allegan,26005,Allegan,2021,10,4817,9655,2277660,5555,4100,3.5,56551,2027,58578
allegan,26005,Allegan,2021,11,4816,9629,2239675,5562,4067,3.1,56933,1806,58739
allegan,26005,Allegan,2021,12,4843,9775,2316779,5636,4139,3.6,55902,2087,57989
allegan,26005,Allegan,2022,1,4977,10117,2344858,5802,4315,4.5,55665,2595,58260
allegan,26005,Allegan,2022,2,5027,10250,2409582,5850,4400,4.3,56146,2540,58686
allegan,26005,Allegan,2022,3,5019,10230,2412988,5836,4394,4,57050,2347,59397
allegan,26005,Allegan,2022,4,5090,10345,2387618,5907,4438,3.5,57353,2076,59429
allegan,26005,Allegan,2022,5,5219,10640,2375051,6043,4597,3.7,58907,2269,61176
allegan,26005,Allegan,2022,6,4998,10172,2346981,5783,4389,4.1,58648,2528,61176
allegan,26005,Allegan,2022,7,5044,10286,2381829,5836,4450,4,58742,2437,61179
allegan,26005,Allegan,2022,8,5008,10112,2357097,5789,4323,3.8,59003,2326,61329
allegan,26005,Allegan,2022,9,5033,10153,2368968,5777,4376,3.4,58449,2048,60497
alpena,26007,Alpena,2014,10,2894,5262,606694,3507,1755,6,12722,809,13531
alpena,26007,Alpena,2014,11,2868,5202,595192,3463,1739,6,12787,814,13601
alpena,26007,Alpena,2014,12,2874,5186,581835,3451,1735,6.7,12642,913,13555
alpena,26007,Alpena,2015,1,2891,5217,574423,3458,1759,7.8,12602,1067,13669
alpena,26007,Alpena,2015,2,2881,5201,580839,3463,1738,7.8,12583,1070,13653
alpena,26007,Alpena,2015,3,2873,5191,574562,3451,1740,7.4,12747,1021,13768
alpena,26007,Alpena,2015,4,2874,5193,567556,3453,1740,6.2,12982,852,13834
alpena,26007,Alpena,2015,5,2813,5071,554421,3380,1691,6.3,13170,886,14056
alpena,26007,Alpena,2015,6,2800,5071,545183,3365,1706,6.2,12892,858,13750
alpena,26007,Alpena,2015,7,2782,5028,535350,3366,1662,6.3,12714,854,13568
alpena,26007,Alpena,2015,8,2744,4942,528764,3321,1621,5.7,12676,767,13443
alpena,26007,Alpena,2015,9,2745,4919,524754,3304,1615,5,12963,683,13646
alpena,26007,Alpena,2015,10,2742,4879,511439,3277,1602,5.4,12937,743,13680
alpena,26007,Alpena,2015,11,2732,4882,513506,3274,1608,4.9,12959,666,13625
alpena,26007,Alpena,2015,12,2715,4843,508028,3261,1582,5.7,12754,772,13526
alpena,26007,Alpena,2016,1,2725,4908,513800,3279,1629,6.7,12751,913,13664
alpena,26007,Alpena,2016,2,2753,4980,526019,3323,1657,7.1,12773,971,13744
alpena,26007,Alpena,2016,3,2711,4899,520686,3267,1632,7.3,12784,1008,13792
alpena,26007,Alpena,2016,4,2690,4867,512415,3243,1624,6,12941,824,13765
alpena,26007,Alpena,2016,5,2683,4881,517954,3257,1624,5.3,13180,735,13915
alpena,26007,Alpena,2016,6,2657,4815,511350,3225,1590,5.8,12818,795,13613
alpena,26007,Alpena,2016,7,2618,4805,500812,3187,1618,6.2,12535,834,13369
alpena,26007,Alpena,2016,8,2602,4778,498700,3160,1618,5.8,12567,778,13345
alpena,26007,Alpena,2016,9,2575,4721,487698,3120,1601,5.1,12815,694,13509
alpena,26007,Alpena,2016,10,2519,4560,476028,3048,1512,5,12849,683,13532
alpena,26007,Alpena,2016,11,2511,4546,473292,3036,1510,5.2,12931,707,13638
alpena,26007,Alpena,2016,12,2510,4548,471745,3036,1512,5.7,12666,772,13438
alpena,26007,Alpena,2017,1,2536,4622,471819,3077,1545,7.1,12687,967,13654
alpena,26007,Alpena,2017,2,2530,4595,475709,3058,1537,7.3,12752,1010,13762
alpena,26007,Alpena,2017,3,2510,4533,468872,3030,1503,6.6,12769,904,13673
alpena,26007,Alpena,2017,4,2494,4544,473177,3014,1530,5.3,12921,726,13647
alpena,26007,Alpena,2017,5,2451,4476,471522,2972,1504,4.9,13180,681,13861
alpena,26007,Alpena,2017,6,2433,4426,458569,2927,1499,5.6,12760,750,13510
alpena,26007,Alpena,2017,7,2416,4341,444573,2895,1446,6,12582,806,13388
alpena,26007,Alpena,2017,8,2458,4409,478899,2943,1466,5.8,12685,777,13462
alpena,26007,Alpena,2017,9,2449,4372,480057,2927,1445,4.7,13030,648,13678
alpena,26007,Alpena,2017,10,2411,4292,469382,2885,1407,4.3,12915,577,13492
alpena,26007,Alpena,2017,11,2387,4228,450633,2844,1384,4.7,12894,632,13526
alpena,26007,Alpena,2017,12,2383,4218,460470,2840,1378,5.6,12686,758,13444
alpena,26007,Alpena,2018,1,2414,4278,460884,2880,1398,6.3,12562,841,13403
alpena,26007,Alpena,2018,2,2436,4292,464345,2890,1402,6.7,12685,906,13591
alpena,26007,Alpena,2018,3,2408,4204,459359,2855,1349,6.4,12769,873,13642
alpena,26007,Alpena,2018,4,2409,4167,454362,2845,1322,5.4,12678,720,13398
alpena,26007,Alpena,2018,5,2412,4174,451705,2849,1325,4.6,13043,628,13671
alpena,26007,Alpena,2018,6,2386,4146,447983,2821,1325,5.3,12623,708,13331
