county_id,YEAR,emp_rate_m,lfpr_m,fpl130_m,snap_m,income_m
26001,2017,0.0930671702185055,0.400930131948951,0.224300886680308,0.628,39424
26003,2017,0.0694935217903416,0.425403983464863,0.197550327431482,0.575,42647
26005,2017,0.0356193229473384,0.627781138670431,0.158533345142149,0.381,58487
26007,2017,0.0640165203923593,0.566066880975243,0.216946858526856,0.443,40954
26009,2017,0.0610224870267154,0.538891765924392,0.191676909569798,0.543,50988
26011,2017,0.0959455277004023,0.50370254891262,0.252344790834,0.5,39947
26013,2017,0.0597805524025728,0.366269401330377,0.209180129850521,0.526,42757
26015,2017,0.0616486731914035,0.623620957254918,0.139411193126609,0.423,57312
26017,2017,0.0744433765817716,0.581169926806847,0.219187332858764,0.421,45983
26019,2017,0.0644495691224663,0.563543091655267,0.155098961054037,0.528,53185
26021,2017,0.0733327195970383,0.61084689664037,0.240112248485773,0.428,47132
26023,2017,0.0464610717896866,0.573749093546048,0.222183158768525,0.397,48192
26025,2017,0.0742927897895038,0.589870122573577,0.237804765847824,0.397,46213
26027,2017,0.077846446398859,0.601300650325163,0.179775060356841,0.448,50699
26029,2017,0.0614055751864939,0.58952874733821,0.16983227209194,0.476,51567
26031,2017,0.106558072452702,0.544660597939097,0.23504334685437,0.523,42876
26033,2017,0.0894689468946895,0.523004017072558,0.241007767965266,0.413,44030
26035,2017,0.114612718626582,0.491385797457325,0.306464231253729,0.492,35913
26037,2017,0.0433887487776005,0.628058833037013,0.132165226146423,0.378,64903
26039,2017,0.103544613235551,0.49387719903415,0.236284491662978,0.49,42666
26041,2017,0.0651264218777627,0.56692729216787,0.216262879420774,0.472,44639
26043,2017,0.060190251704689,0.5587751070135,0.218089101474483,0.453,45681
26045,2017,0.0581677861940832,0.634655721720201,0.154121373416298,0.401,59244
26047,2017,0.0605043961129107,0.635494780179386,0.166199622653181,0.43,51475
26049,2017,0.107855757880062,0.572193101762,0.264332738722935,0.394,45231
26051,2017,0.0742976066597295,0.454997395956631,0.278748203736229,0.512,40871
26053,2017,0.066916823014384,0.473883085130029,0.268263473053892,0.5,36689
26055,2017,0.0537317154255319,0.645805378133219,0.142981658074154,0.415,58229
26057,2017,0.0742472073822244,0.485470085470085,0.265345585748111,0.395,42256
26059,2017,0.0611749866589046,0.558012994044396,0.22820292735815,0.425,46160
26061,2017,0.0681262230919765,0.548007641006736,0.284541361348989,0.413,41379
26063,2017,0.0575150300601202,0.567281821971276,0.197646005245314,0.482,45191
26065,2017,0.0809749266471059,0.637408879348819,0.262301865933639,0.325,49109
26067,2017,0.0620079729322301,0.584374143533926,0.199940151615906,0.372,51980
26069,2017,0.0956565656565657,0.458588104502501,0.232438091403262,0.556,41414
26071,2017,0.056823073611709,0.480206718346253,0.216665145569043,0.544,36773
26073,2017,0.0840540540540541,0.619547562833844,0.333500085981834,0.312,42771
26075,2017,0.0761603894860644,0.569277600878183,0.204996105186817,0.399,49715
26077,2017,0.0656001158245258,0.661520337895433,0.224653376615617,0.346,51945
26079,2017,0.0868255631220534,0.540410474168436,0.238242142025611,0.459,43431
26081,2017,0.053979293680516,0.685698505994566,0.186930825392106,0.33,57302
26083,2017,0.0551876379690949,0.5,0.212994350282486,0.594,41118
26085,2017,0.1157523905385,0.399116199658532,0.346361783213684,0.577,32309
26087,2017,0.0740100791936645,0.582438778933244,0.158393763806484,0.413,56186
26089,2017,0.0633179368745189,0.564690539585937,0.116941374789286,0.582,62646
26091,2017,0.0593205980770045,0.590475952279719,0.194841320827444,0.409,51339
26093,2017,0.0463300259625254,0.660279197092417,0.0836774054519987,0.389,78430
26095,2017,0.117571611799915,0.426669098869026,0.25982492084187,0.504,41221
26097,2017,0.10441609421001,0.54944462417772,0.22183854409706,0.511,42559
26099,2017,0.0654420077380068,0.633980722526888,0.168144914251507,0.394,58175
26101,2017,0.0800901872365454,0.493684363354789,0.199178378378378,0.533,44882
26103,2017,0.0624293785310735,0.565003812800369,0.21259015765622,0.42,48491
26105,2017,0.0757282996432818,0.571549929915474,0.225755973778812,0.47,45524
26107,2017,0.087361618995141,0.553466966092767,0.290102984814104,0.426,43470
26109,2017,0.059494342291372,0.580459770114943,0.197737950234905,0.46,44480
26111,2017,0.0704239157069346,0.605049741286009,0.159328358208955,0.378,57117
26113,2017,0.0700703698158407,0.560836342262155,0.232367443431273,0.445,42370
26115,2017,0.0589090217598001,0.608325621364358,0.15483286333543,0.404,59479
26117,2017,0.0701311806256307,0.552991350791183,0.240788751144022,0.404,44651
26119,2017,0.127459618208517,0.421410891089109,0.217341924210986,0.576,39152
26121,2017,0.0892455339938589,0.589022238168811,0.250078460721356,0.395,46077
26123,2017,0.0772289560676472,0.545770688978952,0.242594397592914,0.43,45645
26125,2017,0.0534518848885837,0.662090407565303,0.122267103876979,0.378,73369
26127,2017,0.077427142610795,0.55516729692212,0.261104492525268,0.465,44382
26129,2017,0.100174114915844,0.491219067168434,0.262734610522221,0.497,38149
26131,2017,0.100044464206314,0.414027982326951,0.251206925253871,0.604,36073
26133,2017,0.0723527585136114,0.520920953305295,0.284584807583104,0.454,41099
26135,2017,0.118659987476518,0.460628785693683,0.2481652490887,0.536,36833
26137,2017,0.0634866163349348,0.591494976149396,0.204387691019468,0.44,50823
26139,2017,0.0442402949352996,0.683849643256058,0.136382573304967,0.361,63962
26141,2017,0.113676384269223,0.461781713046621,0.209365392195507,0.573,43758
26143,2017,0.129856850715746,0.423437725501515,0.276237665692627,0.589,37834
26145,2017,0.0820350399803723,0.571741001689674,0.243151619851985,0.417,45034
26147,2017,0.0755773893071328,0.604851469101405,0.181611625169302,0.413,53641
26149,2017,0.0534667717722864,0.61461493090664,0.215269601284453,0.405,47856
26151,2017,0.0774500575253635,0.569734529094539,0.214790432301953,0.447,44417
26153,2017,0.138985187519697,0.462873814733771,0.276078234704112,0.532,37428
26155,2017,0.071148628278565,0.595843288005892,0.190024392046714,0.405,50967
26157,2017,0.0740994163815657,0.56837939238653,0.228241094633848,0.433,45495
26159,2017,0.0655865703689245,0.602959226565784,0.232992551285678,0.422,49119
26161,2017,0.0538713441874573,0.647882679740739,0.179853851529763,0.324,65618
26163,2017,0.115808011396249,0.587961733711823,0.302188913186557,0.384,43702
26165,2017,0.07171581769437,0.573096719674272,0.260233918128655,0.43,42793
26001,2018,0.0892905314270299,0.40210434971255,0.229315578184667,0.642,39735
26003,2018,0.0654654654654655,0.41870992078461,0.187900355871886,0.595,46007
26005,2018,0.0316123348017621,0.627911351088195,0.152647975077882,0.386,59883
26007,2018,0.0598623166716552,0.559326999539614,0.212617372987254,0.456,41991
26009,2018,0.0533783783783784,0.532812178564082,0.180843985291543,0.549,52589
26011,2018,0.0955303745672018,0.498118532455315,0.250394754449351,0.511,40769
26013,2018,0.0638297872340426,0.413489736070381,0.227127211457456,0.502,42444
26015,2018,0.0518237388325385,0.617013780955341,0.130267343485618,0.427,61016
26017,2018,0.0693203303811325,0.585196832052178,0.212568036582654,0.435,48005
26019,2018,0.0554486408467645,0.564809782608696,0.154699769053118,0.534,56639
26021,2018,0.0635070098346935,0.614356189037618,0.232959665023586,0.434,49135
26023,2018,0.0452979327117957,0.570025705455911,0.222386642977097,0.407,50536
26025,2018,0.0699417942553461,0.591381455256339,0.230446427204971,0.41,47426
26027,2018,0.0667556742323097,0.604835645069352,0.164643830513127,0.454,53571
26029,2018,0.0445517563673183,0.592778983332564,0.164579051460038,0.484,53207
26031,2018,0.0811091854419411,0.530599108004966,0.218571144278607,0.533,46161
26033,2018,0.0916780031939433,0.5328563774465,0.246481033567341,0.429,44483
26035,2018,0.101276245368464,0.480153396062307,0.316108939102777,0.513,37369
26037,2018,0.0396278691441499,0.630192064331139,0.128421134663342,0.395,67482
26039,2018,0.0815085158150852,0.492721356396643,0.218852097130243,0.504,47443
26041,2018,0.053359087342307,0.554878253005995,0.204077054650478,0.475,46490
26043,2018,0.0435593220338983,0.558791495004025,0.196606929510155,0.466,48966
26045,2018,0.052662616154396,0.629726323370544,0.147789128327492,0.407,62474
26047,2018,0.0502806093231016,0.638581093435729,0.15588912422875,0.439,54055
26049,2018,0.098039944362451,0.576665442076904,0.260834231366229,0.403,47006
26051,2018,0.0698587960505362,0.446800436411935,0.259135442076219,0.524,43290
26053,2018,0.0561656730467524,0.476988700142184,0.25383676692269,0.513,38798
26055,2018,0.0484603216992954,0.647887136487656,0.14529248159773,0.423,61485
26057,2018,0.0674183424386842,0.508797350445042,0.245341790791188,0.402,44991
26059,2018,0.0501347708894879,0.552128148929837,0.22400289901026,0.431,48392
26061,2018,0.0651547655531719,0.545469742561016,0.280492122499557,0.413,42852
26063,2018,0.0538086202222825,0.563141625004771,0.193448741875282,0.492,46320
26065,2018,0.0711135103819669,0.637262963584494,0.256268359288508,0.329,50940
26067,2018,0.0524180137031863,0.589332967442225,0.193219888327572,0.377,54343
26069,2018,0.0813918905521959,0.467748666821238,0.229713825070536,0.548,42102
26071,2018,0.0603025783081185,0.487483120390568,0.219541816174441,0.551,38918
26073,2018,0.0755336172059342,0.614967642938155,0.326722003332659,0.325,44408
26075,2018,0.0680224500157809,0.566003883495146,0.196935113118522,0.407,51431
26077,2018,0.0597586505004894,0.664774724283041,0.216465220365252,0.351,54431
26079,2018,0.0752839096593084,0.550815293786899,0.230534703776418,0.467,46004
26081,2018,0.0482920165093999,0.68934368130993,0.17902057860521,0.338,60351
26083,2018,0.0601336302895323,0.48488120950324,0.170377358490566,0.596,49779
26085,2018,0.121518363322652,0.402799841143765,0.34331550802139,0.606,34631
26087,2018,0.0640728437253543,0.582552522032105,0.15467218899314,0.431,58952
26089,2018,0.0531822144725371,0.555507722111607,0.100116653445943,0.59,63831
26091,2018,0.0505233924375134,0.585029932635947,0.181297182691381,0.417,53972
26093,2018,0.0421463550306438,0.659644731582982,0.0797621911773355,0.403,80897
26095,2018,0.0571683787405092,0.410825688073395,0.228749058025622,0.507,42255
26097,2018,0.0974990230558812,0.550737113956742,0.218144407033296,0.513,46507
26099,2018,0.0572981792164546,0.636065141481548,0.162683854523382,0.404,60466
26101,2018,0.0715408805031447,0.490622438648088,0.182094974483176,0.551,47172
26103,2018,0.0610951548451549,0.570482110099913,0.213956607117199,0.427,50771
26105,2018,0.0606602578433564,0.567639593908629,0.210075124622622,0.49,49663
26107,2018,0.0695144468286841,0.552967797124645,0.275066491014392,0.437,44460
26109,2018,0.0436803789141303,0.588742576813839,0.190688915166645,0.454,45508
26111,2018,0.060189165950129,0.601682138000355,0.157283968683691,0.387,59271
26113,2018,0.0633006782215524,0.555927943024717,0.229484758564877,0.449,44766
26115,2018,0.0489762821812285,0.60917278624823,0.147603144081233,0.41,61514
26117,2018,0.0508134375660258,0.561502718734553,0.22634346373888,0.414,47000
26119,2018,0.115795905896731,0.40729218516675,0.234864805451748,0.581,42305
26121,2018,0.0738501511479751,0.584088488085336,0.233453638373894,0.406,48329
26123,2018,0.0606434469013951,0.548145450762108,0.246917743261186,0.434,46724
26125,2018,0.0480171243946655,0.661239754976366,0.117484528500301,0.387,76387
26127,2018,0.0735777278229293,0.552102725667096,0.2551795500709,0.471,46217
26129,2018,0.0803093396787626,0.478644646924829,0.250136665365092,0.504,40150
26131,2018,0.0718132854578097,0.418796992481203,0.240217206855591,0.622,38906
26133,2018,0.0690510647095307,0.518880068654795,0.272709773383498,0.458,42689
26135,2018,0.121052631578947,0.467912501810807,0.24128105211885,0.558,40255
26137,2018,0.056059428176557,0.581525015069319,0.201040756005162,0.44,52645
26139,2018,0.0387999686675892,0.687014547868047,0.119264761737809,0.367,67468
26141,2018,0.088884547763235,0.463929671923147,0.199746594868546,0.59,46439
26143,2018,0.113251605370695,0.41346850108617,0.259639578374703,0.613,40302
26145,2018,0.0750461693435559,0.570967535787321,0.23753607174657,0.421,46919
26147,2018,0.0672169360693951,0.604779255995255,0.181258638398235,0.422,55240
26149,2018,0.0517556322305663,0.620933016866559,0.215639731202568,0.401,50117
26151,2018,0.0703475628848763,0.570161866222328,0.226780682625634,0.455,45277
26153,2018,0.102744097000638,0.45791934541204,0.262758446797781,0.524,40747
26155,2018,0.0499253954043569,0.60075295804948,0.170714804010129,0.41,54742
26157,2018,0.0643073646268535,0.561370429983904,0.226237880387828,0.443,47694
26159,2018,0.0616646999094377,0.610777740529668,0.226110341674622,0.431,52351
26161,2018,0.0472971601404705,0.646260712142232,0.177131105636061,0.33,69434
26163,2018,0.101849543114449,0.589003324603071,0.296355832810894,0.39,45321
26165,2018,0.0605351170568562,0.570262435154104,0.241692397052979,0.439,44166
26001,2019,0.0760540093689722,0.394499402108925,0.231182058564293,0.64,40484
26003,2019,0.0520865062442888,0.414467870218407,0.174639200690761,0.611,45570
26005,2019,0.0275330012887047,0.629392551022645,0.149226480836237,0.393,62965
26007,2019,0.0598993040130312,0.565957090177674,0.20864876446222,0.465,43363
26009,2019,0.0382775119617225,0.535403217542781,0.167726182690211,0.55,56165
26011,2019,0.0709454145036967,0.500590597684857,0.23797093649085,0.531,42290
26013,2019,0.0614543114543115,0.43694643610291,0.222083333333333,0.493,46065
26015,2019,0.0481978890958403,0.629289959079599,0.114771697923307,0.433,64490
26017,2019,0.0637904284520826,0.588130695710158,0.20845037566945,0.437,48819
26019,2019,0.0448686770428016,0.55537547271745,0.148245160549141,0.555,57974
26021,2019,0.0593240368707162,0.613410656034795,0.226623626775063,0.436,50795
26023,2019,0.0420971867007673,0.563676729233342,0.220033624911674,0.419,51947
26025,2019,0.0628751383627208,0.599254470375007,0.221621124157342,0.412,48607
26027,2019,0.0636670327946022,0.603918409893156,0.16386626996555,0.467,55107
26029,2019,0.0398977378370003,0.594427814874511,0.152253510200915,0.492,55760
26031,2019,0.0743823374802874,0.523746157022897,0.223492822966507,0.542,48044
26033,2019,0.0886194029850746,0.542372881355932,0.243053309418095,0.433,46486
26035,2019,0.100883348468587,0.478547724399494,0.306140263862712,0.519,39565
26037,2019,0.0346819363872775,0.635065821860162,0.126189033430888,0.399,70390
26039,2019,0.0647518694765466,0.502004948383244,0.231449126413155,0.508,47977
26041,2019,0.050529648118836,0.551893290326916,0.197334084824574,0.488,47434
26043,2019,0.0460481682496608,0.558968524838832,0.178076815250911,0.474,51645
26045,2019,0.0477079886866962,0.629952935903182,0.13979695148571,0.423,64348
26047,2019,0.0492476851851852,0.628500763803012,0.148532745206151,0.445,55829
26049,2019,0.0932347267557069,0.582816128221938,0.247494931799515,0.414,48588
26051,2019,0.0588358898928346,0.450385652770549,0.24851667735728,0.533,44619
26053,2019,0.0535798956851588,0.484939066452058,0.238588371420307,0.505,38839
26055,2019,0.0438294841794689,0.649808277138702,0.144173729987258,0.429,63575
26057,2019,0.0572844628861226,0.513555108322481,0.223315708681562,0.413,47848
26059,2019,0.0430372267086862,0.549369691067467,0.228103981094347,0.441,49622
26061,2019,0.0535603715170279,0.544339209275675,0.272826736816932,0.411,43183
26063,2019,0.0463744254647733,0.559771130140932,0.195701430698518,0.501,48289
26065,2019,0.066455346761674,0.642407677863551,0.250983971586831,0.338,52872
26067,2019,0.0447319048089266,0.592106801793023,0.182576874037522,0.387,57043
26069,2019,0.0720373376623377,0.456973293768546,0.223366783540886,0.557,43678
26071,2019,0.0542685542685543,0.486588038826845,0.20842318680306,0.565,41599
26073,2019,0.0709009528516901,0.60859320164444,0.321610934678374,0.333,45116
26075,2019,0.0579460228827941,0.568556199665409,0.189569109187678,0.416,53658
26077,2019,0.0550777081227781,0.668050066809256,0.200993731244796,0.36,56511
26079,2019,0.0734406438631791,0.554764894656063,0.231326407622109,0.471,46898
26081,2019,0.044218258430965,0.692489836476698,0.168336955072134,0.347,63053
26083,2019,0.07847533632287,0.48034464189553,0.156612749762131,0.586,50292
26085,2019,0.0891809434405069,0.420258408127034,0.316284323948558,0.597,37320
26087,2019,0.0561305075555765,0.589079142884917,0.152296770601336,0.439,62641
26089,2019,0.0452650964427644,0.553101377794457,0.0995661706395484,0.604,65249
26091,2019,0.0473318557667718,0.586469360462936,0.169691577062853,0.428,55450
26093,2019,0.0372389631350011,0.65868915581427,0.0748725356900068,0.419,84221
26095,2019,0.0637629097440503,0.410053397164426,0.228560591693533,0.505,45469
26097,2019,0.0974643423137876,0.540934419202743,0.222778872314476,0.505,47938
26099,2019,0.0536534903614697,0.638396681036612,0.15197712312106,0.41,62855
26101,2019,0.0614536143391767,0.48953813518465,0.167995848110025,0.566,50055
26103,2019,0.0567341049335339,0.58211809278719,0.19798857433841,0.426,53970
26105,2019,0.0440640119091924,0.566328036083126,0.207778556412053,0.504,51725
26107,2019,0.0682682682682683,0.55143101592471,0.2710337972167,0.444,45018
26109,2019,0.0449526813880126,0.588459753519311,0.194862288135593,0.469,46828
26111,2019,0.0521687285735579,0.595799476044581,0.150601058252664,0.397,62625
26113,2019,0.0639620965353864,0.565330208420524,0.205971557592505,0.456,47194
26115,2019,0.0478214953017953,0.606731235264641,0.146146841590503,0.42,62203
26117,2019,0.0378928884986831,0.561371342954026,0.205327882364577,0.422,49448
26119,2019,0.0803140096618357,0.411889068523815,0.232224052718287,0.581,41772
26121,2019,0.0652564702405871,0.589762767494717,0.219667381909759,0.414,50854
26123,2019,0.0500302790329343,0.554702842377261,0.227539361412189,0.447,50326
26125,2019,0.04371105012628,0.663212430154867,0.112234931025517,0.393,79698
26127,2019,0.0586203992251327,0.563475867305776,0.232835935108662,0.483,50104
26129,2019,0.0804542159942015,0.47165403680702,0.251579411332582,0.526,40373
26131,2019,0.0690443529949703,0.416650790626786,0.218056512749828,0.645,41546
26133,2019,0.0691666666666667,0.51309460181721,0.254110756589012,0.466,44032
26135,2019,0.102791878172589,0.4607513521415,0.218500367556971,0.557,42335
26137,2019,0.0575502042945319,0.575063740438934,0.189391420019953,0.444,54332
26139,2019,0.0351698289087837,0.685531325718242,0.117652971933149,0.378,69314
26141,2019,0.0723775530438231,0.461221876714834,0.198883928571429,0.589,47948
26143,2019,0.0941847206385405,0.42389675673063,0.240439860199471,0.614,42054
26145,2019,0.0690639718528344,0.571049844336746,0.23925248766281,0.431,48000
26147,2019,0.0635241445474896,0.600574646415758,0.177940148675265,0.434,56951
26149,2019,0.0443057298911015,0.619108628076956,0.211422554279697,0.412,52086
26151,2019,0.0598641604801769,0.566127157292319,0.221369391518132,0.462,47672
26153,2019,0.0791499846011703,0.474499488528423,0.248095838587642,0.546,45500
26155,2019,0.0461874420413414,0.599182663870517,0.156861288933117,0.426,56032
26157,2019,0.0536782605107893,0.559255157136924,0.214565632044391,0.449,49988
26159,2019,0.0567612235498117,0.616980375112835,0.218468976631749,0.439,54485
26161,2019,0.0419579006908812,0.646303489245031,0.175033012911076,0.333,72586
26163,2019,0.0919786644033569,0.591263832769496,0.287430524954567,0.395,47301
26165,2019,0.0619818133190693,0.569275274056029,0.219864848411056,0.458,47193
26001,2020,0.0606223175965665,0.403244997295836,0.216204649353176,0.652,43341
26003,2020,0.0470289164283445,0.398606713109563,0.173320109099926,0.584,45184
26005,2020,0.033946744737209,0.621732017292003,0.133707146806746,0.405,65071
26007,2020,0.0745033112582782,0.559023979806479,0.221840772794197,0.475,42603
26009,2020,0.0424231196739533,0.548354327509143,0.150932243904559,0.563,57256
26011,2020,0.0675613142063859,0.513098535813217,0.202266594711279,0.549,45679
26013,2020,0.0411220911699076,0.442953967805705,0.210483417650365,0.5,46581
26015,2020,0.0531087228852113,0.617586578984873,0.110088113050707,0.438,65557
26017,2020,0.0592346356409075,0.585139790490028,0.205865354576695,0.442,48290
26019,2020,0.0487833687691944,0.569028095174083,0.145893276781109,0.564,64257
26021,2020,0.0616646695547977,0.612423792780878,0.220728202064456,0.445,52500
26023,2020,0.0516268089910705,0.564549774017847,0.213567900333358,0.424,52782
26025,2020,0.0637759485168929,0.598489310186873,0.217007999877043,0.417,50219
26027,2020,0.0579407594138963,0.598985490149817,0.159273082559844,0.473,57514
26029,2020,0.0481835564053537,0.599688116314269,0.134156729131175,0.5,60433
26031,2020,0.0735961555575332,0.514632470803755,0.207402084081926,0.562,49624
26033,2020,0.0896551724137931,0.56249801265541,0.226821796759941,0.448,50454
26035,2020,0.100342354091947,0.484518167456556,0.296044936395176,0.524,41163
26037,2020,0.034183182367895,0.637560975609756,0.119346202620826,0.398,72490
26039,2020,0.0736134453781513,0.509810641761631,0.241303074670571,0.541,49987
26041,2020,0.0510925654583678,0.527081024814479,0.190502635008783,0.51,47008
26043,2020,0.0381609577652145,0.572271386430678,0.161800818553888,0.485,51704
26045,2020,0.0459662784756602,0.633845913319263,0.120448438802928,0.423,67440
26047,2020,0.0396691326382012,0.621384877112969,0.14324299550857,0.468,55947
26049,2020,0.0893164007427073,0.576726703691203,0.23983642767596,0.419,50269
26051,2020,0.0621669626998224,0.452615151801759,0.233076215978578,0.543,45957
26053,2020,0.044806517311609,0.502558853633572,0.234143138542351,0.5,38625
26055,2020,0.037894779572948,0.647079683210969,0.142273411656098,0.446,66457
26057,2020,0.0480515001724336,0.516046746158866,0.220510019262283,0.425,49795
26059,2020,0.040636823743305,0.551338318162115,0.213541524614755,0.454,51535
26061,2020,0.0585944743185611,0.550324840980986,0.254894735252364,0.41,44839
26063,2020,0.0505064520604967,0.558314289034357,0.191783142736129,0.511,49541
26065,2020,0.0674652524953122,0.645306288774679,0.238802105301766,0.349,55253
26067,2020,0.0509478672985782,0.603334685755134,0.162361209641496,0.4,60139
26069,2020,0.0741403299542835,0.46645959853507,0.221444958744214,0.577,42628
