county,year,month,cases,recipients,adult recipients,child recipients,payments,average per case,average per person,avg. recipients per case,ln_cases,ln_recipients,ln_payments,adult_share,child_share
Alcona,2015,8,754.0,1395.0,965.0,430.0,152845.0,202.71220159151193,109.5663082437276,1.8501326259946949,6.625392368007956,7.240649694255466,11.937179614974974,0.6917562724014337,0.30824372759856633
Alcona,2015,9,746.0,1372.0,958.0,414.0,147749.0,198.05495978552278,107.68877551020408,1.839142091152815,6.61472560020376,7.22402480828583,11.90327016705593,0.6982507288629738,0.30174927113702626
Alcona,2015,10,744.0,1346.0,946.0,400.0,147823.0,198.68682795698925,109.82392273402675,1.8091397849462365,6.612041034833092,7.204892510204673,11.903770891086259,0.7028231797919762,0.2971768202080238
Alcona,2015,11,751.0,1341.0,949.0,392.0,145175.0,193.30892143808256,108.25876211782251,1.785619174434088,6.621405651764134,7.201170883281678,11.88569519024025,0.7076808351976137,0.2923191648023863
Alcona,2015,12,749.0,1343.0,944.0,399.0,145010.0,193.60480640854473,107.9746835443038,1.7930574098798397,6.618738983517219,7.202661196523238,11.88455798454194,0.702903946388682,0.29709605361131797
Alcona,2016,1,749.0,1331.0,939.0,392.0,146938.0,196.1789052069426,110.39669421487604,1.7770360480640854,6.618738983517219,7.193685818395112,11.897766008083952,0.7054845980465815,0.29451540195341847
Alcona,2016,2,757.0,1337.0,947.0,390.0,151192.0,199.72523117569352,113.08302169035153,1.7661822985468956,6.6293632534374485,7.198183577101943,11.926305831274874,0.7083021690351533,0.2916978309648467
Alcona,2016,3,742.0,1318.0,931.0,387.0,150897.0,203.36522911051213,114.48937784522003,1.7762803234501348,6.60934924316738,7.183870715062453,11.924352763842611,0.7063732928679818,0.2936267071320182
Alcona,2016,4,735.0,1314.0,929.0,385.0,146292.0,199.03673469387755,111.33333333333333,1.7877551020408162,6.5998704992128365,7.1808311990445555,11.893359903353147,0.7070015220700152,0.2929984779299848
Alcona,2016,5,738.0,1320.0,922.0,398.0,146388.0,198.35772357723576,110.9,1.7886178861788617,6.6039438246004725,7.1853870155804165,11.894015909936737,0.6984848484848485,0.3015151515151515
Alcona,2016,6,720.0,1293.0,902.0,391.0,148348.0,206.0388888888889,114.73163186388244,1.7958333333333334,6.579251212010101,7.164720378771857,11.907316143996812,0.6976024748646559,0.3023975251353442
