county,year,month,cases,recipients,adult recipients,child recipients,payments,average per case,average per person,avg. recipients per case,ln_cases,ln_recipients,ln_payments,adult_share,child_share
Crawford,2025,2,1263.0,2256.0,1527.0,729.0,371760.0,294.34679334916865,164.7872340425532,1.7862232779097387,7.141245122350491,7.721348612617949,12.82600376375886,0.6768617021276596,0.32313829787234044
Crawford,2025,3,1270.0,2238.0,1537.0,701.0,361712.0,284.8125984251968,161.62287756925826,1.7622047244094488,7.146772179452637,7.71333788887187,12.798603594055601,0.6867739052725648,0.31322609472743523
Crawford,2025,4,1252.0,2229.0,1515.0,714.0,378152.0,302.038338658147,169.6509645580978,1.7803514376996805,7.132497551660044,7.709308333385869,12.843051510176707,0.6796769851951547,0.3203230148048452
Crawford,2025,5,1237.0,2201.0,1491.0,710.0,360220.0,291.20452708164913,163.66197183098592,1.7793047696038804,7.1204443723924875,7.696667081526462,12.79447023489105,0.6774193548387096,0.3225806451612903
Crawford,2025,6,1248.0,2209.0,1500.0,709.0,361721.0,289.84054487179486,163.74875509280218,1.7700320512820513,7.129297548929373,7.700295203420117,12.798628475419875,0.679040289723857,0.32095971027614306
Crawford,2025,7,1232.0,2181.0,1484.0,697.0,361231.0,293.2069805194805,165.62631820265932,1.7702922077922079,7.116394144093465,7.687538766201629,12.797272921869896,0.6804218248509858,0.3195781751490142
Crawford,2025,8,1210.0,2121.0,1456.0,665.0,359754.0,297.3173553719008,169.61527581329563,1.752892561983471,7.098375638590786,7.659642954564682,12.793175743520322,0.6864686468646864,0.31353135313531355
Crawford,2025,9,1201.0,2090.0,1444.0,646.0,351922.0,293.0241465445462,168.38373205741627,1.7402164862614489,7.0909098220799835,7.644919344958857,12.771164839116251,0.6909090909090909,0.3090909090909091
Crawford,2025,10,1191.0,2065.0,1422.0,643.0,354659.0,297.7825356842989,171.74769975786924,1.7338371116708649,7.0825485693553,7.632885505395133,12.778912043440624,0.6886198547215496,0.31138014527845037
Crawford,2025,11,1183.0,2075.0,1418.0,657.0,351775.0,297.35841081994926,169.53012048192772,1.754015215553677,7.075808863978387,7.637716432664798,12.770747045656456,0.6833734939759036,0.31662650602409637
Crawford,2025,12,1195.0,2092.0,1433.0,659.0,345275.0,288.93305439330544,165.04541108986615,1.7506276150627615,7.085901464365611,7.645875825184813,12.752096479946129,0.6849904397705545,0.3150095602294455
Delta,2014,10,3027.0,5600.0,3628.0,1972.0,657291.0,217.14271555996035,117.37339285714286,1.850016518004625,8.01532730902172,8.630521876723241,13.395882121780016,0.6478571428571429,0.35214285714285715
Delta,2014,11,3033.0,5602.0,3624.0,1978.0,642097.0,211.70359380151666,114.61924312745448,1.8470161556214968,8.017307507688582,8.630878955820053,13.372494661601781,0.64691181720814,0.35308818279186005
Delta,2014,12,2995.0,5523.0,3588.0,1935.0,628196.0,209.74824707846412,113.74180698895528,1.8440734557595992,8.00469951054955,8.616676469901188,13.350607498667493,0.6496469310157523,0.3503530689842477
Delta,2015,1,3015.0,5545.0,3605.0,1940.0,618083.0,205.00265339966833,111.46672678088368,1.8391376451077943,8.011355109161286,8.620651899784468,13.334378031628946,0.6501352569882777,0.34986474301172227
Delta,2015,2,3007.0,5485.0,3586.0,1899.0,623375.0,207.30794812105088,113.65086599817684,1.8240771533089457,8.008698182988528,8.609772372709331,13.342903542848424,0.6537830446672744,0.3462169553327256
Delta,2015,3,3024.0,5509.0,3599.0,1910.0,627351.0,207.45734126984127,113.87747322563078,1.8217592592592593,8.014335737299424,8.614138397472717,13.349261471593111,0.6532946088219278,0.34670539117807225
Delta,2015,4,3024.0,5533.0,3602.0,1931.0,633594.0,209.5218253968254,114.51183806253388,1.8296957671957672,8.014335737299424,8.618485442898109,13.359163649740546,0.6510030724742454,0.34899692752575456
Delta,2015,5,3017.0,5556.0,3597.0,1959.0,634864.0,210.42890288365928,114.26637868970482,1.841564468014584,8.012018239159062,8.622633703874234,13.361166081708122,0.6474082073434125,0.35259179265658747
Delta,2015,6,2998.0,5519.0,3575.0,1944.0,628415.0,209.61140760507004,113.8639246240261,1.8408939292861908,8.005700678662542,8.615951963439501,13.350956055225119,0.6477622757745969,0.35223772422540317
Delta,2015,7,2972.0,5456.0,3528.0,1928.0,614841.0,206.8778600269179,112.6907991202346,1.835800807537012,7.99699040583765,8.604471199523298,13.329118976776945,0.6466275659824047,0.3533724340175953
Delta,2015,8,2943.0,5396.0,3484.0,1912.0,610468.0,207.43051308188922,113.13343217197924,1.8335032279986407,7.987184748233473,8.593413217327646,13.32198115510671,0.6456634544106745,0.3543365455893254
Delta,2015,9,2905.0,5321.0,3432.0,1889.0,597325.0,205.61962134251291,112.25803420409697,1.8316695352839931,7.974188669286011,8.579416534596369,13.300216632858731,0.6449915429430558,0.35500845705694417
Delta,2015,10,2921.0,5375.0,3450.0,1925.0,595766.0,203.95960287572748,110.84018604651163,1.8401232454638823,7.979681302387741,8.589513852995864,13.297603251503412,0.641860465116279,0.3581395348837209
Delta,2015,11,2895.0,5350.0,3413.0,1937.0,598416.0,206.70673575129533,111.85345794392524,1.848013816925734,7.970740390007095,8.584851839890053,13.302041443252866,0.6379439252336448,0.36205607476635515
Delta,2015,12,2869.0,5315.0,3381.0,1934.0,592127.0,206.3879400487975,111.40677328316086,1.852561868246776,7.9617188159813645,8.57828829077605,13.291476417885537,0.6361241768579492,0.3638758231420508
Delta,2016,1,2877.0,5346.0,3414.0,1932.0,591673.0,205.65623913799095,110.67583239805462,1.8581856100104275,7.964503363551548,8.584103896698863,13.290709396391605,0.6386083052749719,0.3613916947250281
Delta,2016,2,2858.0,5320.0,3402.0,1918.0,594160.0,207.89363191042688,111.6842105263158,1.861441567529741,7.957877358489813,8.57922858233569,13.294903922343178,0.6394736842105263,0.3605263157894737
Delta,2016,3,2838.0,5268.0,3392.0,1876.0,588247.0,207.2751937984496,111.66419893697798,1.8562367864693445,7.950854857719988,8.569406062863171,13.284902206704102,0.6438876233864844,0.3561123766135156
Delta,2016,4,2832.0,5253.0,3371.0,1882.0,587573.0,207.4763418079096,111.85474966685703,1.8548728813559323,7.94873845481361,8.566554620953962,13.283755772600546,0.641728536074624,0.35827146392537595
Delta,2016,5,2814.0,5182.0,3334.0,1848.0,579060.0,205.77825159914713,111.74450019297568,1.8415067519545132,7.942362237674335,8.552946361122055,13.269161378129237,0.6433809340023157,0.3566190659976843
Delta,2016,6,2797.0,5189.0,3333.0,1856.0,573446.0,205.02180908115838,110.51185199460397,1.8552020021451556,7.936302693201959,8.55429627936774,13.259419052443553,0.6423202929273463,0.3576797070726537
Delta,2016,7,2771.0,5103.0,3285.0,1818.0,554128.0,199.97401660050522,108.58867332941406,1.8415734391916276,7.9269635448629785,8.537583881063972,13.225150985973597,0.6437389770723104,0.3562610229276896
Delta,2016,8,2761.0,5107.0,3272.0,1835.0,559322.0,202.5795001810938,109.52065792050128,1.8496921405287938,7.923348211930154,8.538367426647644,13.234480614918972,0.6406892500489524,0.35931074995104756
Delta,2016,9,2747.0,5073.0,3250.0,1823.0,551030.0,200.59337459046233,108.62014587029371,1.8467419002548235,7.918264686095274,8.53168763756669,13.219544533113877,0.6406465602207767,0.35935343977922335
Delta,2016,10,2734.0,5022.0,3228.0,1794.0,544804.0,199.2699341623994,108.48347272003186,1.836869056327725,7.913521017283895,8.52158353971753,13.208181375934393,0.6427718040621266,0.35722819593787336
Delta,2016,11,2709.0,5009.0,3221.0,1788.0,534982.0,197.48320413436693,106.80415252545419,1.8490217792543373,7.904334842085095,8.518991573357617,13.189988380452329,0.643042523457776,0.356957476542224
Delta,2016,12,2701.0,5004.0,3217.0,1787.0,532041.0,196.97926693817104,106.32314148681056,1.8526471677156608,7.901377353792616,8.517992871586802,13.184475833023393,0.6428856914468425,0.35711430855315746
Delta,2017,1,2698.0,4919.0,3185.0,1734.0,524704.0,194.4788732394366,106.66883512909128,1.823202372127502,7.900266036767701,8.50086053679534,13.170589573049595,0.6474893270990039,0.35251067290099614
Delta,2017,2,2708.0,4940.0,3204.0,1736.0,533357.0,196.95605612998523,107.967004048583,1.8242245199409157,7.903965634032166,8.505120610181969,13.186946272557359,0.648582995951417,0.351417004048583
Delta,2017,3,2712.0,4899.0,3193.0,1706.0,535305.0,197.38384955752213,109.26821800367422,1.8064159292035398,7.905441649060286,8.496786381638575,13.190591956894547,0.6517656664625434,0.34823433353745664
Delta,2017,4,2695.0,4877.0,3185.0,1692.0,531984.0,197.39666048237476,109.08017223703096,1.8096474953617812,7.899153483343097,8.492285555710053,13.184368692683544,0.6530654090629485,0.3469345909370515
Delta,2017,5,2678.0,4851.0,3171.0,1680.0,530005.0,197.91075429424944,109.25685425685425,1.81142643764003,7.8928255262511176,8.486940148245216,13.180641719446069,0.6536796536796536,0.3463203463203463
Delta,2017,6,2655.0,4791.0,3133.0,1658.0,519979.0,195.84896421845573,108.53245668962639,1.8045197740112995,7.884199933676039,8.474494436883122,13.161543705126745,0.6539344604466708,0.34606553955332914
Delta,2017,7,2615.0,4694.0,3072.0,1622.0,508034.0,194.2768642447419,108.23050703025139,1.7950286806883364,7.869019376499023,8.454040376410969,13.138303653454823,0.6544524925436728,0.34554750745632723
Delta,2017,8,2631.0,4729.0,3089.0,1640.0,535989.0,203.72063854047892,113.34087544935504,1.797415431394907,7.875119281040293,8.461469042643875,13.191868917454292,0.6532036371325862,0.34679636286741383
Delta,2017,9,2599.0,4660.0,3065.0,1595.0,533149.0,205.1362062331666,114.40965665236051,1.7929973066564062,7.8628820346414905,8.446770727119691,13.186556213799813,0.657725321888412,0.34227467811158796
Delta,2017,10,2588.0,4664.0,3048.0,1616.0,535634.0,206.96831530139104,114.84433962264151,1.8021638330757341,7.858640655620791,8.447628728030327,13.191206370993482,0.6535162950257289,0.346483704974271
Delta,2017,11,2585.0,4640.0,3039.0,1601.0,529252.0,204.73965183752418,114.06293103448276,1.7949709864603483,7.85748078694253,8.442469645220301,13.179219967922423,0.6549568965517242,0.3450431034482759
Delta,2017,12,2576.0,4623.0,3031.0,1592.0,529837.0,205.6820652173913,114.60891196192948,1.7946428571428572,7.853993087224244,8.438799123988225,13.180324691056164,0.6556348691325978,0.3443651308674021
Delta,2018,1,2561.0,4611.0,3030.0,1581.0,516103.0,201.52401405700897,111.92864888310562,1.800468566966029,7.848153086199526,8.436200032206706,13.154061636946896,0.657124268054652,0.3428757319453481
Delta,2018,2,2542.0,4590.0,3019.0,1571.0,513551.0,202.02635719905587,111.8847494553377,1.8056648308418568,7.8407064517494,8.431635303054591,13.14910462182212,0.6577342047930284,0.3422657952069717
Delta,2018,3,2563.0,4657.0,3058.0,1599.0,517403.0,201.87397580959814,111.10221172428602,1.8170113148653921,7.848933726364071,8.446126742982377,13.156577346939136,0.6566459093837235,0.3433540906162766
Delta,2018,4,2562.0,4638.0,3057.0,1581.0,515516.0,201.21623731459798,111.15049590340664,1.810304449648712,7.848543482456679,8.442038517815478,13.15292361978484,0.6591203104786546,0.3408796895213454
Delta,2018,5,2560.0,4566.0,3047.0,1519.0,504732.0,197.1609375,110.54139290407359,1.78359375,7.847762537473608,8.42639282708974,13.131782874320782,0.667323696890057,0.33267630310994306
Delta,2018,6,2541.0,4519.0,3007.0,1512.0,498555.0,196.2042502951594,110.32418676698384,1.7784336875245965,7.840312983320164,8.41604600941128,13.119469193290993,0.6654127019252047,0.3345872980747953
Delta,2018,7,2515.0,4429.0,2959.0,1470.0,492468.0,195.81232604373758,111.19169112666516,1.7610337972166998,7.83002808253384,8.395929103923198,13.10718476286405,0.6680966358094378,0.3319033641905622
Delta,2018,8,2486.0,4353.0,2910.0,1443.0,491158.0,197.56958970233308,112.83206983689409,1.751005631536605,7.818430272070656,8.378620541552298,13.104521147273324,0.6685044796691937,0.3314955203308063
Delta,2018,9,2457.0,4286.0,2872.0,1414.0,476282.0,193.84696784696786,111.1250583294447,1.7444037444037443,7.806696372521179,8.363109176033522,13.073765394766843,0.6700886607559496,0.3299113392440504
Delta,2018,10,2417.0,4231.0,2824.0,1407.0,465887.0,192.7542407943732,110.11273930512881,1.7505171700455109,7.790282380703483,8.350193650720067,13.051698394432119,0.6674545024816828,0.3325454975183172
Delta,2018,11,2397.0,4209.0,2809.0,1400.0,459318.0,191.622027534418,109.12758374910905,1.755944931163955,7.781973234434385,8.344980368770571,13.037498059617823,0.6673794250415775,0.33262057495842245
Delta,2018,12,2351.0,4125.0,2744.0,1381.0,454034.0,193.1237771161208,110.06884848484849,1.754572522330923,7.762596048540069,8.324821298768782,13.02592736408722,0.6652121212121213,0.3347878787878788
Delta,2019,1,2364.0,4138.0,2768.0,1370.0,444841.0,188.17301184433165,107.50144997583374,1.7504230118443316,7.768110378525988,8.327967858305488,13.005472193929533,0.6689221846302562,0.33107781536974384
Delta,2019,2,2331.0,4091.0,2729.0,1362.0,438634.0,188.17417417417417,107.21926179418236,1.755040755040755,7.754052639035757,8.316544717929398,12.991420631341297,0.6670740650207773,0.3329259349792227
Delta,2019,3,2297.0,4025.0,2684.0,1341.0,428756.0,186.65912059207662,106.5232298136646,1.7522855898998695,7.739359202689098,8.300280189852664,12.968643271533466,0.666832298136646,0.33316770186335404
Delta,2019,4,2274.0,3985.0,2651.0,1334.0,429283.0,188.7788038698329,107.72471769134253,1.7524186455584871,7.729295674310482,8.290292591224315,12.969871654080801,0.6652446675031367,0.33475533249686323
Delta,2019,5,2231.0,3899.0,2597.0,1302.0,417332.0,187.0605109816226,107.03565016670942,1.7476467951591215,7.7102051944325325,8.268475388982598,12.941637347080789,0.6660682226211849,0.3339317773788151
Delta,2019,6,2198.0,3783.0,2537.0,1246.0,407573.0,185.4290263876251,107.7380385937087,1.7211101000909919,7.6953031349635665,8.23827262463303,12.917975336723497,0.6706317737245572,0.32936822627544277
Delta,2019,7,2173.0,3756.0,2518.0,1238.0,407429.0,187.49608835710998,108.47417465388712,1.7284859641049242,7.6838639802564295,8.231109840328154,12.917621963353865,0.6703940362087327,0.32960596379126733
Delta,2019,8,2124.0,3620.0,2442.0,1178.0,392031.0,184.57203389830508,108.29585635359116,1.704331450094162,7.66105638236183,8.194229304819817,12.879096197278464,0.674585635359116,0.32541436464088397
Delta,2019,9,2105.0,3591.0,2415.0,1176.0,384969.0,182.883135391924,107.20384294068505,1.7059382422802851,7.652070746116482,8.186185994226083,12.860918090547534,0.672514619883041,0.32748538011695905
Delta,2019,10,2095.0,3605.0,2412.0,1193.0,380032.0,181.39952267303102,105.41803051317615,1.720763723150358,7.647308832356238,8.190077049719049,12.848010738683376,0.6690707350901526,0.3309292649098474
Delta,2019,11,2098.0,3609.0,2422.0,1187.0,371791.0,177.21210676835082,103.01773344416736,1.7202097235462346,7.6487397889562425,8.19118600464279,12.82608714741383,0.6711000277085065,0.3288999722914935
Delta,2019,12,2115.0,3655.0,2434.0,1221.0,382028.0,180.62789598108748,104.522024623803,1.7281323877068557,7.656810091480378,8.203851372183879,12.853249183331833,0.6659370725034199,0.33406292749658
Delta,2020,1,2166.0,3799.0,2511.0,1288.0,390186.0,180.14127423822714,102.70755461963675,1.7539242843951985,7.680637427560936,8.242493153187626,12.874378827491089,0.660963411424059,0.33903658857594104
Delta,2020,2,2179.0,3836.0,2532.0,1304.0,399593.0,183.3836622303809,104.1691866527633,1.76044056906838,7.68662133494462,8.252185436003328,12.898201808085584,0.6600625651720542,0.33993743482794575
Delta,2020,3,2270.0,4005.0,2644.0,1361.0,672499.0,296.25506607929515,167.91485642946316,1.7643171806167401,7.727535110475448,8.29529885950246,13.418755903468178,0.6601747815230962,0.3398252184769039
Delta,2020,4,2599.0,4745.0,3096.0,1649.0,748934.0,288.1623701423624,157.83645943097997,1.825702193151212,7.8628820346414905,8.464846711044029,13.526406141126795,0.6524762908324552,0.34752370916754477
Delta,2020,5,2639.0,4792.0,3139.0,1653.0,834476.0,316.2091701402046,174.13939899833056,1.8158393330807123,7.878155336503324,8.474703139795285,13.634559261934088,0.6550500834724541,0.3449499165275459
Delta,2020,6,2455.0,4241.0,2866.0,1375.0,740294.0,301.54541751527495,174.55647253006367,1.7274949083503055,7.805882040228621,8.352554369474591,13.514802683575976,0.6757840132044329,0.32421598679556707
Delta,2020,7,2343.0,3908.0,2701.0,1207.0,694829.0,296.55527102005976,177.796571136131,1.6679470763977806,7.759187438507795,8.270781013162674,13.451421051107877,0.6911463664278403,0.30885363357215967
Delta,2020,8,2321.0,3876.0,2669.0,1207.0,670452.0,288.8634209392503,172.9752321981424,1.6699698405859544,7.749753406274437,8.262558973010657,13.415707390774411,0.6885964912280702,0.31140350877192985
Delta,2020,9,2323.0,3891.0,2673.0,1218.0,672841.0,289.6431338786052,172.9223849910049,1.6749892380542402,7.750614732770409,8.266421472984554,13.419264325142056,0.686969930609098,0.31303006939090205
Delta,2020,10,2277.0,3855.0,2634.0,1221.0,698674.0,306.8397013614405,181.2383916990921,1.6930171277997366,7.7306140660637395,8.25712628599743,13.456939531883082,0.6832684824902724,0.3167315175097276
Delta,2020,11,2279.0,3909.0,2642.0,1267.0,708328.0,310.8064940763493,181.20440010232795,1.7152259763053972,7.731492029245684,8.271036865792954,13.470662542232434,0.6758761831670504,0.3241238168329496
Delta,2020,12,2301.0,3980.0,2678.0,1302.0,715351.0,310.88700564971754,179.73643216080401,1.7296827466318991,7.741099090035366,8.289037098278483,13.480528610310607,0.6728643216080402,0.3271356783919598
Delta,2021,1,2304.0,3998.0,2701.0,1297.0,828253.0,359.48480902777777,207.16683341670836,1.7352430555555556,7.742402021815782,8.293549515060345,13.62707394225036,0.6755877938969485,0.32441220610305155
Delta,2021,2,2325.0,4028.0,2735.0,1293.0,834314.0,358.8447311827957,207.12859980139027,1.7324731182795698,7.751475318021456,8.301025253838453,13.634365109283955,0.6789970208540218,0.32100297914597814
Delta,2021,3,2309.0,3952.0,2710.0,1242.0,828328.0,358.7388479861412,209.59716599190284,1.711563447379818,7.744569809354496,8.281977058867758,13.627164490192238,0.6857287449392713,0.3142712550607287
Delta,2021,4,2232.0,3816.0,2624.0,1192.0,805236.0,360.76881720430106,211.01572327044025,1.7096774193548387,7.710653323501202,8.246958032568177,13.598890681137311,0.6876310272536688,0.31236897274633124
Delta,2021,5,2216.0,3794.0,2594.0,1200.0,860658.0,388.3835740072202,226.847127042699,1.7120938628158844,7.703459047867175,8.24117615049496,13.665452491956515,0.6837111228255139,0.316288877174486
Delta,2021,6,2199.0,3747.0,2579.0,1168.0,743008.0,337.88449295134154,198.29410194822523,1.703956343792633,7.695757990554761,8.228710798793687,13.518462090802092,0.6882839605017347,0.31171603949826526
Delta,2021,7,2197.0,3755.0,2563.0,1192.0,861046.0,391.9189804278562,229.30652463382157,1.709148839326354,7.69484807238461,8.230843564198235,13.665903208231285,0.6825565912117177,0.3174434087882823
Delta,2021,8,2193.0,3758.0,2557.0,1201.0,854246.0,389.5330597355221,227.31399680681213,1.7136342909256725,7.693025748417888,8.231642179973411,13.657974487496572,0.6804151144225652,0.3195848855774348
Delta,2021,9,2190.0,3796.0,2560.0,1236.0,866541.0,395.6808219178082,228.27739726027397,1.7333333333333334,7.691656822810547,8.241703159729818,13.672264703810084,0.6743940990516333,0.3256059009483667
Delta,2021,10,2209.0,3817.0,2583.0,1234.0,937740.0,424.5088275237664,245.67461357086717,1.7279311905839747,7.700295203420117,8.247220052745229,13.751228004064295,0.6767094576892848,0.32329054231071525
Delta,2021,11,2221.0,3853.0,2598.0,1255.0,934829.0,420.9045475011256,242.6236698676356,1.734804142278253,7.7057128238944275,8.256607344626158,13.748118903844295,0.6742797819880613,0.32572021801193873
Delta,2021,12,2275.0,3989.0,2680.0,1309.0,966569.0,424.8654945054945,242.30859864627726,1.7534065934065934,7.729735331385051,8.291295851905407,13.781507966701508,0.6718475808473302,0.32815241915266985
Delta,2022,1,2297.0,4096.0,2720.0,1376.0,970116.0,422.34044405746624,236.8447265625,1.783195472355246,7.739359202689098,8.317766166719343,13.785170930958401,0.6640625,0.3359375
Delta,2022,2,2300.0,4146.0,2735.0,1411.0,997514.0,433.70173913043476,240.5967197298601,1.8026086956521739,7.7406644019172415,8.329899292995725,13.813021462735383,0.6596719729860107,0.3403280270139894
Delta,2022,3,2309.0,4134.0,2738.0,1396.0,996617.0,431.62278042442614,241.07813255926465,1.790385448245994,7.744569809354496,8.327000740241713,13.812121822681146,0.6623125302370585,0.33768746976294145
Delta,2022,4,2343.0,4202.0,2776.0,1426.0,998064.0,425.97695262483995,237.52118039029034,1.7934272300469483,7.759187438507795,8.343315881404946,13.813572681493985,0.6606377915278439,0.3393622084721561
Delta,2022,5,2440.0,4353.0,2890.0,1463.0,994026.0,407.3877049180328,228.35423845623708,1.784016393442623,7.799753318287247,8.378620541552298,13.809518642238274,0.6639099471628762,0.33609005283712384
Delta,2022,6,2332.0,4168.0,2761.0,1407.0,978439.0,419.5707547169811,234.75023992322457,1.7873070325900515,7.754481547470383,8.335191583433202,13.793713723558218,0.6624280230326296,0.33757197696737046
Delta,2022,7,2340.0,4189.0,2773.0,1416.0,994909.0,425.17478632478634,237.5051324898544,1.7901709401709403,7.757906208351747,8.340217320947035,13.810406554671825,0.6619718309859155,0.3380281690140845
Delta,2022,8,2355.0,4213.0,2784.0,1429.0,992876.0,421.60339702760086,235.66959411345834,1.78895966029724,7.764296006450518,8.345930261979017,13.808361061111055,0.6608117730833135,0.33918822691668643
Delta,2022,9,2342.0,4145.0,2759.0,1386.0,983433.0,419.91161400512385,237.25765983112183,1.7698548249359523,7.758760544157663,8.329658067569396,13.798804790443931,0.66562123039807,0.33437876960193
Delta,2022,10,2369.0,4192.0,2779.0,1413.0,1146559.0,483.98438159561,273.51121183206106,1.7695230054875475,7.7702232041587855,8.340933226000878,13.95227584092419,0.6629293893129771,0.3370706106870229
Delta,2022,11,2376.0,4211.0,2780.0,1431.0,1116703.0,469.9928451178451,265.18712894799336,1.7723063973063973,7.773173680482536,8.345455428161928,13.925891151917245,0.660175730230349,0.3398242697696509
Delta,2022,12,2379.0,4252.0,2800.0,1452.0,1139429.0,478.95292139554437,267.97483537158985,1.7873055905842792,7.774435510302958,8.355144739461839,13.946037817696812,0.658513640639699,0.34148635936030103
Delta,2023,1,2431.0,4341.0,2864.0,1477.0,1153224.0,474.38255861785274,265.658604008293,1.7856849033319622,7.796057974316123,8.375860015299594,13.958072056184351,0.6597558166321125,0.3402441833678876
Delta,2023,2,2455.0,4376.0,2881.0,1495.0,1164090.0,474.17107942973524,266.0169104204753,1.7824847250509166,7.805882040228621,8.383890344101816,13.967450223872143,0.658363802559415,0.341636197440585
Delta,2023,3,2503.0,4490.0,2947.0,1543.0,670883.0,268.03156212544945,149.41714922049,1.7938473831402317,7.8252452914317745,8.4096079807363,13.416350034133202,0.656347438752784,0.34365256124721605
Delta,2023,4,2492.0,4457.0,2933.0,1524.0,669450.0,268.63964686998395,150.20192954902402,1.7885232744783306,7.820840879907344,8.402231172946555,13.414211758725525,0.6580659636526812,0.34193403634731884
Delta,2023,5,2491.0,4434.0,2927.0,1507.0,661689.0,265.63187474909677,149.23071718538566,1.7800080289040545,7.820439515262181,8.397057390176256,13.402550936014308,0.660126296797474,0.3398737032025259
Delta,2023,6,2457.0,4377.0,2887.0,1490.0,655864.0,266.93691493691495,149.84327164724698,1.7814407814407816,7.806696372521179,8.384118837190895,13.3937087293599,0.6595841900845328,0.3404158099154672
Delta,2023,7,2460.0,4371.0,2887.0,1484.0,671682.0,273.04146341463417,153.6678105696637,1.776829268292683,7.807916628926408,8.382747094863314,13.417540293218357,0.660489590482727,0.33951040951727296
Delta,2023,8,2446.0,4344.0,2872.0,1472.0,662852.0,270.994276369583,152.5902394106814,1.7759607522485692,7.802209316247118,8.37655086161377,13.404307016496336,0.6611418047882136,0.3388581952117864
Delta,2023,9,2460.0,4359.0,2892.0,1467.0,662172.0,269.1756097560976,151.9091534755678,1.7719512195121951,7.807916628926408,8.379997952238393,13.403280619903223,0.6634549208534067,0.33654507914659326
Delta,2023,10,2466.0,4343.0,2880.0,1463.0,703281.0,285.19099756690997,161.9343771586461,1.7611516626115167,7.81035268372429,8.376320632534823,13.46351180643282,0.6631360810499655,0.33686391895003454
Delta,2023,11,2433.0,4276.0,2838.0,1438.0,701464.0,288.3123715577476,164.0467726847521,1.757501027538019,7.796880342783522,8.360773272144936,13.460924858604814,0.6637043966323667,0.3362956033676333
Delta,2023,12,2434.0,4302.0,2849.0,1453.0,703593.0,289.06861133935905,163.55020920502093,1.7674609695973706,7.797291273547472,8.366835309827675,13.463955342961485,0.6622501162250116,0.3377498837749884
Delta,2024,1,2457.0,4373.0,2885.0,1488.0,704653.0,286.7940577940578,161.13720557969359,1.7798127798127799,7.806696372521179,8.38320455141292,13.465460762043362,0.659730162359936,0.340269837640064
Delta,2024,2,2470.0,4388.0,2907.0,1481.0,709646.0,287.3060728744939,161.7242479489517,1.7765182186234818,7.8119734296220225,8.38662882139512,13.472521533130104,0.6624886052871468,0.33751139471285324
Delta,2024,3,2478.0,4411.0,2919.0,1492.0,717563.0,289.5734463276836,162.67581047381546,1.7800645682001615,7.815207062189088,8.39185670010494,13.48361602763934,0.6617547041487191,0.3382452958512809
Delta,2024,4,2475.0,4363.0,2902.0,1461.0,708453.0,286.24363636363637,162.37749255099703,1.7628282828282829,7.813995675002791,8.38091517312361,13.470838998580062,0.6651386660554665,0.3348613339445336
Delta,2024,5,2482.0,4371.0,2907.0,1464.0,702326.0,282.96776792908946,160.67856325783575,1.7610797743755036,7.8168199657645525,8.382747094863314,13.462152962677848,0.6650652024708305,0.33493479752916955
Delta,2024,6,2506.0,4473.0,2949.0,1524.0,711119.0,283.76656025538705,158.9803264028616,1.7849162011173185,7.826443135456014,8.405814603432848,13.474595064682145,0.6592890677397719,0.340710932260228
Delta,2024,7,2492.0,4428.0,2928.0,1500.0,722449.0,289.9073033707865,163.15469738030714,1.7768860353130016,7.820840879907344,8.395703293828527,13.490402108241964,0.6612466124661247,0.33875338753387535
Delta,2024,8,2474.0,4393.0,2896.0,1497.0,699200.0,282.6192400970089,159.16230366492147,1.7756669361358124,7.813591552952433,8.38776764397578,13.457692103323463,0.6592305941270202,0.3407694058729797
Delta,2024,9,2456.0,4339.0,2860.0,1479.0,682979.0,278.08591205211724,157.40470154413458,1.7666938110749186,7.806289289267033,8.37539918579835,13.434219391374528,0.6591380502419912,0.34086194975800876
Delta,2024,10,2469.0,4368.0,2898.0,1470.0,691083.0,279.90400972053465,158.21497252747253,1.7691373025516404,7.81156848934518,8.38206051742474,13.446015211310725,0.6634615384615384,0.33653846153846156
Delta,2024,11,2455.0,4347.0,2892.0,1455.0,689702.0,280.9376782077393,158.66160570508396,1.7706720977596742,7.805882040228621,8.377241230988792,13.44401489922669,0.6652864044168392,0.33471359558316083
Delta,2024,12,2465.0,4362.0,2903.0,1459.0,700474.0,284.1679513184584,160.58551123337918,1.769574036511156,7.80994708647679,8.380685946761574,13.459512527724902,0.66552040348464,0.3344795965153599
Delta,2025,1,2509.0,4454.0,2966.0,1488.0,705069.0,281.0159426066162,158.30017961383027,1.7752092467118374,7.827639546366422,8.401557847817314,13.466050949345647,0.6659182757072295,0.33408172429277055
Delta,2025,2,2521.0,4492.0,2985.0,1507.0,717988.0,284.80285600952004,159.83704363312555,1.781832606108687,7.83241092718792,8.410053315858335,13.484208134798774,0.6645146927871772,0.33548530721282277
Delta,2025,3,2520.0,4512.0,2991.0,1521.0,711097.0,282.1813492063492,157.6012854609929,1.7904761904761906,7.832014180505469,8.414495793177895,13.474564127046792,0.6628989361702128,0.3371010638297872
Delta,2025,4,2485.0,4472.0,2955.0,1517.0,705094.0,283.7400402414487,157.66860465116278,1.7995975855130786,7.818027938530729,8.405591014834934,13.46608640623964,0.660778175313059,0.33922182468694095
