county,year,month,ok_avg_recip_per_case,ok_avg_per_person,ok_avg_per_case,computed_avg_recip_per_case,computed_avg_per_person,computed_avg_per_case,reported_avg_recip_per_case,reported_avg_per_person,reported_avg_per_case
Barry,2020,1,True,True,True,1.945945945945946,105.83045977011494,205.9403541472507,1.95,106.0,206.0
Barry,2020,2,True,True,True,1.9359628770301625,104.8794343240652,203.04269141531321,1.94,105.0,203.0
Barry,2020,3,True,True,True,1.962171784601691,162.53368110682695,318.9190031152648,1.96,163.0,319.0
Barry,2020,4,True,True,True,2.0373540856031127,156.53475935828877,318.91673151750973,2.04,157.0,319.0
Barry,2020,5,True,True,True,2.0172215843857635,169.48283058243217,341.88442403367776,2.02,169.0,342.0
Barry,2020,6,True,True,True,1.9194214876033058,172.34962325080733,330.8115702479339,1.92,172.0,331.0
Barry,2020,7,True,True,True,1.8755346449957229,171.66294184720638,321.95979469632164,1.88,172.0,322.0
Barry,2020,8,True,True,True,1.8756476683937824,169.11325966850828,317.1968911917098,1.88,169.0,317.0
Barry,2020,9,True,True,True,1.882201203783319,168.48675194152582,317.12596732588133,1.88,168.0,317.0
Barry,2020,10,True,True,True,1.9060008392782208,173.86922060766182,331.3948804028536,1.91,174.0,331.0
Barry,2020,11,True,True,True,1.9184177997527811,178.2671821305842,341.99093531108366,1.92,178.0,342.0
Barry,2020,12,True,True,True,1.9452054794520548,174.8949875724938,340.20668815471396,1.95,175.0,340.0
Barry,2021,1,True,True,True,1.9487281399046106,204.42586171731594,398.3704292527822,1.95,204.0,398.0
Barry,2021,2,True,True,True,1.9461812425801346,205.49755998373323,399.9354966363277,1.95,205.0,400.0
Barry,2021,3,True,True,True,1.944976076555024,204.3640836408364,397.48325358851673,1.94,204.0,397.0
Barry,2021,4,True,True,True,1.9607600165220984,204.73962502633242,401.44527054935975,1.96,205.0,401.0
Barry,2021,5,True,True,True,1.9474342928660826,222.34125964010283,432.9949937421777,1.95,222.0,433.0
Barry,2021,6,True,True,True,1.94548481065335,193.6096256684492,376.66458593424886,1.95,194.0,377.0
Barry,2021,7,True,True,True,1.9367194004995836,220.37231298366294,426.7993338884263,1.94,220.0,427.0
Barry,2021,8,True,True,True,1.9489838241393613,217.95616088529474,424.79303193695563,1.95,218.0,425.0
Barry,2021,9,True,True,True,1.9521472392638037,218.76513723025352,427.06175869120653,1.95,219.0,427.0
Barry,2021,10,True,True,True,1.9261063743402356,235.72744519392919,454.0361347949655,1.93,236.0,454.0
Barry,2021,11,True,True,True,1.934826069572171,233.60012399256044,451.9756097560976,1.93,234.0,452.0
Barry,2021,12,True,True,True,1.9467408585055643,237.6598611678236,462.6621621621622,1.95,238.0,463.0
Barry,2022,1,True,True,True,1.961493123772102,233.5292467948718,458.06601178781926,1.96,234.0,458.0
Barry,2022,2,True,True,True,1.9763106796116505,235.4395755551189,465.30174757281554,1.98,235.0,465.0
Barry,2022,3,True,True,True,1.9740511231603408,235.15244261330193,464.2029434546863,1.97,235.0,464.0
Barry,2022,4,True,True,True,1.9678653404743687,231.64035769828928,455.8370313695486,1.97,232.0,456.0
Barry,2022,5,True,True,True,1.9847922848664687,226.022051952906,448.606824925816,1.98,226.0,449.0
Barry,2022,6,True,True,True,1.9904067536454335,230.1482552535184,458.08864159631617,1.99,230.0,458.0
Barry,2022,7,True,True,True,1.990537471612415,231.63320022818027,461.07456472369415,1.99,232.0,461.0
Barry,2022,8,True,True,True,2.0003790750568613,231.152359295054,462.3923426838514,2.0,231.0,462.0
Barry,2022,9,True,True,True,1.981046247156937,233.21163413700728,462.0030326004549,1.98,233.0,462.0
Barry,2022,10,True,True,True,2.001499250374813,266.85898876404497,534.1180659670165,2.0,266.86,534.12
Barry,2022,11,True,True,True,2.0077319587628866,255.7588483403631,513.4952135493372,2.01,255.76,513.5
Barry,2022,12,True,True,True,1.995197635759143,263.41621921866323,525.5674178056889,2.0,263.42,525.57
Barry,2023,1,True,True,True,2.023440317345835,258.55658527891643,523.173818968626,2.02,258.56,523.17
Barry,2023,2,True,True,True,2.020706890396287,260.4468197879859,526.2866833273831,2.02,260.45,526.29
Barry,2023,3,True,True,True,2.009757860498735,149.4436252472577,300.34550054210337,2.01,149.44,300.35
Barry,2023,4,True,True,True,1.9913106444605357,149.71581818181818,298.1307023895728,1.99,149.72,298.13
Barry,2023,5,True,True,True,1.9886321965529887,151.15747741102712,300.5966263292996,1.99,151.16,300.6
Barry,2023,6,True,True,True,1.9848596750369276,148.90455813953488,295.5546528803545,1.98,148.9,295.55
Barry,2023,7,True,True,True,1.972367438386856,153.78890571753124,303.3282300224048,1.97,153.79,303.33
Barry,2023,8,True,True,True,1.9762787249814677,155.5442610652663,307.3988139362491,1.98,155.54,307.4
Barry,2023,9,True,True,True,1.9685511044552602,154.1386458729555,303.4298015724448,1.97,154.14,303.43
Barry,2023,10,True,True,True,1.9674766355140187,161.44898346950407,317.64710280373833,1.97,161.0,318.0
Barry,2023,11,True,True,True,1.961146737080347,161.05135603000576,315.8453413806111,1.96,161.0,316.0
Barry,2023,12,True,True,True,1.9526873580620743,162.5020352781547,317.31566994700984,1.95,163.0,317.0
Barry,2024,1,True,True,True,1.9617668893838158,158.517880794702,310.975129918337,1.96,159.0,311.0
Barry,2024,2,True,True,True,1.9525398591027068,160.03019369540448,312.46533185020394,1.95,160.0,312.0
Barry,2024,3,True,True,True,1.9529675251959686,159.48107798165137,311.461366181411,1.95,159.0,311.0
Barry,2024,4,True,True,True,1.9393596986817325,161.00796271120606,312.2523540489642,1.94,161.0,312.0
Barry,2024,5,True,True,True,1.9428680981595092,160.25912768896782,311.36234662576686,1.94,160.0,311.0
Barry,2024,6,True,True,True,1.9564053537284896,159.89386239249413,312.81720841300194,1.96,160.0,313.0
Barry,2024,7,True,True,True,1.9616564417177915,160.6653635652854,315.17024539877303,1.96,161.0,315.0
Barry,2024,8,True,True,True,1.9576981707317074,161.08039711894102,315.3467987804878,1.96,161.0,315.0
Barry,2024,9,True,True,True,1.9570459683496608,161.7820562187139,316.61492087415223,1.96,162.0,317.0
Barry,2024,10,True,True,True,1.963492660895747,162.65899942495687,319.37975159954834,1.96,163.0,319.0
Barry,2024,11,True,True,True,1.9696408737504627,161.8359022556391,318.7586079229915,1.97,162.0,319.0
Barry,2024,12,True,True,True,1.97031879809454,162.00743909243073,319.2063026749725,1.97,162.0,319.0
Barry,2025,1,True,True,True,1.9739130434782608,159.5726872246696,314.9826086956522,1.97,160.0,315.0
Barry,2025,2,True,True,True,1.9626972740315638,161.8812134502924,317.72381635581064,1.96,162.0,318.0
Barry,2025,3,True,True,True,1.9455587392550144,160.24797496318115,311.7718481375358,1.95,160.0,312.0
Barry,2025,4,True,True,True,1.9479432107753913,160.73631096991215,313.10520567892246,1.95,161.0,313.0
Barry,2025,5,True,True,True,1.932866101069716,158.76793893129772,306.87716709701215,1.93,159.0,307.0
Barry,2025,6,True,True,True,1.9187685459940653,162.90179779624975,312.5708456973294,1.92,163.0,313.0
Barry,2025,7,True,True,True,1.9132990448199854,164.13748079877112,314.04408523144747,1.91,164.0,314.0
Barry,2025,8,True,True,True,1.918908956874309,168.14329619669613,322.6516771102101,1.92,168.0,323.0
Barry,2025,9,True,True,True,1.9132186012449652,168.94354066985645,323.2259245697547,1.91,169.0,323.0
Barry,2025,10,True,True,True,1.90888638920135,173.6142211746219,331.4098237720285,1.91,174.0,331.0
Barry,2025,11,True,True,True,1.910801656003011,171.86035060074846,328.39104252916826,1.91,172.0,328.0
Barry,2025,12,True,True,True,1.936138241923366,166.03240201785022,321.461682945154,1.94,166.0,321.0
Bay,2014,10,True,True,True,1.8634631668077901,120.46410314665455,224.48041913632514,1.86,120.0,224.0
Bay,2014,11,True,True,True,1.8628638198427874,118.87403774875976,221.4461440407903,1.86,119.0,221.0
Bay,2014,12,True,True,True,1.856446657484903,117.31490041659534,217.78885475156267,1.86,117.0,218.0
Bay,2015,1,True,True,True,1.8544223444773593,114.77521679598357,212.84172661870502,1.85,115.0,213.0
Bay,2015,2,True,True,True,1.8541335873822378,116.275005709066,215.58939345824072,1.85,116.0,216.0
Bay,2015,3,True,True,True,1.852988005519584,116.01810162112619,214.98015072709904,1.85,116.0,215.0
Bay,2015,4,True,True,True,1.8511499148211243,116.03663867479581,214.80121379897784,1.85,116.0,215.0
Bay,2015,5,True,True,True,1.849363432117257,116.77594585213467,215.96116400984272,1.85,117.0,216.0
Bay,2015,6,True,True,True,1.8540302672534077,115.38045617691328,213.91885800150263,1.85,115.0,214.0
Bay,2015,7,True,True,True,1.8466601920794217,113.73587331268627,210.03150965792597,1.85,114.0,210.0
Bay,2015,8,True,True,True,1.8463620614984841,113.52717996833401,209.61227804244263,1.85,114.0,210.0
Bay,2015,9,True,True,True,1.845771144278607,113.23315363881402,209.00248756218906,1.85,113.0,209.0
Bay,2015,10,True,True,True,1.8379876127349777,111.63417085427136,205.18222318809083,1.84,112.0,205.0
Bay,2015,11,True,True,True,1.8322213715410696,112.66941260744986,206.43530569834846,1.83,113.0,206.0
Bay,2015,12,True,True,True,1.8325515435802335,112.00297636764093,205.2512272281008,1.83,112.0,205.0
Bay,2016,1,True,True,True,1.824697283735137,111.34279906737609,203.1669030217083,1.82,111.0,203.0
Bay,2016,2,True,True,True,1.8193808589492042,113.25816308190042,206.05973403095706,1.82,113.0,206.0
Bay,2016,3,True,True,True,1.8140532219045524,113.65084560829241,206.16868264789971,1.81,114.0,206.0
Bay,2016,4,True,True,True,1.8159165751920967,113.99462008100103,207.0047200878156,1.82,114.0,207.0
Bay,2016,5,True,True,True,1.8194001977370098,113.76735901461176,206.98835548720203,1.82,114.0,207.0
Bay,2016,6,True,True,True,1.820811170212766,113.91637757896659,207.42021276595744,1.82,114.0,207.0
Bay,2016,7,True,True,True,1.8217832831157237,112.75277182235834,205.41111483093405,1.82,113.0,205.0
Bay,2016,8,True,True,True,1.8174985978687606,114.02832808739123,207.24632641615256,1.82,114.0,207.0
Bay,2016,9,True,True,True,1.8135574229691878,112.82880266897318,204.62151260504203,1.81,113.0,205.0
Bay,2016,10,True,True,True,1.808228417266187,112.61463384309337,203.63298111510792,1.81,113.0,204.0
Bay,2016,11,True,True,True,1.8141301882513041,112.32268550353191,203.76797459741437,1.81,112.0,204.0
Bay,2016,12,True,True,True,1.808194302576325,112.52673863921667,203.47020769492678,1.81,113.0,203.0
Bay,2017,1,True,True,True,1.8118597769178237,112.33299830391356,203.5316412474391,1.81,112.0,204.0
Bay,2017,2,True,True,True,1.8086917054351526,113.93174404015056,206.0674004311812,1.81,114.0,206.0
Bay,2017,3,True,True,True,1.8044272021907806,113.85278866826862,205.43906891830215,1.8,114.0,205.0
Bay,2017,4,True,True,True,1.8049174650813806,114.2456510616526,206.20397091076995,1.8,114.0,206.0
Bay,2017,5,True,True,True,1.8090592334494773,113.91210837185413,206.07375145180023,1.81,114.0,206.0
Bay,2017,6,True,True,True,1.8025916413728695,112.9283077520886,203.56362362829793,1.8,113.0,204.0
Bay,2017,7,True,True,True,1.8020735155513667,113.1697829497908,203.94026861451462,1.8,113.0,204.0
Bay,2017,8,True,True,True,1.7988938573782067,117.83606986328253,211.97458225464814,1.8,118.0,212.0
Bay,2017,9,True,True,True,1.8015096119825451,117.80006546644844,212.21795022997995,1.8,118.0,212.0
Bay,2017,10,True,True,True,1.7970809792843692,117.44504846738276,211.05826271186442,1.8,117.0,211.0
Bay,2017,11,True,True,True,1.7960339943342776,116.71405099894848,209.622403210576,1.8,117.0,210.0
Bay,2017,12,True,True,True,1.7946227644202297,117.37038014783526,210.6355560819614,1.79,117.0,211.0
Bay,2018,1,True,True,True,1.792443919716647,115.50540113292057,207.03695395513577,1.79,116.0,207.0
Bay,2018,2,True,True,True,1.7867803837953091,116.38212675682843,207.94930111348023,1.79,116.0,208.0
