id,date,outcome,G
26001,2014-10-01,5.92349072461214,2018-07
26001,2014-11-01,5.917601044534559,2018-07
26001,2014-12-01,5.904719810100436,2018-07
26001,2015-01-01,5.943972280358233,2018-07
26001,2015-02-01,5.947938025528088,2018-07
26001,2015-03-01,5.937994017387381,2018-07
26001,2015-04-01,5.945957118833716,2018-07
26001,2015-05-01,5.928959072241581,2018-07
26001,2015-06-01,5.918823566137602,2018-07
26001,2015-07-01,5.908584278776542,2018-07
26001,2015-08-01,5.904459026313957,2018-07
26001,2015-09-01,5.897198630510629,2018-07
26001,2015-10-01,5.88462826829665,2018-07
26001,2015-11-01,5.887785703674368,2018-07
26001,2015-12-01,5.882517759186773,2018-07
26001,2016-01-01,5.901704470925644,2018-07
26001,2016-02-01,5.910164981958727,2018-07
26001,2016-03-01,5.893171768434698,2018-07
26001,2016-04-01,5.891027167982668,2018-07
26001,2016-05-01,5.883484638353426,2018-07
26001,2016-06-01,5.861615686021716,2018-07
26001,2016-07-01,5.857183914094879,2018-07
26001,2016-08-01,5.863824228453811,2018-07
26001,2016-09-01,5.854960641078373,2018-07
26001,2016-10-01,5.853847148214946,2018-07
26001,2016-11-01,5.876974022077977,2018-07
26001,2016-12-01,5.875884786341388,2018-07
26001,2017-01-01,5.900371839205852,2018-07
26001,2017-02-01,5.9153527515599285,2018-07
26001,2017-03-01,5.9153527515599285,2018-07
26001,2017-04-01,5.907890348587432,2018-07
26001,2017-05-01,5.8895320946782155,2018-07
26001,2017-06-01,5.878573561272178,2018-07
26001,2017-07-01,5.8752624461548875,2018-07
26001,2017-08-01,5.868607142844424,2018-07
26001,2017-09-01,5.878573561272178,2018-07
26001,2017-10-01,5.8949666543778045,2018-07
26001,2017-11-01,5.886257125592417,2018-07
26001,2017-12-01,5.888441629595893,2018-07
26001,2018-01-01,5.913927271262979,2018-07
26001,2018-02-01,5.9074302473165,2018-07
26001,2018-03-01,5.908516020216526,2018-07
26001,2018-04-01,5.8865733579752195,2018-07
26001,2018-05-01,5.876539862543045,2018-07
26001,2018-06-01,5.8652721757854644,2018-07
26001,2018-07-01,5.84928102745699,2018-07
26001,2018-08-01,5.848128957578654,2018-07
26001,2018-09-01,5.840027089541028,2018-07
26001,2018-10-01,5.804541528878946,2018-07
26001,2018-11-01,5.804541528878946,2018-07
26001,2018-12-01,5.792427554380954,2018-07
26001,2019-01-01,5.828434800575649,2018-07
26001,2019-02-01,5.828434800575649,2018-07
26001,2019-03-01,5.82606650057043,2018-07
26001,2019-04-01,5.797200580124695,2018-07
26001,2019-05-01,5.783686661729524,2018-07
26001,2019-06-01,5.766218707146881,2018-07
26001,2019-07-01,5.749720619780335,2018-07
26001,2019-08-01,5.726418232565901,2018-07
26001,2019-09-01,5.702559862618832,2018-07
26001,2019-10-01,5.719847803087758,2018-07
26001,2019-11-01,5.702559862618832,2018-07
26001,2019-12-01,5.72772715383531,2018-07
26003,2014-10-01,5.327742836672414,2018-07
26003,2014-11-01,5.334736273188886,2018-07
26003,2014-12-01,5.340296020587406,2018-07
26003,2015-01-01,5.352950582799832,2018-07
26003,2015-02-01,5.340272249563072,2018-07
26003,2015-03-01,5.35014703391581,2018-07
26003,2015-04-01,5.337432879244594,2018-07
26003,2015-05-01,5.366851627073956,2018-07
26003,2015-06-01,5.347335603042725,2018-07
26003,2015-07-01,5.321670575953955,2018-07
26003,2015-08-01,5.310048990786671,2018-07
26003,2015-09-01,5.2743512049897685,2018-07
26003,2015-10-01,5.25601277835822,2018-07
26003,2015-11-01,5.2357591423458665,2018-07
26003,2015-12-01,5.248271387561687,2018-07
26003,2016-01-01,5.292160583643086,2018-07
26003,2016-02-01,5.29367385074199,2018-07
26003,2016-03-01,5.258275847028729,2018-07
26003,2016-04-01,5.279971293855027,2018-07
26003,2016-05-01,5.2598412286283,2018-07
26003,2016-06-01,5.266078365304233,2018-07
26003,2016-07-01,5.218323072312224,2018-07
26003,2016-08-01,5.198563553579097,2018-07
26003,2016-09-01,5.16473780900683,2018-07
26003,2016-10-01,5.145634102415319,2018-07
26003,2016-11-01,5.150880502311047,2018-07
26003,2016-12-01,5.16473780900683,2018-07
26003,2017-01-01,5.1841643587111745,2018-07
26003,2017-02-01,5.196094237455576,2018-07
26003,2017-03-01,5.206207779780865,2018-07
26003,2017-04-01,5.235948815211762,2018-07
26003,2017-05-01,5.216220061615584,2018-07
26003,2017-06-01,5.221188859570159,2018-07
26003,2017-07-01,5.197786946854295,2018-07
26003,2017-08-01,5.159868953895536,2018-07
26003,2017-09-01,5.138563939949827,2018-07
26003,2017-10-01,5.161624051587228,2018-07
26003,2017-11-01,5.1755550305901545,2018-07
26003,2017-12-01,5.177282836068292,2018-07
26003,2018-01-01,5.169697939963345,2018-07
26003,2018-02-01,5.193868133968085,2018-07
26003,2018-03-01,5.173186798355416,2018-07
26003,2018-04-01,5.152068696290283,2018-07
26003,2018-05-01,5.160922166402809,2018-07
26003,2018-06-01,5.157390178851012,2018-07
26003,2018-07-01,5.173186798355416,2018-07
26003,2018-08-01,5.126853674416169,2018-07
26003,2018-09-01,5.0801819970294275,2018-07
26003,2018-10-01,5.037227949841968,2018-07
26003,2018-11-01,5.002724553652324,2018-07
26003,2018-12-01,5.004787456391921,2018-07
26003,2019-01-01,5.019215563173886,2018-07
26003,2019-02-01,5.031355391412669,2018-07
26003,2019-03-01,5.03336444488031,2018-07
26003,2019-04-01,5.013089932223961,2018-07
26003,2019-05-01,4.979770660673236,2018-07
26003,2019-06-01,4.969126532648605,2018-07
26003,2019-07-01,4.969126532648605,2018-07
26003,2019-08-01,4.9626852450556855,2018-07
26003,2019-09-01,4.9626852450556855,2018-07
26003,2019-10-01,4.958367887130874,2018-07
26003,2019-11-01,4.936496997633523,2018-07
26003,2019-12-01,4.971264441349009,2018-07
26005,2014-10-01,5.089031303467629,2018-01
26005,2014-11-01,5.071638603675136,2018-01
26005,2014-12-01,5.064277259692534,2018-01
26005,2015-01-01,5.052717180015517,2018-01
26005,2015-02-01,5.057859795014134,2018-01
26005,2015-03-01,5.053011757248505,2018-01
26005,2015-04-01,5.03981834944132,2018-01
26005,2015-05-01,5.031426764320619,2018-01
26005,2015-06-01,5.025540746485907,2018-01
26005,2015-07-01,5.01870585581353,2018-01
26005,2015-08-01,5.006592656441216,2018-01
26005,2015-09-01,4.98916408182845,2018-01
26005,2015-10-01,4.981442511530615,2018-01
26005,2015-11-01,4.973341945799546,2018-01
26005,2015-12-01,4.95969345396039,2018-01
26005,2016-01-01,4.959269575529704,2018-01
26005,2016-02-01,4.96007668341717,2018-01
26005,2016-03-01,4.957653402852571,2018-01
26005,2016-04-01,4.949533125519806,2018-01
26005,2016-05-01,4.944465236990719,2018-01
26005,2016-06-01,4.9400302458458105,2018-01
26005,2016-07-01,4.939536252709844,2018-01
26005,2016-08-01,4.9284396739657534,2018-01
26005,2016-09-01,4.9302699698248125,2018-01
26005,2016-10-01,4.9224260842143295,2018-01
26005,2016-11-01,4.908591942504885,2018-01
26005,2016-12-01,4.892839430174705,2018-01
26005,2017-01-01,4.8874735804614184,2018-01
26005,2017-02-01,4.877760871423047,2018-01
26005,2017-03-01,4.863719855423066,2018-01
26005,2017-04-01,4.850554014855365,2018-01
26005,2017-05-01,4.843364506837282,2018-01
26005,2017-06-01,4.83666787588677,2018-01
26005,2017-07-01,4.832847040542582,2018-01
26005,2017-08-01,4.835759476454878,2018-01
26005,2017-09-01,4.820373675574068,2018-01
26005,2017-10-01,4.824058490602968,2018-01
26005,2017-11-01,4.823138558988359,2018-01
26005,2017-12-01,4.814263888474295,2018-01
26005,2018-01-01,4.805780797536472,2018-01
26005,2018-02-01,4.800554911219203,2018-01
26005,2018-03-01,4.785851411331109,2018-01
26005,2018-04-01,4.776311092965518,2018-01
26005,2018-05-01,4.766291654450365,2018-01
26005,2018-06-01,4.7324165122824144,2018-01
26005,2018-07-01,4.722349897578704,2018-01
26005,2018-08-01,4.721337640067107,2018-01
26005,2018-09-01,4.709724894190059,2018-01
26005,2018-10-01,4.691736027120573,2018-01
26005,2018-11-01,4.668304653424293,2018-01
26005,2018-12-01,4.668945206200519,2018-01
26005,2019-01-01,4.653684478276709,2018-01
26005,2019-02-01,4.659273252537997,2018-01
26005,2019-03-01,4.654546325332822,2018-01
26005,2019-04-01,4.648497739052513,2018-01
26005,2019-05-01,4.642848245896971,2018-01
26005,2019-06-01,4.625927349816215,2018-01
26005,2019-07-01,4.625040470144231,2018-01
26005,2019-08-01,4.615456504856368,2018-01
26005,2019-09-01,4.610292242122452,2018-01
26005,2019-10-01,4.620594234943593,2018-01
26005,2019-11-01,4.6172465368724565,2018-01
26005,2019-12-01,4.649580530464357,2018-01
26007,2014-10-01,5.841177166884521,2018-07
26007,2014-11-01,5.828588376000973,2018-07
26007,2014-12-01,5.825127385513078,2018-07
26007,2015-01-01,5.843477522943994,2018-07
26007,2015-02-01,5.844918215785979,2018-07
26007,2015-03-01,5.841457059588021,2018-07
26007,2015-04-01,5.842034751511172,2018-07
26007,2015-05-01,5.820729737047289,2018-07
26007,2015-06-01,5.816295209463749,2018-07
26007,2015-07-01,5.8165914572214685,2018-07
26007,2015-08-01,5.803172651781613,2018-07
26007,2015-09-01,5.798056093193339,2018-07
26007,2015-10-01,5.789875600236286,2018-07
26007,2015-11-01,5.788962511873861,2018-07
