county,id_num,year,month,t,G,treated,Recipients,log_recip,participation_rate,labor_force,unemployment_rate,Cases,Payments
Alcona,1,2016,10,24202,24223,0,1278,7.153833801578843,0.35294117647058826,3621,6.3,713,141945
Alcona,1,2016,11,24203,24223,0,1304,7.173958319756794,0.36121883656509696,3610,7,735,144426
Alcona,1,2016,12,24204,24223,0,1296,7.167809184316444,0.36,3600,8.9,738,144893
Alcona,1,2017,1,24205,24223,0,1301,7.171656822768514,0.365757660950239,3557,9.6,749,145499
Alcona,1,2017,2,24206,24223,0,1320,7.186144304522325,0.3691275167785235,3576,9.6,757,150022
Alcona,1,2017,3,24207,24223,0,1337,7.198931240688173,0.3769382576825486,3547,8.7,752,150506
Alcona,1,2017,4,24208,24223,0,1318,7.1846291527173145,0.3675404350250976,3586,6.7,748,148488
Alcona,1,2017,5,24209,24223,0,1285,7.1592919047975645,0.33985718064004233,3781,6.1,738,147320
Alcona,1,2017,6,24210,24223,0,1280,7.155396301896734,0.3344656388816305,3827,6.2,727,142514
Alcona,1,2017,7,24211,24223,0,1266,7.144407180321139,0.3290876007278399,3847,7,732,141632
Alcona,1,2017,8,24212,24223,0,1245,7.1276936993473985,0.32832278481012656,3792,6.6,731,148172
Alcona,1,2017,9,24213,24223,0,1266,7.144407180321139,0.3395012067578439,3729,6,737,150206
Alcona,1,2017,10,24214,24223,0,1306,7.175489713624222,0.3624757146822093,3603,5.8,749,151505
Alcona,1,2017,11,24215,24223,0,1298,7.1693500166706,0.3606557377049181,3599,6.7,744,152037
Alcona,1,2017,12,24216,24223,0,1302,7.172424577124845,0.3660387967388248,3557,8.3,737,149381
Alcona,1,2018,1,24217,24223,0,1314,7.181591944611865,0.37087214225232856,3543,9.1,743,149614
Alcona,1,2018,2,24218,24223,0,1284,7.158513997329321,0.35956314757770935,3571,8.9,738,146727
Alcona,1,2018,3,24219,24223,0,1287,7.160845906664299,0.3583959899749373,3591,8.9,736,147712
Alcona,1,2018,4,24220,24223,0,1259,7.138866999945524,0.35335391523996634,3563,7.3,722,144103
Alcona,1,2018,5,24221,24223,0,1250,7.1316985104669115,0.33602150537634407,3720,5.9,716,144011
Alcona,1,2018,6,24222,24223,0,1228,7.113956109566034,0.32538420773714893,3774,6.5,712,140175
Alcona,1,2018,7,24223,24223,1,1203,7.093404625868766,0.31599684791174154,3807,6.3,701,136605
Alcona,1,2018,8,24224,24223,1,1206,7.095893221097532,0.32057416267942584,3762,5.5,703,136015
Alcona,1,2018,9,24225,24223,1,1185,7.078341579557671,0.32192339038304807,3681,5,695,130620
Alcona,1,2018,10,24226,24223,1,1137,7.037027614686276,0.31322314049586775,3630,4.8,677,123983
Alcona,1,2018,11,24227,24223,1,1143,7.042286171939743,0.318561872909699,3588,6,673,122651
Alcona,1,2018,12,24228,24223,1,1118,7.020190708311925,0.3131652661064426,3570,7.7,666,125653
Alcona,1,2019,1,24229,24223,0,1162,7.0587581525186645,0.3203749655362559,3627,9.1,678,127817
Alcona,1,2019,2,24230,24223,0,1181,7.074963197966044,0.32750970604547974,3606,8.7,682,129050
Alcona,1,2019,3,24231,24223,0,1171,7.066466970136958,0.32321280706596744,3623,8.8,682,126081
Alcona,1,2019,4,24232,24223,0,1137,7.037027614686276,0.31618464961067855,3596,6.6,667,119190
Alcona,1,2019,5,24233,24223,0,1119,7.02108396428914,0.2922434055889266,3829,6,658,119218
Alcona,1,2019,6,24234,24223,0,1100,7.00397413672268,0.28350515463917525,3880,6.4,649,118269
Alcona,1,2019,7,24235,24223,0,1097,7.001245622069476,0.2787801778907243,3935,6.6,643,120532
Alcona,1,2019,8,24236,24223,0,1079,6.984716320118266,0.27680861980502824,3898,5.8,625,117873
Alcona,1,2019,9,24237,24223,0,1053,6.960347729101308,0.2785714285714286,3780,4.9,618,111783
Alcona,1,2019,10,24238,24223,0,1067,6.97354301952014,0.2863660762211487,3726,4.6,624,112872
Alcona,1,2019,11,24239,24223,0,1040,6.947937068614969,0.28415300546448086,3660,5.1,617,106496
Alcona,1,2019,12,24240,24223,0,1074,6.980075940561763,0.29891455608126916,3593,6.7,636,109506
Alger,2,2016,10,24202,24223,0,837,6.731018100482083,0.25120048019207686,3332,6.1,469,81160
Alger,2,2016,11,24203,24223,0,847,6.742880635791903,0.26125848241826033,3242,7.6,468,82294
Alger,2,2016,12,24204,24223,0,867,6.7661917146603505,0.269589552238806,3216,9.6,475,84537
Alger,2,2017,1,24205,24223,0,869,6.76849321164863,0.27147766323024053,3201,10.5,474,85489
Alger,2,2017,2,24206,24223,0,882,6.78332520060396,0.27146814404432135,3249,10.3,478,87923
Alger,2,2017,3,24207,24223,0,885,6.786716950605081,0.2763897564022486,3202,9.9,484,88877
Alger,2,2017,4,24208,24223,0,926,6.831953565565855,0.293968253968254,3150,10,500,91798
Alger,2,2017,5,24209,24223,0,903,6.806829360392176,0.27572519083969466,3275,7.9,488,89730
Alger,2,2017,6,24210,24223,0,909,6.813444599510896,0.259565962307253,3502,6.6,494,88551
Alger,2,2017,7,24211,24223,0,888,6.790097235513905,0.25162935675828846,3529,6.9,485,88995
Alger,2,2017,8,24212,24223,0,846,6.741700694652055,0.24061433447098976,3516,6.5,472,87513
Alger,2,2017,9,24213,24223,0,837,6.731018100482083,0.25112511251125114,3333,5.6,460,85927
Alger,2,2017,10,24214,24223,0,853,6.74993119378857,0.2642503097893433,3228,5.5,469,88658
Alger,2,2017,11,24215,24223,0,881,6.782192056006791,0.2862248213125406,3078,8,474,87990
Alger,2,2017,12,24216,24223,0,877,6.777646593635117,0.28181233933161953,3112,10.2,477,90054
Alger,2,2018,1,24217,24223,0,857,6.754604099487962,0.27671940587665483,3097,9.8,473,88552
Alger,2,2018,2,24218,24223,0,889,6.7912214627261855,0.2789457169752118,3187,10.7,481,91211
Alger,2,2018,3,24219,24223,0,860,6.7580945044277305,0.2731025722451572,3149,10.8,471,86619
Alger,2,2018,4,24220,24223,0,830,6.7226297948554485,0.2724885095206829,3046,10.3,461,82988
Alger,2,2018,5,24221,24223,0,843,6.7381524945959574,0.26492771841609053,3182,8.4,464,86567
Alger,2,2018,6,24222,24223,0,843,6.7381524945959574,0.24378253325621743,3458,6.9,462,87916
Alger,2,2018,7,24223,24223,1,851,6.747586526829315,0.24293462746217528,3503,6.4,470,88587
Alger,2,2018,8,24224,24223,1,810,6.698268054115413,0.23642732049036777,3426,5.5,455,82941
Alger,2,2018,9,24225,24223,1,768,6.645090969505644,0.23279781752046075,3299,5,433,77894
Alger,2,2018,10,24226,24223,1,744,6.61338421837956,0.2353685542549826,3161,5.2,419,74596
Alger,2,2018,11,24227,24223,1,718,6.577861357721047,0.23759099933818664,3022,6.8,410,77667
Alger,2,2018,12,24228,24223,1,732,6.597145701886651,0.2406311637080868,3042,9.4,410,76557
Alger,2,2019,1,24229,24223,0,737,6.6039438246004725,0.23743556701030927,3104,10.2,416,77295
Alger,2,2019,2,24230,24223,0,751,6.62273632394984,0.24078230201987816,3119,9.9,415,78182
Alger,2,2019,3,24231,24223,0,751,6.62273632394984,0.24406889827754305,3077,9.8,418,79505
Alger,2,2019,4,24232,24223,0,739,6.606650186198215,0.2482364796775277,2977,9.6,411,77648
Alger,2,2019,5,24233,24223,0,731,6.595780513961311,0.2305993690851735,3170,8.2,398,75782
Alger,2,2019,6,24234,24223,0,722,6.583409222158765,0.21025043680838673,3434,7.4,395,75344
Alger,2,2019,7,24235,24223,0,714,6.5722825426940075,0.20707656612529,3448,6.9,393,76493
Alger,2,2019,8,24236,24223,0,704,6.558197802812269,0.20429483459082995,3446,6,392,71307
Alger,2,2019,9,24237,24223,0,696,6.546785410760524,0.21187214611872143,3285,5.2,387,69316
Alger,2,2019,10,24238,24223,0,690,6.53813982376767,0.21718602455146369,3177,4.7,382,66115
Alger,2,2019,11,24239,24223,0,694,6.543911845564792,0.2306414091060153,3009,6.9,371,64382
Alger,2,2019,12,24240,24223,0,712,6.569481420414296,0.23169541164985355,3073,8.9,386,68936
Allegan,3,2016,10,24202,24217,0,10738,9.281637253858216,0.18706991167401263,57401,3.6,5068,1156006
Allegan,3,2016,11,24203,24217,0,10521,9.261223582290752,0.18313953488372092,57448,3.5,5009,1131661
Allegan,3,2016,12,24204,24217,0,10332,9.243097936214355,0.18164556962025316,56880,3.9,4917,1109034
Allegan,3,2017,1,24205,24217,0,10272,9.237274373216264,0.1793296089385475,57280,4.9,4908,1103898
Allegan,3,2017,2,24206,24217,0,10172,9.227492430793749,0.177203282058429,57403,4.8,4856,1107756
Allegan,3,2017,3,24207,24217,0,10068,9.217216675915616,0.1756884095906188,57306,4.1,4792,1100416
Allegan,3,2017,4,24208,24217,0,9910,9.201400530406708,0.17271127067393993,57379,3.4,4734,1080816
Allegan,3,2017,5,24209,24217,0,9791,9.189321004752108,0.16730746227849833,58521,3.5,4690,1074793
Allegan,3,2017,6,24210,24217,0,9764,9.186559843310778,0.1642664872139973,59440,3.7,4676,1063904
Allegan,3,2017,7,24211,24217,0,9781,9.188299241099303,0.1649215101084189,59307,4.4,4688,1063876
Allegan,3,2017,8,24212,24217,0,9772,9.187378760338836,0.1650982446062613,59189,4,4701,1106518
Allegan,3,2017,9,24213,24217,0,9652,9.175024026848615,0.16484492416996857,58552,3.7,4640,1093225
Allegan,3,2017,10,24214,24217,0,9630,9.172742341560864,0.166157668616388,57957,3.3,4648,1099224
Allegan,3,2017,11,24215,24217,0,9594,9.1689974084418,0.16530264132738332,58039,3.3,4626,1081710
Allegan,3,2017,12,24216,24217,0,9514,9.16062477973025,0.16515640731868209,57606,3.8,4581,1089728
Allegan,3,2018,1,24217,24217,1,9504,9.15957325492253,0.16416492494774845,57893,4.5,4580,1072281
Allegan,3,2018,2,24218,24217,1,9492,9.158309963881798,0.1627460393662986,58324,4.5,4554,1074624
Allegan,3,2018,3,24219,24217,1,9317,9.139703292376742,0.15960872991400282,58374,4.1,4491,1051523
Allegan,3,2018,4,24220,24217,1,9185,9.12543586488574,0.15691466643888272,58535,3.3,4475,1038242
Allegan,3,2018,5,24221,24217,1,9137,9.120196822123217,0.15305626748412818,59697,3.1,4432,1015676
Allegan,3,2018,6,24222,24217,1,8972,9.101975347298058,0.14853812787656037,60402,3.5,4330,970041
Allegan,3,2018,7,24223,24217,1,8886,9.092344813738475,0.1471289489370157,60396,3.7,4302,976510
Allegan,3,2018,8,24224,24217,1,8846,9.087833697483386,0.14810970096775275,59726,3.1,4266,966660
Allegan,3,2018,9,24225,24217,1,8730,9.074635189810808,0.14808909093993317,58951,3,4242,936845
Allegan,3,2018,10,24226,24217,1,8543,9.052984561199976,0.14503505763713223,58903,2.8,4159,927230
Allegan,3,2018,11,24227,24217,1,8287,9.022563964499264,0.1405743753286628,58951,2.7,4084,901014
Allegan,3,2018,12,24228,24217,1,8333,9.0280988119824,0.14239576213260424,58520,3.4,4077,905757
Allegan,3,2019,1,24229,24217,1,8194,9.01127949117793,0.13989141940109948,58574,3.9,4030,867498
Allegan,3,2019,2,24230,24217,1,8231,9.015784277513886,0.14028121005538985,58675,4,4050,883115
Allegan,3,2019,3,24231,24217,1,8175,9.008958312443486,0.13877807391311728,58907,4.2,4023,881961
Allegan,3,2019,4,24232,24217,1,8134,9.003931019653137,0.13800475059382422,58940,3.2,4006,882577
Allegan,3,2019,5,24233,24217,1,8126,9.002947130753205,0.13472825546307657,60314,3.1,3999,877497
Allegan,3,2019,6,24234,24217,1,8073,8.996404301412886,0.1325289337601576,60915,3.5,3960,872462
Allegan,3,2019,7,24235,24217,1,8136,9.004176840696656,0.13413789692353348,60654,4,3988,888155
Allegan,3,2019,8,24236,24217,1,8068,8.995784837848506,0.13317487042355816,60582,3.3,3972,881961
Allegan,3,2019,9,24237,24217,1,8018,8.989569004807029,0.1343138568748325,59696,2.9,3952,863009
Allegan,3,2019,10,24238,24217,1,8040,8.99230873254815,0.13536492970788788,59395,2.5,3986,863786
Allegan,3,2019,11,24239,24217,1,7970,8.983565234427923,0.13359930266863349,59656,2.5,3957,870951
Allegan,3,2019,12,24240,24217,1,8214,9.01371703047137,0.1386984566546216,59222,2.9,4066,883923
Alpena,4,2016,10,24202,24223,0,4560,8.4252971767117,0.33697901271061187,13532,5,2519,476028
Alpena,4,2016,11,24203,24223,0,4546,8.42222295382501,0.3333333333333333,13638,5.2,2511,473292
Alpena,4,2016,12,24204,24223,0,4548,8.422662707570003,0.33844322071736865,13438,5.7,2510,471745
Alpena,4,2017,1,24205,24223,0,4622,8.438799123988225,0.33850886187197893,13654,7.1,2536,471819
Alpena,4,2017,2,24206,24223,0,4595,8.432941638968646,0.33389042290364773,13762,7.3,2530,475709
Alpena,4,2017,3,24207,24223,0,4533,8.419359831067474,0.33152929130402986,13673,6.6,2510,468872
Alpena,4,2017,4,24208,24223,0,4544,8.421783006611578,0.3329669524437605,13647,5.3,2494,473177
Alpena,4,2017,5,24209,24223,0,4476,8.406708458240965,0.3229204242118173,13861,4.9,2451,471522
Alpena,4,2017,6,24210,24223,0,4426,8.395477432732141,0.3276091783863805,13510,5.6,2433,458569
Alpena,4,2017,7,24211,24223,0,4341,8.376090350438238,0.3242455930684195,13388,6,2416,444573
Alpena,4,2017,8,24212,24223,0,4409,8.391629968440892,0.3275144852176497,13462,5.8,2458,478899
Alpena,4,2017,9,24213,24223,0,4372,8.38320455141292,0.3196373738850709,13678,4.7,2449,480057
Alpena,4,2017,10,24214,24223,0,4292,8.36474106822456,0.3181144381855915,13492,4.3,2411,469382
Alpena,4,2017,11,24215,24223,0,4228,8.34972083747249,0.31258317314801126,13526,4.7,2387,450633
Alpena,4,2017,12,24216,24223,0,4218,8.347353412124338,0.31374590895566795,13444,5.6,2383,460470
Alpena,4,2018,1,24217,24223,0,4278,8.361474616416817,0.3191822726255316,13403,6.3,2414,460884
Alpena,4,2018,2,24218,24223,0,4292,8.36474106822456,0.31579721874770067,13591,6.7,2436,464345
Alpena,4,2018,3,24219,24223,0,4204,8.344029572407049,0.3081659580706641,13642,6.4,2408,459359
Alpena,4,2018,4,24220,24223,0,4167,8.335191583433202,0.31101656963725927,13398,5.4,2409,454362
Alpena,4,2018,5,24221,24223,0,4174,8.336869637284956,0.30531782605515323,13671,4.6,2412,451705
Alpena,4,2018,6,24222,24223,0,4146,8.330140460246382,0.31100442577451054,13331,5.3,2386,447983
Alpena,4,2018,7,24223,24223,1,4106,8.320448113956559,0.3111313177237251,13197,5.3,2370,445552
Alpena,4,2018,8,24224,24223,1,4074,8.312626025674962,0.30870652421004774,13197,4.7,2362,444014
Alpena,4,2018,9,24225,24223,1,4030,8.301769763117166,0.3046798215770772,13227,4.3,2359,428186
Alpena,4,2018,10,24226,24223,1,3978,8.288785810426928,0.2999321420493101,13263,4.1,2330,427676
Alpena,4,2018,11,24227,24223,1,3911,8.271804031154709,0.2954820187367785,13236,3.8,2308,414149
Alpena,4,2018,12,24228,24223,1,3949,8.281470857895167,0.29952973300970875,13184,5,2328,414045
Alpena,4,2019,1,24229,24223,0,3903,8.269756947532983,0.2942329438371655,13265,6,2297,404050
Alpena,4,2019,2,24230,24223,0,3874,8.262300941787448,0.29068807683649733,13327,6.2,2283,403619
Alpena,4,2019,3,24231,24223,0,3862,8.259199362666282,0.2900923908961166,13313,6.2,2264,397855
Alpena,4,2019,4,24232,24223,0,3858,8.258163361537619,0.2935179549604382,13144,4.9,2250,393844
Alpena,4,2019,5,24233,24223,0,3781,8.238008249218403,0.2812616231495946,13443,4.2,2223,392460
Alpena,4,2019,6,24234,24223,0,3743,8.227909837597483,0.2816615245691926,13289,4.9,2204,389210
Alpena,4,2019,7,24235,24223,0,3648,8.202208436436448,0.2781547845977888,13115,5.7,2152,387729
Alpena,4,2019,8,24236,24223,0,3621,8.19478163844336,0.27728003675626006,13059,4.9,2141,379818
Alpena,4,2019,9,24237,24223,0,3565,8.179199798423086,0.2709996199163816,13155,3.8,2117,369293
Alpena,4,2019,10,24238,24223,0,3528,8.16876982367527,0.2676783004552352,13180,3.2,2083,370507
Alpena,4,2019,11,24239,24223,0,3490,8.157943507105037,0.2626825229564956,13286,3.4,2060,353454
Alpena,4,2019,12,24240,24223,0,3544,8.173293438966228,0.26759287224403505,13244,4.4,2101,357960
Antrim,5,2016,10,24202,24223,0,2121,7.660114319173928,0.20288884637459345,10454,5.2,1063,217180
Antrim,5,2016,11,24203,24223,0,2089,7.644919344958857,0.20303236466128877,10289,5.8,1052,220193
Antrim,5,2016,12,24204,24223,0,2131,7.664815785285735,0.2049629700875253,10397,7.3,1067,225011
Antrim,5,2017,1,24205,24223,0,2154,7.675546002537848,0.20504521656354116,10505,7.9,1076,225090
Antrim,5,2017,2,24206,24223,0,2135,7.666690200080086,0.20149112872782185,10596,8.1,1070,229935
Antrim,5,2017,3,24207,24223,0,2126,7.6624678152002375,0.20163125948406677,10544,7.4,1075,228276
Antrim,5,2017,4,24208,24223,0,2122,7.660585461703256,0.2039208149144724,10406,6.4,1077,227268
Antrim,5,2017,5,24209,24223,0,2121,7.660114319173928,0.1953758290346352,10856,5.4,1080,227133
Antrim,5,2017,6,24210,24223,0,2108,7.653969180478774,0.1824792243767313,11552,4.9,1071,224538
Antrim,5,2017,7,24211,24223,0,2114,7.656810091480378,0.17523209549071617,12064,5.5,1065,221541
Antrim,5,2017,8,24212,24223,0,2089,7.644919344958857,0.18000861697544163,11605,5.2,1060,230200
Antrim,5,2017,9,24213,24223,0,2082,7.641564441260972,0.19194247257306168,10847,4.8,1061,224652
Antrim,5,2017,10,24214,24223,0,2040,7.621195162809845,0.19307211811470756,10566,4.5,1054,218913
Antrim,5,2017,11,24215,24223,0,2041,7.621684998724611,0.20009803921568628,10200,5.3,1061,215252
Antrim,5,2017,12,24216,24223,0,2023,7.6128310304073565,0.196541338773924,10293,7,1043,219086
Antrim,5,2018,1,24217,24223,0,2025,7.613818684808629,0.19261866260819935,10513,7.3,1052,220057
Antrim,5,2018,2,24218,24223,0,2043,7.622663951323595,0.1933011637808686,10569,7.6,1057,219412
Antrim,5,2018,3,24219,24223,0,2033,7.617759576608505,0.19378514917548376,10491,7,1055,217097
Antrim,5,2018,4,24220,24223,0,1986,7.594381242551817,0.19438191249877657,10217,6.3,1047,215220
Antrim,5,2018,5,24221,24223,0,1967,7.584773077612199,0.17979890310786106,10940,4.9,1026,216877
Antrim,5,2018,6,24222,24223,0,1981,7.591861714889934,0.169955387783116,11656,4.6,1039,212499
Antrim,5,2018,7,24223,24223,1,1934,7.5678626054638825,0.15835585032342586,12213,4.4,1030,208371
Antrim,5,2018,8,24224,24223,1,1857,7.527255919373784,0.16055680442676812,11566,3.8,1001,203536
Antrim,5,2018,9,24225,24223,1,1809,7.501082124259871,0.1652507536311318,10947,3.8,969,193994
Antrim,5,2018,10,24226,24223,1,1773,7.480992162869525,0.16742209631728044,10590,3.7,953,190101
Antrim,5,2018,11,24227,24223,1,1792,7.491645473605133,0.17366023839519334,10319,4.2,971,188675
Antrim,5,2018,12,24228,24223,1,1738,7.461065514354283,0.1649269311064718,10538,5.8,953,185129
Antrim,5,2019,1,24229,24223,0,1722,7.45182223652793,0.16229971724787937,10610,6.5,935,182041
Antrim,5,2019,2,24230,24223,0,1710,7.444833273892193,0.1599625818521983,10690,6.7,925,175057
Antrim,5,2019,3,24231,24223,0,1719,7.450079569807499,0.16160571589733946,10637,6.7,929,177254
Antrim,5,2019,4,24232,24223,0,1699,7.438383530044307,0.16136385221768448,10529,5.8,916,175547
Antrim,5,2019,5,24233,24223,0,1637,7.401231264413015,0.14503411003809694,11287,4.4,894,173067
Antrim,5,2019,6,24234,24223,0,1668,7.419979923661835,0.1392553013858741,11978,4.4,902,168855
Antrim,5,2019,7,24235,24223,0,1625,7.3938782901077555,0.1301770407754546,12483,4.5,897,166692
Antrim,5,2019,8,24236,24223,0,1633,7.3987862754199485,0.1355299194953938,12049,4,892,165408
Antrim,5,2019,9,24237,24223,0,1588,7.370860166536716,0.14034467520989838,11315,3.6,882,164608
Antrim,5,2019,10,24238,24223,0,1587,7.370230641807081,0.14439086525338915,10991,3.2,864,164938
Antrim,5,2019,11,24239,24223,0,1579,7.365180126021013,0.1478049237105682,10683,3.6,858,162086
Antrim,5,2019,12,24240,24223,0,1643,7.404887575616125,0.15381014791237596,10682,4.7,876,173296
Arenac,6,2016,10,24202,24223,0,2415,7.789868559054706,0.3700015320974414,6527,6.2,1365,259258
Arenac,6,2016,11,24203,24223,0,2359,7.7664168980196555,0.36286725119212426,6501,6.4,1348,259850
Arenac,6,2016,12,24204,24223,0,2366,7.769378609513984,0.364954496375135,6483,8.3,1343,254489
Arenac,6,2017,1,24205,24223,0,2356,7.7651449029361315,0.3676080511780309,6409,10.1,1340,251245
Arenac,6,2017,2,24206,24223,0,2363,7.768110378525988,0.3677821011673152,6425,10.8,1332,254722
Arenac,6,2017,3,24207,24223,0,2346,7.760893195851024,0.3648522550544323,6430,9.2,1332,254443
Arenac,6,2017,4,24208,24223,0,2332,7.75491027202143,0.3605999690737591,6467,7.2,1322,254098
Arenac,6,2017,5,24209,24223,0,2332,7.75491027202143,0.35184067592033796,6628,5.9,1319,249159
Arenac,6,2017,6,24210,24223,0,2300,7.741099090035366,0.33903301886792453,6784,6.1,1296,245022
Arenac,6,2017,7,24211,24223,0,2321,7.7501841622578365,0.3413235294117647,6800,7,1306,246645
Arenac,6,2017,8,24212,24223,0,2299,7.7406644019172415,0.34313432835820895,6700,6.4,1301,256680
Arenac,6,2017,9,24213,24223,0,2298,7.740229524763182,0.35014475087612373,6563,5.8,1303,254518
Arenac,6,2017,10,24214,24223,0,2284,7.734121303328305,0.3611067193675889,6325,5.6,1295,252661
Arenac,6,2017,11,24215,24223,0,2291,7.73718007783463,0.3667360332959821,6247,6.2,1286,249289
Arenac,6,2017,12,24216,24223,0,2282,7.733245646529795,0.3645949832241572,6259,8.1,1279,247456
Arenac,6,2018,1,24217,24223,0,2276,7.7306140660637395,0.3615567911040508,6295,9.6,1273,242344
Arenac,6,2018,2,24218,24223,0,2270,7.7279755421055585,0.3556878721403949,6382,9.9,1271,243142
Arenac,6,2018,3,24219,24223,0,2239,7.7142311448490855,0.3474010861132661,6445,9,1261,240145
Arenac,6,2018,4,24220,24223,0,2199,7.696212639346407,0.34093023255813953,6450,7.7,1247,237502
Arenac,6,2018,5,24221,24223,0,2172,7.6838639802564295,0.32804712279111914,6621,5.7,1232,234877
Arenac,6,2018,6,24222,24223,0,2169,7.682482446534506,0.32714932126696833,6630,5.9,1236,230930
Arenac,6,2018,7,24223,24223,1,2103,7.651595573857601,0.31127886323268206,6756,6.1,1216,228402
Arenac,6,2018,8,24224,24223,1,2101,7.650644551436897,0.32125382262996943,6540,5,1210,223225
Arenac,6,2018,9,24225,24223,1,2079,7.640123172695364,0.3235294117647059,6426,4.4,1202,219443
Arenac,6,2018,10,24226,24223,1,2061,7.631431664576906,0.3262108262108262,6318,4.3,1178,220224
Arenac,6,2018,11,24227,24223,1,2027,7.614805364711073,0.319564874664985,6343,4.5,1152,213486
Arenac,6,2018,12,24228,24223,1,1983,7.592870287844818,0.311890531613715,6358,6.6,1141,208850
Arenac,6,2019,1,24229,24223,0,1971,7.586803535162581,0.3061509785647717,6438,8,1132,205548
Arenac,6,2019,2,24230,24223,0,1967,7.584773077612199,0.30430074257425743,6464,8.5,1142,205215
Arenac,6,2019,3,24231,24223,0,1916,7.558516743045645,0.29659442724458207,6460,8.3,1116,200640
Arenac,6,2019,4,24232,24223,0,1903,7.55171221535131,0.2939904217518925,6473,6.2,1107,200318
Arenac,6,2019,5,24233,24223,0,1876,7.537430036586509,0.2779259259259259,6750,5.4,1097,194445
Arenac,6,2019,6,24234,24223,0,1856,7.526717561352706,0.2709884654694116,6849,5.8,1087,190806
Arenac,6,2019,7,24235,24223,0,1899,7.549609165154532,0.2749384682206457,6907,5.7,1104,195866
Arenac,6,2019,8,24236,24223,0,1909,7.554858521040676,0.2779557367501456,6868,5.3,1101,197735
Arenac,6,2019,9,24237,24223,0,1898,7.549082710812286,0.2854993983152828,6648,4.5,1091,195285
Arenac,6,2019,10,24238,24223,0,1855,7.526178913346146,0.2859565284414984,6487,4.6,1075,191287
Arenac,6,2019,11,24239,24223,0,1886,7.54274354536855,0.29149922720247295,6470,4.6,1072,191011
Arenac,6,2019,12,24240,24223,0,1940,7.57095858316901,0.30058878215060425,6454,6.2,1084,193152
Baraga,7,2016,10,24202,24223,0,1170,7.065613363597717,0.3667711598746082,3190,6.7,621,134441
Baraga,7,2016,11,24203,24223,0,1196,7.087573705557973,0.37764445847805495,3167,6.8,633,138038
Baraga,7,2016,12,24204,24223,0,1170,7.065613363597717,0.3639191290824262,3215,8.5,628,137227
Baraga,7,2017,1,24205,24223,0,1156,7.053585727193677,0.35580178516466604,3249,8.7,625,134399
Baraga,7,2017,2,24206,24223,0,1165,7.061334366910438,0.35507467235598905,3281,9.4,618,139342
Baraga,7,2017,3,24207,24223,0,1186,7.079184394609668,0.3618059792556437,3278,9.1,636,140603
Baraga,7,2017,4,24208,24223,0,1188,7.080867896690782,0.37043966323666977,3207,8.6,631,138023
Baraga,7,2017,5,24209,24223,0,1206,7.095893221097532,0.3688073394495413,3270,7.6,633,138706
Baraga,7,2017,6,24210,24223,0,1209,7.098375638590786,0.36251874062968514,3335,7.9,628,136733
Baraga,7,2017,7,24211,24223,0,1193,7.085064293952548,0.35181362429961666,3391,7.3,621,135993
Baraga,7,2017,8,24212,24223,0,1215,7.103322062526113,0.3637724550898204,3340,6.9,632,142019
Baraga,7,2017,9,24213,24223,0,1169,7.064759027791802,0.3601355514479359,3246,5.7,614,132006
Baraga,7,2017,10,24214,24223,0,1153,7.050989447068045,0.3617822403514277,3187,5.4,611,130062
Baraga,7,2017,11,24215,24223,0,1115,7.017506142941256,0.352179406190777,3166,5.5,599,126745
Baraga,7,2017,12,24216,24223,0,1092,6.996681488176539,0.3441537976678222,3173,7,592,127634
Baraga,7,2018,1,24217,24223,0,1102,7.005789019253503,0.3403335392217418,3238,6.9,597,127890
Baraga,7,2018,2,24218,24223,0,1119,7.02108396428914,0.338475499092559,3306,7.3,603,125762
Baraga,7,2018,3,24219,24223,0,1099,7.003065458786462,0.334652862362972,3284,7.6,592,124180
Baraga,7,2018,4,24220,24223,0,1107,7.010311867307229,0.3384286151024152,3271,7.9,602,126971
Baraga,7,2018,5,24221,24223,0,1058,6.9650803456014065,0.3206060606060606,3300,6.2,594,124460
Baraga,7,2018,6,24222,24223,0,1035,6.943122422819428,0.31006590772917914,3338,6.2,585,118879
Baraga,7,2018,7,24223,24223,1,1045,6.952728644624869,0.3101810626298605,3369,5.8,592,121641
Baraga,7,2018,8,24224,24223,1,992,6.900730664045173,0.3032711708957505,3271,4.6,570,120088
Baraga,7,2018,9,24225,24223,1,955,6.862757913051401,0.3006926952141058,3176,4.2,554,112158
Baraga,7,2018,10,24226,24223,1,952,6.859614903654202,0.2975,3200,4.3,550,109533
Baraga,7,2018,11,24227,24223,1,940,6.846943139585379,0.296343001261034,3172,4.1,536,108566
Baraga,7,2018,12,24228,24223,1,921,6.826545223556594,0.29154795821462487,3159,6,525,105185
Baraga,7,2019,1,24229,24223,0,889,6.7912214627261855,0.2716992665036675,3272,7.2,502,101048
Baraga,7,2019,2,24230,24223,0,912,6.816735880594968,0.2784732824427481,3275,6.8,503,100234
Baraga,7,2019,3,24231,24223,0,861,6.759255270663693,0.2675574891236793,3218,7.9,484,95310
Baraga,7,2019,4,24232,24223,0,862,6.760414691083428,0.2621654501216545,3288,6.8,476,93893
Baraga,7,2019,5,24233,24223,0,841,6.7357800142423265,0.24985145573380868,3366,6.4,472,90735
Baraga,7,2019,6,24234,24223,0,868,6.767343125265392,0.25380116959064325,3420,6.7,482,95913
