id,county,year,month,date,G,y_raw,y_per1k_total,y_per1k_18_49,y_per100_lf,y_log_raw,y_log_per1k_total,y_log_per1k_18_49,y_log_per100_lf,y_log1p_raw,y_log1p_per1k_total,y_log1p_18_49,y_log1p_per100_lf
26051,Gladwin,2017,1,2017-01-01,2018-07,2564,101.24782814721213,324.06471183013144,27.504827290281053,7.849323818040561,4.617571255358681,5.78094322372015,3.314361527095966,7.84971375760487,4.627399554083264,5.784024275832792,3.350073451538021
26051,Gladwin,2017,2,2017-02-01,2018-07,2595,102.47196335492023,327.9828109201213,27.635782747603834,7.861341795599989,4.629589232918109,5.792961201279578,3.319111409385772,7.86172707782398,4.639300690549622,5.796005502957079,3.3546570808172085
26051,Gladwin,2017,3,2017-03-01,2018-07,2617,103.34070447006792,330.7633973710819,27.807884390606734,7.869783902530146,4.638031339848266,5.801403308209735,3.3253195916594493,7.870165946469845,4.647661549249314,5.804422056333854,3.3606491132382277
26051,Gladwin,2017,4,2017-04-01,2018-07,2590,102.27452219238667,327.35085945399396,27.594289367142554,7.859413154693583,4.627660592011703,5.791032560373172,3.317608844327312,7.85979918056211,4.637390706715715,5.794082730127066,3.353207025411071
26051,Gladwin,2017,5,2017-05-01,2018-07,2597,102.55093981993366,328.2355915065723,27.134050778393064,7.862112211662748,4.6303596489808685,5.793731617342337,3.3007894254549335,7.862497197230545,4.640063663801698,5.79677357810644,3.3369806142102907
26051,Gladwin,2017,6,2017-06-01,2018-07,2576,101.72168693729269,325.58139534883725,26.75807624389737,7.853993087224244,4.622240524542364,5.785612492903834,3.286836343434369,7.854381210652365,4.632023262482936,5.788679214274618,3.323526833665857
26051,Gladwin,2017,7,2017-07-01,2018-07,2540,100.30011056705102,321.03134479271995,26.07535160661123,7.8399193600125825,4.608166797330703,5.7715387656921715,3.260990485229718,7.840312983320164,4.618087502735296,5.774648884883551,3.2986237791964985
26051,Gladwin,2017,8,2017-08-01,2018-07,2504,98.87853419680935,316.48129423660265,25.9724095010891,7.825644732219989,4.593892169538109,5.757264137899578,3.2570348015437003,7.826044013518965,4.6039547896612065,5.760418900806915,3.294814473208852
26051,Gladwin,2017,9,2017-09-01,2018-07,2518,99.43136945190332,318.25075834175937,26.215512753774078,7.831220214604293,4.599467651922413,5.762839620283882,3.266351325389727,7.831617276352611,4.609474603197008,5.765976870295135,3.3037871325601955
26051,Gladwin,2017,10,2017-10-01,2018-07,2465,97.33849312904755,311.5520728008089,26.148297443513314,7.80994708647679,4.57819452379491,5.741566492156379,3.2637840810687315,7.81035268372429,4.588415538793865,5.744771088257314,3.301314335150775
