county,year,month,t_dense,treated,G
Arenac,2017,4,7,0,22
Arenac,2017,5,8,0,22
Arenac,2017,6,9,0,22
Arenac,2017,7,10,0,22
Arenac,2017,8,11,0,22
Arenac,2017,9,12,0,22
Arenac,2017,10,13,0,22
Arenac,2017,11,14,0,22
Arenac,2017,12,15,0,22
Arenac,2018,1,16,0,22
Arenac,2018,2,17,0,22
Arenac,2018,3,18,0,22
Arenac,2018,4,19,0,22
Arenac,2018,5,20,0,22
Arenac,2018,6,21,0,22
Arenac,2018,7,22,1,22
Arenac,2018,8,23,1,22
Arenac,2018,9,24,1,22
Arenac,2018,10,25,1,22
Arenac,2018,11,26,1,22
Arenac,2018,12,27,1,22
Arenac,2019,1,28,1,22
Arenac,2019,2,29,1,22
Arenac,2019,3,30,1,22
Arenac,2019,4,31,1,22
Arenac,2019,5,32,1,22
Arenac,2019,6,33,1,22
Arenac,2019,7,34,1,22
Arenac,2019,8,35,1,22
Arenac,2019,9,36,1,22
Arenac,2019,10,37,1,22
Arenac,2019,11,38,1,22
Arenac,2019,12,39,1,22
Baraga,2016,10,1,0,22
Baraga,2016,11,2,0,22
Baraga,2016,12,3,0,22
Baraga,2017,1,4,0,22
Baraga,2017,2,5,0,22
Baraga,2017,3,6,0,22
Baraga,2017,4,7,0,22
Baraga,2017,5,8,0,22
Baraga,2017,6,9,0,22
Baraga,2017,7,10,0,22
Baraga,2017,8,11,0,22
Baraga,2017,9,12,0,22
Baraga,2017,10,13,0,22
Baraga,2017,11,14,0,22
Baraga,2017,12,15,0,22
Baraga,2018,1,16,0,22
Baraga,2018,2,17,0,22
Baraga,2018,3,18,0,22
Baraga,2018,4,19,0,22
Baraga,2018,5,20,0,22
Baraga,2018,6,21,0,22
Baraga,2018,7,22,1,22
Baraga,2018,8,23,1,22
Baraga,2018,9,24,1,22
Baraga,2018,10,25,1,22
Baraga,2018,11,26,1,22
Baraga,2018,12,27,1,22
Baraga,2019,1,28,1,22
Baraga,2019,2,29,1,22
Baraga,2019,3,30,1,22
Baraga,2019,4,31,1,22
Baraga,2019,5,32,1,22
Baraga,2019,6,33,1,22
Baraga,2019,7,34,1,22
Baraga,2019,8,35,1,22
Baraga,2019,9,36,1,22
Baraga,2019,10,37,1,22
Baraga,2019,11,38,1,22
Baraga,2019,12,39,1,22
Barry,2016,10,1,0,16
Barry,2016,11,2,0,16
Barry,2016,12,3,0,16
Barry,2017,1,4,0,16
Barry,2017,2,5,0,16
Barry,2017,3,6,0,16
Barry,2017,4,7,0,16
Barry,2017,5,8,0,16
Barry,2017,6,9,0,16
Barry,2017,7,10,0,16
Barry,2017,8,11,0,16
Barry,2017,9,12,0,16
Barry,2017,10,13,0,16
Barry,2017,11,14,0,16
Barry,2017,12,15,0,16
Barry,2018,1,16,1,16
Barry,2018,2,17,1,16
Barry,2018,3,18,1,16
Barry,2018,4,19,1,16
Barry,2018,5,20,1,16
Barry,2018,6,21,1,16
Barry,2018,7,22,1,16
Barry,2018,8,23,1,16
Barry,2018,9,24,1,16
Barry,2018,10,25,1,16
Barry,2018,11,26,1,16
Barry,2018,12,27,1,16
Barry,2019,1,28,1,16
Barry,2019,2,29,1,16
Barry,2019,3,30,1,16
Barry,2019,4,31,1,16
Barry,2019,5,32,1,16
Barry,2019,6,33,1,16
Barry,2019,7,34,1,16
Barry,2019,8,35,1,16
Barry,2019,9,36,1,16
Barry,2019,10,37,1,16
Barry,2019,11,38,1,16
Barry,2019,12,39,1,16
Bay,2016,10,1,0,22
Bay,2016,11,2,0,22
Bay,2016,12,3,0,22
Bay,2017,1,4,0,22
Bay,2017,2,5,0,22
Bay,2017,3,6,0,22
Bay,2017,4,7,0,22
Bay,2017,5,8,0,22
Bay,2017,6,9,0,22
Bay,2017,7,10,0,22
Bay,2017,8,11,0,22
Bay,2017,9,12,0,22
Bay,2017,10,13,0,22
Bay,2017,11,14,0,22
Bay,2017,12,15,0,22
Bay,2018,1,16,0,22
Bay,2018,2,17,0,22
Bay,2018,3,18,0,22
Bay,2018,4,19,0,22
Bay,2018,5,20,0,22
Bay,2018,6,21,0,22
Bay,2018,7,22,1,22
Bay,2018,8,23,1,22
Bay,2018,9,24,1,22
Bay,2018,10,25,1,22
Bay,2018,11,26,1,22
Bay,2018,12,27,1,22
Bay,2019,1,28,1,22
Bay,2019,2,29,1,22
Bay,2019,3,30,1,22
Bay,2019,4,31,1,22
Bay,2019,5,32,1,22
Bay,2019,6,33,1,22
Bay,2019,7,34,1,22
Bay,2019,8,35,1,22
Bay,2019,9,36,1,22
Bay,2019,10,37,1,22
Bay,2019,11,38,1,22
Bay,2019,12,39,1,22
Benzie,2016,10,1,0,22
Benzie,2016,11,2,0,22
Benzie,2016,12,3,0,22
Benzie,2017,1,4,0,22
Benzie,2017,2,5,0,22
Benzie,2017,3,6,0,22
Benzie,2017,4,7,0,22
Benzie,2017,5,8,0,22
Benzie,2017,6,9,0,22
Benzie,2017,7,10,0,22
Benzie,2017,8,11,0,22
Benzie,2017,9,12,0,22
Benzie,2017,10,13,0,22
Benzie,2017,11,14,0,22
Benzie,2017,12,15,0,22
Benzie,2018,1,16,0,22
Benzie,2018,2,17,0,22
Benzie,2018,3,18,0,22
Benzie,2018,4,19,0,22
Benzie,2018,5,20,0,22
Benzie,2018,6,21,0,22
Benzie,2018,7,22,1,22
Benzie,2018,8,23,1,22
Benzie,2018,9,24,1,22
Benzie,2018,10,25,1,22
Benzie,2018,11,26,1,22
Benzie,2018,12,27,1,22
Benzie,2019,1,28,1,22
Benzie,2019,2,29,1,22
Benzie,2019,3,30,1,22
Benzie,2019,4,31,1,22
Benzie,2019,5,32,1,22
Benzie,2019,6,33,1,22
Benzie,2019,7,34,1,22
Benzie,2019,8,35,1,22
Benzie,2019,9,36,1,22
Benzie,2019,10,37,1,22
Benzie,2019,11,38,1,22
Benzie,2019,12,39,1,22
Berrien,2016,10,1,0,16
Berrien,2016,11,2,0,16
Berrien,2016,12,3,0,16
Berrien,2017,1,4,0,16
Berrien,2017,2,5,0,16
Berrien,2017,3,6,0,16
Berrien,2017,4,7,0,16
Berrien,2017,5,8,0,16
Berrien,2017,6,9,0,16
Berrien,2017,7,10,0,16
Berrien,2017,8,11,0,16
Berrien,2017,9,12,0,16
Berrien,2017,10,13,0,16
Berrien,2017,11,14,0,16
Berrien,2017,12,15,0,16
Berrien,2018,1,16,1,16
Berrien,2018,2,17,1,16
Berrien,2018,3,18,1,16
Berrien,2018,4,19,1,16
Berrien,2018,5,20,1,16
Berrien,2018,6,21,1,16
Berrien,2018,7,22,1,16
Berrien,2018,8,23,1,16
Berrien,2018,9,24,1,16
Berrien,2018,10,25,1,16
Berrien,2018,11,26,1,16
Berrien,2018,12,27,1,16
Berrien,2019,1,28,1,16
Berrien,2019,2,29,1,16
Berrien,2019,3,30,1,16
Berrien,2019,4,31,1,16
Berrien,2019,5,32,1,16
Berrien,2019,6,33,1,16
Berrien,2019,7,34,1,16
Berrien,2019,8,35,1,16
Berrien,2019,9,36,1,16
Berrien,2019,10,37,1,16
Berrien,2019,11,38,1,16
Berrien,2019,12,39,1,16
Branch,2016,10,1,0,22
Branch,2016,11,2,0,22
Branch,2016,12,3,0,22
Branch,2017,1,4,0,22
Branch,2017,2,5,0,22
Branch,2017,3,6,0,22
Branch,2017,4,7,0,22
Branch,2017,5,8,0,22
Branch,2017,6,9,0,22
Branch,2017,7,10,0,22
Branch,2017,8,11,0,22
Branch,2017,9,12,0,22
Branch,2017,10,13,0,22
Branch,2017,11,14,0,22
Branch,2017,12,15,0,22
Branch,2018,1,16,0,22
Branch,2018,2,17,0,22
Branch,2018,3,18,0,22
Branch,2018,4,19,0,22
Branch,2018,5,20,0,22
Branch,2018,6,21,0,22
Branch,2018,7,22,1,22
Branch,2018,8,23,1,22
Branch,2018,9,24,1,22
Branch,2018,10,25,1,22
Branch,2018,11,26,1,22
Branch,2018,12,27,1,22
Branch,2019,1,28,1,22
Branch,2019,2,29,1,22
Branch,2019,3,30,1,22
Branch,2019,4,31,1,22
Branch,2019,5,32,1,22
Branch,2019,6,33,1,22
Branch,2019,7,34,1,22
Branch,2019,8,35,1,22
Branch,2019,9,36,1,22
Branch,2019,10,37,1,22
Branch,2019,11,38,1,22
Branch,2019,12,39,1,22
Calhoun,2016,10,1,0,22
Calhoun,2016,11,2,0,22
Calhoun,2016,12,3,0,22
Calhoun,2017,1,4,0,22
Calhoun,2017,2,5,0,22
Calhoun,2017,3,6,0,22
Calhoun,2017,4,7,0,22
Calhoun,2017,5,8,0,22
Calhoun,2017,6,9,0,22
Calhoun,2017,7,10,0,22
Calhoun,2017,8,11,0,22
Calhoun,2017,9,12,0,22
Calhoun,2017,10,13,0,22
Calhoun,2017,11,14,0,22
Calhoun,2017,12,15,0,22
Calhoun,2018,1,16,0,22
Calhoun,2018,2,17,0,22
Calhoun,2018,3,18,0,22
Calhoun,2018,4,19,0,22
Calhoun,2018,5,20,0,22
Calhoun,2018,6,21,0,22
Calhoun,2018,7,22,1,22
Calhoun,2018,8,23,1,22
Calhoun,2018,9,24,1,22
Calhoun,2018,10,25,1,22
Calhoun,2018,11,26,1,22
Calhoun,2018,12,27,1,22
Calhoun,2019,1,28,1,22
Calhoun,2019,2,29,1,22
Calhoun,2019,3,30,1,22
Calhoun,2019,4,31,1,22
Calhoun,2019,5,32,1,22
Calhoun,2019,6,33,1,22
Calhoun,2019,7,34,1,22
Calhoun,2019,8,35,1,22
Calhoun,2019,9,36,1,22
Calhoun,2019,10,37,1,22
Calhoun,2019,11,38,1,22
Calhoun,2019,12,39,1,22
Cass,2016,10,1,0,22
Cass,2016,11,2,0,22
Cass,2016,12,3,0,22
Cass,2017,1,4,0,22
Cass,2017,2,5,0,22
Cass,2017,3,6,0,22
Cass,2017,4,7,0,22
Cass,2017,5,8,0,22
Cass,2017,6,9,0,22
Cass,2017,7,10,0,22
Cass,2017,8,11,0,22
Cass,2017,9,12,0,22
Cass,2017,10,13,0,22
Cass,2017,11,14,0,22
Cass,2017,12,15,0,22
Cass,2018,1,16,0,22
Cass,2018,2,17,0,22
Cass,2018,3,18,0,22
Cass,2018,4,19,0,22
Cass,2018,5,20,0,22
Cass,2018,6,21,0,22
Cass,2018,7,22,1,22
Cass,2018,8,23,1,22
Cass,2018,9,24,1,22
Cass,2018,10,25,1,22
Cass,2018,11,26,1,22
Cass,2018,12,27,1,22
Cass,2019,1,28,1,22
Cass,2019,2,29,1,22
Cass,2019,3,30,1,22
Cass,2019,4,31,1,22
Cass,2019,5,32,1,22
Cass,2019,6,33,1,22
Cass,2019,7,34,1,22
Cass,2019,8,35,1,22
Cass,2019,9,36,1,22
Cass,2019,10,37,1,22
Cass,2019,11,38,1,22
Cass,2019,12,39,1,22
Charlevoix,2016,10,1,0,22
Charlevoix,2016,11,2,0,22
Charlevoix,2016,12,3,0,22
Charlevoix,2017,1,4,0,22
Charlevoix,2017,2,5,0,22
Charlevoix,2017,3,6,0,22
Charlevoix,2017,4,7,0,22
Charlevoix,2017,5,8,0,22
Charlevoix,2017,6,9,0,22
Charlevoix,2017,7,10,0,22
Charlevoix,2017,8,11,0,22
Charlevoix,2017,9,12,0,22
Charlevoix,2017,10,13,0,22
Charlevoix,2017,11,14,0,22
Charlevoix,2017,12,15,0,22
Charlevoix,2018,1,16,0,22
Charlevoix,2018,2,17,0,22
Charlevoix,2018,3,18,0,22
Charlevoix,2018,4,19,0,22
Charlevoix,2018,5,20,0,22
Charlevoix,2018,6,21,0,22
Charlevoix,2018,7,22,1,22
Charlevoix,2018,8,23,1,22
Charlevoix,2018,9,24,1,22
Charlevoix,2018,10,25,1,22
Charlevoix,2018,11,26,1,22
Charlevoix,2018,12,27,1,22
Charlevoix,2019,1,28,1,22
Charlevoix,2019,2,29,1,22
Charlevoix,2019,3,30,1,22
Charlevoix,2019,4,31,1,22
Charlevoix,2019,5,32,1,22
Charlevoix,2019,6,33,1,22
Charlevoix,2019,7,34,1,22
Charlevoix,2019,8,35,1,22
Charlevoix,2019,9,36,1,22
Charlevoix,2019,10,37,1,22
Charlevoix,2019,11,38,1,22
Charlevoix,2019,12,39,1,22
Cheboygan,2016,10,1,0,22
Cheboygan,2016,11,2,0,22
Cheboygan,2016,12,3,0,22
Cheboygan,2017,1,4,0,22
Cheboygan,2017,2,5,0,22
Cheboygan,2017,3,6,0,22
Cheboygan,2017,4,7,0,22
Cheboygan,2017,5,8,0,22
Cheboygan,2017,6,9,0,22
Cheboygan,2017,7,10,0,22
Cheboygan,2017,8,11,0,22
Cheboygan,2017,9,12,0,22
Cheboygan,2017,10,13,0,22
Cheboygan,2017,11,14,0,22
Cheboygan,2017,12,15,0,22
Cheboygan,2018,1,16,0,22
Cheboygan,2018,2,17,0,22
Cheboygan,2018,3,18,0,22
Cheboygan,2018,4,19,0,22
Cheboygan,2018,5,20,0,22
Cheboygan,2018,6,21,0,22
Cheboygan,2018,7,22,1,22
Cheboygan,2018,8,23,1,22
Cheboygan,2018,9,24,1,22
Cheboygan,2018,10,25,1,22
Cheboygan,2018,11,26,1,22
Cheboygan,2018,12,27,1,22
Cheboygan,2019,1,28,1,22
Cheboygan,2019,2,29,1,22
Cheboygan,2019,3,30,1,22
Cheboygan,2019,4,31,1,22
Cheboygan,2019,5,32,1,22
Cheboygan,2019,6,33,1,22
Cheboygan,2019,7,34,1,22
Cheboygan,2019,8,35,1,22
Cheboygan,2019,9,36,1,22
Cheboygan,2019,10,37,1,22
Cheboygan,2019,11,38,1,22
Cheboygan,2019,12,39,1,22
Chippewa,2016,10,1,0,22
Chippewa,2016,11,2,0,22
Chippewa,2016,12,3,0,22
Chippewa,2017,1,4,0,22
Chippewa,2017,2,5,0,22
Chippewa,2017,3,6,0,22
Chippewa,2017,4,7,0,22
Chippewa,2017,5,8,0,22
Chippewa,2017,6,9,0,22
Chippewa,2017,7,10,0,22
Chippewa,2017,8,11,0,22
Chippewa,2017,9,12,0,22
Chippewa,2017,10,13,0,22
Chippewa,2017,11,14,0,22
Chippewa,2017,12,15,0,22
Chippewa,2018,1,16,0,22
Chippewa,2018,2,17,0,22
Chippewa,2018,3,18,0,22
Chippewa,2018,4,19,0,22
Chippewa,2018,5,20,0,22
Chippewa,2018,6,21,0,22
Chippewa,2018,7,22,1,22
Chippewa,2018,8,23,1,22
Chippewa,2018,9,24,1,22
Chippewa,2018,10,25,1,22
Chippewa,2018,11,26,1,22
Chippewa,2018,12,27,1,22
Chippewa,2019,1,28,1,22
Chippewa,2019,2,29,1,22
Chippewa,2019,3,30,1,22
Chippewa,2019,4,31,1,22
Chippewa,2019,5,32,1,22
Chippewa,2019,6,33,1,22
Chippewa,2019,7,34,1,22
Chippewa,2019,8,35,1,22
Chippewa,2019,9,36,1,22
Chippewa,2019,10,37,1,22
Chippewa,2019,11,38,1,22
Chippewa,2019,12,39,1,22
Clare,2016,10,1,0,22
Clare,2016,11,2,0,22
Clare,2016,12,3,0,22
Clare,2017,1,4,0,22
Clare,2017,2,5,0,22
Clare,2017,3,6,0,22
Clare,2017,4,7,0,22
Clare,2017,5,8,0,22
Clare,2017,6,9,0,22
Clare,2017,7,10,0,22
Clare,2017,8,11,0,22
Clare,2017,9,12,0,22
Clare,2017,10,13,0,22
Clare,2017,11,14,0,22
Clare,2017,12,15,0,22
Clare,2018,1,16,0,22
Clare,2018,2,17,0,22
Clare,2018,3,18,0,22
Clare,2018,4,19,0,22
Clare,2018,5,20,0,22
Clare,2018,6,21,0,22
Clare,2018,7,22,1,22
Clare,2018,8,23,1,22
Clare,2018,9,24,1,22
Clare,2018,10,25,1,22
Clare,2018,11,26,1,22
Clare,2018,12,27,1,22
Clare,2019,1,28,1,22
Clare,2019,2,29,1,22
Clare,2019,3,30,1,22
Clare,2019,4,31,1,22
Clare,2019,5,32,1,22
Clare,2019,6,33,1,22
Clare,2019,7,34,1,22
Clare,2019,8,35,1,22
Clare,2019,9,36,1,22
Clare,2019,10,37,1,22
Clare,2019,11,38,1,22
Clare,2019,12,39,1,22
Clinton,2016,10,1,0,16
Clinton,2016,11,2,0,16
Clinton,2016,12,3,0,16
Clinton,2017,1,4,0,16
Clinton,2017,2,5,0,16
Clinton,2017,3,6,0,16
Clinton,2017,4,7,0,16
Clinton,2017,5,8,0,16
Clinton,2017,6,9,0,16
Clinton,2017,7,10,0,16
Clinton,2017,8,11,0,16
Clinton,2017,9,12,0,16
Clinton,2017,10,13,0,16
Clinton,2017,11,14,0,16
Clinton,2017,12,15,0,16
Clinton,2018,1,16,1,16
Clinton,2018,2,17,1,16
Clinton,2018,3,18,1,16
Clinton,2018,4,19,1,16
Clinton,2018,5,20,1,16
Clinton,2018,6,21,1,16
Clinton,2018,7,22,1,16
Clinton,2018,8,23,1,16
Clinton,2018,9,24,1,16
Clinton,2018,10,25,1,16
Clinton,2018,11,26,1,16
Clinton,2018,12,27,1,16
Clinton,2019,1,28,1,16
Clinton,2019,2,29,1,16
Clinton,2019,3,30,1,16
Clinton,2019,4,31,1,16
Clinton,2019,5,32,1,16
Clinton,2019,6,33,1,16
Clinton,2019,7,34,1,16
Clinton,2019,8,35,1,16
Clinton,2019,9,36,1,16
Clinton,2019,10,37,1,16
Clinton,2019,11,38,1,16
Clinton,2019,12,39,1,16
Crawford,2016,10,1,0,22
Crawford,2016,11,2,0,22
Crawford,2016,12,3,0,22
Crawford,2017,1,4,0,22
Crawford,2017,2,5,0,22
Crawford,2017,3,6,0,22
Crawford,2017,4,7,0,22
Crawford,2017,5,8,0,22
Crawford,2017,6,9,0,22
Crawford,2017,7,10,0,22
Crawford,2017,8,11,0,22
Crawford,2017,9,12,0,22
Crawford,2017,10,13,0,22
Crawford,2017,11,14,0,22
Crawford,2017,12,15,0,22
Crawford,2018,1,16,0,22
Crawford,2018,2,17,0,22
Crawford,2018,3,18,0,22
Crawford,2018,4,19,0,22
Crawford,2018,5,20,0,22
Crawford,2018,6,21,0,22
Crawford,2018,7,22,1,22
Crawford,2018,8,23,1,22
Crawford,2018,9,24,1,22
Crawford,2018,10,25,1,22
Crawford,2018,11,26,1,22
Crawford,2018,12,27,1,22
Crawford,2019,1,28,1,22
Crawford,2019,2,29,1,22
Crawford,2019,3,30,1,22
Crawford,2019,4,31,1,22
Crawford,2019,5,32,1,22
Crawford,2019,6,33,1,22
Crawford,2019,7,34,1,22
Crawford,2019,8,35,1,22
Crawford,2019,9,36,1,22
Crawford,2019,10,37,1,22
Crawford,2019,11,38,1,22
Crawford,2019,12,39,1,22
Delta,2016,10,1,0,22
Delta,2016,11,2,0,22
Delta,2016,12,3,0,22
Delta,2017,1,4,0,22
Delta,2017,2,5,0,22
Delta,2017,3,6,0,22
Delta,2017,4,7,0,22
Delta,2017,5,8,0,22
Delta,2017,6,9,0,22
Delta,2017,7,10,0,22
Delta,2017,8,11,0,22
Delta,2017,9,12,0,22
Delta,2017,10,13,0,22
Delta,2017,11,14,0,22
Delta,2017,12,15,0,22
Delta,2018,1,16,0,22
Delta,2018,2,17,0,22
Delta,2018,3,18,0,22
Delta,2018,4,19,0,22
Delta,2018,5,20,0,22
Delta,2018,6,21,0,22
Delta,2018,7,22,1,22
Delta,2018,8,23,1,22
Delta,2018,9,24,1,22
Delta,2018,10,25,1,22
Delta,2018,11,26,1,22
Delta,2018,12,27,1,22
Delta,2019,1,28,1,22
Delta,2019,2,29,1,22
Delta,2019,3,30,1,22
Delta,2019,4,31,1,22
Delta,2019,5,32,1,22
Delta,2019,6,33,1,22
Delta,2019,7,34,1,22
Delta,2019,8,35,1,22
Delta,2019,9,36,1,22
Delta,2019,10,37,1,22
Delta,2019,11,38,1,22
Delta,2019,12,39,1,22
Dickinson,2016,10,1,0,22
Dickinson,2016,11,2,0,22
Dickinson,2016,12,3,0,22
Dickinson,2017,1,4,0,22
Dickinson,2017,2,5,0,22
Dickinson,2017,3,6,0,22
Dickinson,2017,4,7,0,22
Dickinson,2017,5,8,0,22
Dickinson,2017,6,9,0,22
Dickinson,2017,7,10,0,22
Dickinson,2017,8,11,0,22
Dickinson,2017,9,12,0,22
Dickinson,2017,10,13,0,22
Dickinson,2017,11,14,0,22
Dickinson,2017,12,15,0,22
Dickinson,2018,1,16,0,22
Dickinson,2018,2,17,0,22
Dickinson,2018,3,18,0,22
Dickinson,2018,4,19,0,22
Dickinson,2018,5,20,0,22
Dickinson,2018,6,21,0,22
Dickinson,2018,7,22,1,22
Dickinson,2018,8,23,1,22
Dickinson,2018,9,24,1,22
Dickinson,2018,10,25,1,22
Dickinson,2018,11,26,1,22
Dickinson,2018,12,27,1,22
Dickinson,2019,1,28,1,22
Dickinson,2019,2,29,1,22
Dickinson,2019,3,30,1,22
Dickinson,2019,4,31,1,22
Dickinson,2019,5,32,1,22
Dickinson,2019,6,33,1,22
Dickinson,2019,7,34,1,22
Dickinson,2019,8,35,1,22
Dickinson,2019,9,36,1,22
Dickinson,2019,10,37,1,22
Dickinson,2019,11,38,1,22
Dickinson,2019,12,39,1,22
Eaton,2016,10,1,0,16
Eaton,2016,11,2,0,16
Eaton,2016,12,3,0,16
Eaton,2017,1,4,0,16
Eaton,2017,2,5,0,16
Eaton,2017,3,6,0,16
Eaton,2017,4,7,0,16
Eaton,2017,5,8,0,16
Eaton,2017,6,9,0,16
Eaton,2017,7,10,0,16
Eaton,2017,8,11,0,16
Eaton,2017,9,12,0,16
Eaton,2017,10,13,0,16
Eaton,2017,11,14,0,16
