county,year,month,t,G,treated
Oakland,2018,10,24226,24205,1
Oakland,2018,11,24227,24205,1
Oakland,2018,12,24228,24205,1
Oakland,2019,1,24229,24205,1
Oakland,2019,2,24230,24205,1
Oakland,2019,3,24231,24205,1
Oakland,2019,4,24232,24205,1
Oakland,2019,5,24233,24205,1
Oakland,2019,6,24234,24205,1
Oakland,2019,7,24235,24205,1
Oakland,2019,8,24236,24205,1
Oakland,2019,9,24237,24205,1
Oakland,2019,10,24238,24205,1
Oakland,2019,11,24239,24205,1
Oakland,2019,12,24240,24205,1
Oakland,2020,1,24241,24205,0
Oakland,2020,2,24242,24205,0
Oakland,2020,3,24243,24205,0
Oakland,2020,4,24244,24205,0
Oakland,2020,5,24245,24205,0
Oakland,2020,6,24246,24205,0
Oakland,2020,7,24247,24205,0
Oakland,2020,8,24248,24205,0
Oakland,2020,9,24249,24205,0
Oakland,2020,10,24250,24205,0
Oakland,2020,11,24251,24205,0
Oakland,2020,12,24252,24205,0
Oakland,2021,1,24253,24205,0
Oakland,2021,2,24254,24205,0
Oakland,2021,3,24255,24205,0
Oakland,2021,4,24256,24205,0
Oakland,2021,5,24257,24205,0
Oakland,2021,6,24258,24205,0
Oakland,2021,7,24259,24205,0
Oakland,2021,8,24260,24205,0
Oakland,2021,9,24261,24205,0
Oakland,2021,10,24262,24205,0
Oakland,2021,11,24263,24205,0
Oakland,2021,12,24264,24205,0
Oakland,2022,1,24265,24205,0
Oakland,2022,2,24266,24205,0
Oakland,2022,3,24267,24205,0
Oakland,2022,4,24268,24205,0
Oakland,2022,5,24269,24205,0
Oakland,2022,6,24270,24205,0
Oakland,2022,7,24271,24205,0
Oakland,2022,8,24272,24205,0
Oakland,2022,9,24273,24205,0
Oakland,2023,10,24286,24205,0
Oakland,2023,11,24287,24205,0
Oakland,2023,12,24288,24205,0
Oakland,2024,1,24289,24205,0
Oakland,2024,2,24290,24205,0
Oakland,2024,3,24291,24205,0
Oakland,2024,4,24292,24205,0
Oakland,2024,5,24293,24205,0
Oakland,2024,6,24294,24205,0
Oakland,2024,7,24295,24205,0
Oakland,2024,8,24296,24205,0
Oakland,2024,9,24297,24205,0
Oceana,2016,10,24202,24223,0
Oceana,2016,11,24203,24223,0
Oceana,2016,12,24204,24223,0
Oceana,2017,1,24205,24223,0
Oceana,2017,2,24206,24223,0
Oceana,2017,3,24207,24223,0
Oceana,2017,4,24208,24223,0
Oceana,2017,5,24209,24223,0
Oceana,2017,6,24210,24223,0
Oceana,2017,7,24211,24223,0
Oceana,2017,8,24212,24223,0
Oceana,2017,9,24213,24223,0
Oceana,2017,10,24214,24223,0
Oceana,2017,11,24215,24223,0
Oceana,2017,12,24216,24223,0
Oceana,2018,1,24217,24223,0
Oceana,2018,2,24218,24223,0
Oceana,2018,3,24219,24223,0
Oceana,2018,4,24220,24223,0
Oceana,2018,5,24221,24223,0
Oceana,2018,6,24222,24223,0
Oceana,2018,7,24223,24223,1
Oceana,2018,8,24224,24223,1
Oceana,2018,9,24225,24223,1
Oceana,2018,10,24226,24223,1
Oceana,2018,11,24227,24223,1
Oceana,2018,12,24228,24223,1
Oceana,2019,1,24229,24223,0
Oceana,2019,2,24230,24223,0
Oceana,2019,3,24231,24223,0
Oceana,2019,4,24232,24223,0
Oceana,2019,5,24233,24223,0
Oceana,2019,6,24234,24223,0
Oceana,2019,7,24235,24223,0
Oceana,2019,8,24236,24223,0
Oceana,2019,9,24237,24223,0
Oceana,2019,10,24238,24223,0
Oceana,2019,11,24239,24223,0
Oceana,2019,12,24240,24223,0
Oceana,2020,1,24241,24223,0
Oceana,2020,2,24242,24223,0
Oceana,2020,3,24243,24223,0
Oceana,2020,4,24244,24223,0
Oceana,2020,5,24245,24223,0
Oceana,2020,6,24246,24223,0
Oceana,2020,7,24247,24223,0
Oceana,2020,8,24248,24223,0
Oceana,2020,9,24249,24223,0
Oceana,2020,10,24250,24223,0
Oceana,2020,11,24251,24223,0
Oceana,2020,12,24252,24223,0
Oceana,2021,1,24253,24223,0
Oceana,2021,2,24254,24223,0
Oceana,2021,3,24255,24223,0
Oceana,2021,4,24256,24223,0
Oceana,2021,5,24257,24223,0
Oceana,2021,6,24258,24223,0
Oceana,2021,7,24259,24223,0
Oceana,2021,8,24260,24223,0
Oceana,2021,9,24261,24223,0
Oceana,2021,10,24262,24223,0
Oceana,2021,11,24263,24223,0
Oceana,2021,12,24264,24223,0
Oceana,2022,1,24265,24223,0
Oceana,2022,2,24266,24223,0
Oceana,2022,3,24267,24223,0
Oceana,2022,4,24268,24223,0
Oceana,2022,5,24269,24223,0
Oceana,2022,6,24270,24223,0
Oceana,2022,7,24271,24223,0
Oceana,2022,8,24272,24223,0
Oceana,2022,9,24273,24223,0
Oceana,2023,10,24286,24223,0
Oceana,2023,11,24287,24223,0
Oceana,2023,12,24288,24223,0
Oceana,2024,1,24289,24223,0
Oceana,2024,2,24290,24223,0
Oceana,2024,3,24291,24223,0
Oceana,2024,4,24292,24223,0
Oceana,2024,5,24293,24223,0
Oceana,2024,6,24294,24223,0
Oceana,2024,7,24295,24223,0
Oceana,2024,8,24296,24223,0
Oceana,2024,9,24297,24223,0
Ogemaw,2016,10,24202,24223,0
Ogemaw,2016,11,24203,24223,0
Ogemaw,2016,12,24204,24223,0
Ogemaw,2017,1,24205,24223,0
Ogemaw,2017,2,24206,24223,0
Ogemaw,2017,3,24207,24223,0
Ogemaw,2017,4,24208,24223,0
Ogemaw,2017,5,24209,24223,0
Ogemaw,2017,6,24210,24223,0
Ogemaw,2017,7,24211,24223,0
Ogemaw,2017,8,24212,24223,0
Ogemaw,2017,9,24213,24223,0
Ogemaw,2017,10,24214,24223,0
Ogemaw,2017,11,24215,24223,0
Ogemaw,2017,12,24216,24223,0
Ogemaw,2018,1,24217,24223,0
Ogemaw,2018,2,24218,24223,0
Ogemaw,2018,3,24219,24223,0
Ogemaw,2018,4,24220,24223,0
Ogemaw,2018,5,24221,24223,0
Ogemaw,2018,6,24222,24223,0
Ogemaw,2018,7,24223,24223,1
Ogemaw,2018,8,24224,24223,1
Ogemaw,2018,9,24225,24223,1
Ogemaw,2018,10,24226,24223,1
Ogemaw,2018,11,24227,24223,1
Ogemaw,2018,12,24228,24223,1
Ogemaw,2019,1,24229,24223,0
Ogemaw,2019,2,24230,24223,0
Ogemaw,2019,3,24231,24223,0
Ogemaw,2019,4,24232,24223,0
Ogemaw,2019,5,24233,24223,0
Ogemaw,2019,6,24234,24223,0
Ogemaw,2019,7,24235,24223,0
Ogemaw,2019,8,24236,24223,0
Ogemaw,2019,9,24237,24223,0
Ogemaw,2019,10,24238,24223,0
Ogemaw,2019,11,24239,24223,0
Ogemaw,2019,12,24240,24223,0
Ogemaw,2020,1,24241,24223,0
Ogemaw,2020,2,24242,24223,0
Ogemaw,2020,3,24243,24223,0
Ogemaw,2020,4,24244,24223,0
Ogemaw,2020,5,24245,24223,0
Ogemaw,2020,6,24246,24223,0
Ogemaw,2020,7,24247,24223,0
Ogemaw,2020,8,24248,24223,0
Ogemaw,2020,9,24249,24223,0
Ogemaw,2020,10,24250,24223,0
Ogemaw,2020,11,24251,24223,0
Ogemaw,2020,12,24252,24223,0
Ogemaw,2021,1,24253,24223,0
Ogemaw,2021,2,24254,24223,0
Ogemaw,2021,3,24255,24223,0
Ogemaw,2021,4,24256,24223,0
Ogemaw,2021,5,24257,24223,0
Ogemaw,2021,6,24258,24223,0
Ogemaw,2021,7,24259,24223,0
Ogemaw,2021,8,24260,24223,0
Ogemaw,2021,9,24261,24223,0
Ogemaw,2021,10,24262,24223,0
Ogemaw,2021,11,24263,24223,0
Ogemaw,2021,12,24264,24223,0
Ogemaw,2022,1,24265,24223,0
Ogemaw,2022,2,24266,24223,0
Ogemaw,2022,3,24267,24223,0
Ogemaw,2022,4,24268,24223,0
Ogemaw,2022,5,24269,24223,0
Ogemaw,2022,6,24270,24223,0
Ogemaw,2022,7,24271,24223,0
Ogemaw,2022,8,24272,24223,0
Ogemaw,2022,9,24273,24223,0
Ogemaw,2023,10,24286,24223,0
Ogemaw,2023,11,24287,24223,0
Ogemaw,2023,12,24288,24223,0
Ogemaw,2024,1,24289,24223,0
Ogemaw,2024,2,24290,24223,0
Ogemaw,2024,3,24291,24223,0
Ogemaw,2024,4,24292,24223,0
Ogemaw,2024,5,24293,24223,0
Ogemaw,2024,6,24294,24223,0
Ogemaw,2024,7,24295,24223,0
Ogemaw,2024,8,24296,24223,0
Ogemaw,2024,9,24297,24223,0
Ontonagon,2016,10,24202,24223,0
Ontonagon,2016,11,24203,24223,0
Ontonagon,2016,12,24204,24223,0
Ontonagon,2017,1,24205,24223,0
Ontonagon,2017,2,24206,24223,0
Ontonagon,2017,3,24207,24223,0
Ontonagon,2017,4,24208,24223,0
Ontonagon,2017,5,24209,24223,0
Ontonagon,2017,6,24210,24223,0
Ontonagon,2017,7,24211,24223,0
Ontonagon,2017,8,24212,24223,0
Ontonagon,2017,9,24213,24223,0
Ontonagon,2017,10,24214,24223,0
Ontonagon,2017,11,24215,24223,0
Ontonagon,2017,12,24216,24223,0
Ontonagon,2018,1,24217,24223,0
Ontonagon,2018,2,24218,24223,0
Ontonagon,2018,3,24219,24223,0
Ontonagon,2018,4,24220,24223,0
Ontonagon,2018,5,24221,24223,0
Ontonagon,2018,6,24222,24223,0
Ontonagon,2018,7,24223,24223,1
Ontonagon,2018,8,24224,24223,1
Ontonagon,2018,9,24225,24223,1
Ontonagon,2018,10,24226,24223,1
Ontonagon,2018,11,24227,24223,1
Ontonagon,2018,12,24228,24223,1
Ontonagon,2019,1,24229,24223,0
Ontonagon,2019,2,24230,24223,0
Ontonagon,2019,3,24231,24223,0
Ontonagon,2019,4,24232,24223,0
Ontonagon,2019,5,24233,24223,0
Ontonagon,2019,6,24234,24223,0
Ontonagon,2019,7,24235,24223,0
Ontonagon,2019,8,24236,24223,0
Ontonagon,2019,9,24237,24223,0
Ontonagon,2019,10,24238,24223,0
Ontonagon,2019,11,24239,24223,0
Ontonagon,2019,12,24240,24223,0
Ontonagon,2020,1,24241,24223,0
Ontonagon,2020,2,24242,24223,0
Ontonagon,2020,3,24243,24223,0
Ontonagon,2020,4,24244,24223,0
Ontonagon,2020,5,24245,24223,0
Ontonagon,2020,6,24246,24223,0
Ontonagon,2020,7,24247,24223,0
Ontonagon,2020,8,24248,24223,0
Ontonagon,2020,9,24249,24223,0
Ontonagon,2020,10,24250,24223,0
Ontonagon,2020,11,24251,24223,0
Ontonagon,2020,12,24252,24223,0
Ontonagon,2021,1,24253,24223,0
Ontonagon,2021,2,24254,24223,0
Ontonagon,2021,3,24255,24223,0
Ontonagon,2021,4,24256,24223,0
Ontonagon,2021,5,24257,24223,0
Ontonagon,2021,6,24258,24223,0
Ontonagon,2021,7,24259,24223,0
Ontonagon,2021,8,24260,24223,0
Ontonagon,2021,9,24261,24223,0
Ontonagon,2021,10,24262,24223,0
Ontonagon,2021,11,24263,24223,0
Ontonagon,2021,12,24264,24223,0
Ontonagon,2022,1,24265,24223,0
Ontonagon,2022,2,24266,24223,0
Ontonagon,2022,3,24267,24223,0
Ontonagon,2022,4,24268,24223,0
Ontonagon,2022,5,24269,24223,0
Ontonagon,2022,6,24270,24223,0
Ontonagon,2022,7,24271,24223,0
Ontonagon,2022,8,24272,24223,0
Ontonagon,2022,9,24273,24223,0
Ontonagon,2023,10,24286,24223,0
Ontonagon,2023,11,24287,24223,0
Ontonagon,2023,12,24288,24223,0
Ontonagon,2024,1,24289,24223,0
Ontonagon,2024,2,24290,24223,0
Ontonagon,2024,3,24291,24223,0
Ontonagon,2024,4,24292,24223,0
Ontonagon,2024,5,24293,24223,0
Ontonagon,2024,6,24294,24223,0
Ontonagon,2024,7,24295,24223,0
Ontonagon,2024,8,24296,24223,0
Ontonagon,2024,9,24297,24223,0
Osceola,2016,10,24202,24223,0
Osceola,2016,11,24203,24223,0
Osceola,2016,12,24204,24223,0
Osceola,2017,1,24205,24223,0
Osceola,2017,2,24206,24223,0
Osceola,2017,3,24207,24223,0
Osceola,2017,4,24208,24223,0
Osceola,2017,5,24209,24223,0
Osceola,2017,6,24210,24223,0
Osceola,2017,7,24211,24223,0
Osceola,2017,8,24212,24223,0
Osceola,2017,9,24213,24223,0
Osceola,2017,10,24214,24223,0
Osceola,2017,11,24215,24223,0
Osceola,2017,12,24216,24223,0
Osceola,2018,1,24217,24223,0
Osceola,2018,2,24218,24223,0
Osceola,2018,3,24219,24223,0
Osceola,2018,4,24220,24223,0
Osceola,2018,5,24221,24223,0
Osceola,2018,6,24222,24223,0
Osceola,2018,7,24223,24223,1
Osceola,2018,8,24224,24223,1
Osceola,2018,9,24225,24223,1
Osceola,2018,10,24226,24223,1
Osceola,2018,11,24227,24223,1
Osceola,2018,12,24228,24223,1
Osceola,2019,1,24229,24223,0
Osceola,2019,2,24230,24223,0
Osceola,2019,3,24231,24223,0
Osceola,2019,4,24232,24223,0
Osceola,2019,5,24233,24223,0
Osceola,2019,6,24234,24223,0
Osceola,2019,7,24235,24223,0
Osceola,2019,8,24236,24223,0
Osceola,2019,9,24237,24223,0
Osceola,2019,10,24238,24223,0
Osceola,2019,11,24239,24223,0
Osceola,2019,12,24240,24223,0
Osceola,2020,1,24241,24223,0
Osceola,2020,2,24242,24223,0
Osceola,2020,3,24243,24223,0
Osceola,2020,4,24244,24223,0
Osceola,2020,5,24245,24223,0
Osceola,2020,6,24246,24223,0
Osceola,2020,7,24247,24223,0
Osceola,2020,8,24248,24223,0
Osceola,2020,9,24249,24223,0
Osceola,2020,10,24250,24223,0
Osceola,2020,11,24251,24223,0
Osceola,2020,12,24252,24223,0
Osceola,2021,1,24253,24223,0
Osceola,2021,2,24254,24223,0
Osceola,2021,3,24255,24223,0
Osceola,2021,4,24256,24223,0
Osceola,2021,5,24257,24223,0
Osceola,2021,6,24258,24223,0
Osceola,2021,7,24259,24223,0
Osceola,2021,8,24260,24223,0
Osceola,2021,9,24261,24223,0
Osceola,2021,10,24262,24223,0
Osceola,2021,11,24263,24223,0
Osceola,2021,12,24264,24223,0
Osceola,2022,1,24265,24223,0
Osceola,2022,2,24266,24223,0
Osceola,2022,3,24267,24223,0
Osceola,2022,4,24268,24223,0
Osceola,2022,5,24269,24223,0
Osceola,2022,6,24270,24223,0
Osceola,2022,7,24271,24223,0
Osceola,2022,8,24272,24223,0
Osceola,2022,9,24273,24223,0
Osceola,2023,10,24286,24223,0
Osceola,2023,11,24287,24223,0
Osceola,2023,12,24288,24223,0
Osceola,2024,1,24289,24223,0
Osceola,2024,2,24290,24223,0
Osceola,2024,3,24291,24223,0
Osceola,2024,4,24292,24223,0
Osceola,2024,5,24293,24223,0
Osceola,2024,6,24294,24223,0
Osceola,2024,7,24295,24223,0
Osceola,2024,8,24296,24223,0
Osceola,2024,9,24297,24223,0
Oscoda,2016,10,24202,24223,0
Oscoda,2016,11,24203,24223,0
Oscoda,2016,12,24204,24223,0
Oscoda,2017,1,24205,24223,0
Oscoda,2017,2,24206,24223,0
Oscoda,2017,3,24207,24223,0
Oscoda,2017,4,24208,24223,0
Oscoda,2017,5,24209,24223,0
Oscoda,2017,6,24210,24223,0
Oscoda,2017,7,24211,24223,0
Oscoda,2017,8,24212,24223,0
Oscoda,2017,9,24213,24223,0
Oscoda,2017,10,24214,24223,0
Oscoda,2017,11,24215,24223,0
Oscoda,2017,12,24216,24223,0
Oscoda,2018,1,24217,24223,0
Oscoda,2018,2,24218,24223,0
Oscoda,2018,3,24219,24223,0
Oscoda,2018,4,24220,24223,0
Oscoda,2018,5,24221,24223,0
Oscoda,2018,6,24222,24223,0
Oscoda,2018,7,24223,24223,1
Oscoda,2018,8,24224,24223,1
Oscoda,2018,9,24225,24223,1
Oscoda,2018,10,24226,24223,1
Oscoda,2018,11,24227,24223,1
Oscoda,2018,12,24228,24223,1
Oscoda,2019,1,24229,24223,0
Oscoda,2019,2,24230,24223,0
Oscoda,2019,3,24231,24223,0
Oscoda,2019,4,24232,24223,0
Oscoda,2019,5,24233,24223,0
Oscoda,2019,6,24234,24223,0
Oscoda,2019,7,24235,24223,0
Oscoda,2019,8,24236,24223,0
Oscoda,2019,9,24237,24223,0
Oscoda,2019,10,24238,24223,0
Oscoda,2019,11,24239,24223,0
Oscoda,2019,12,24240,24223,0
Oscoda,2020,1,24241,24223,0
Oscoda,2020,2,24242,24223,0
Oscoda,2020,3,24243,24223,0
Oscoda,2020,4,24244,24223,0
Oscoda,2020,5,24245,24223,0
Oscoda,2020,6,24246,24223,0
Oscoda,2020,7,24247,24223,0
Oscoda,2020,8,24248,24223,0
Oscoda,2020,9,24249,24223,0
Oscoda,2020,10,24250,24223,0
Oscoda,2020,11,24251,24223,0
Oscoda,2020,12,24252,24223,0
Oscoda,2021,1,24253,24223,0
Oscoda,2021,2,24254,24223,0
Oscoda,2021,3,24255,24223,0
Oscoda,2021,4,24256,24223,0
Oscoda,2021,5,24257,24223,0
Oscoda,2021,6,24258,24223,0
Oscoda,2021,7,24259,24223,0
Oscoda,2021,8,24260,24223,0
Oscoda,2021,9,24261,24223,0
Oscoda,2021,10,24262,24223,0
Oscoda,2021,11,24263,24223,0
Oscoda,2021,12,24264,24223,0
Oscoda,2022,1,24265,24223,0
Oscoda,2022,2,24266,24223,0
Oscoda,2022,3,24267,24223,0
Oscoda,2022,4,24268,24223,0
Oscoda,2022,5,24269,24223,0
Oscoda,2022,6,24270,24223,0
Oscoda,2022,7,24271,24223,0
Oscoda,2022,8,24272,24223,0
Oscoda,2022,9,24273,24223,0
Oscoda,2023,10,24286,24223,0
Oscoda,2023,11,24287,24223,0
Oscoda,2023,12,24288,24223,0
Oscoda,2024,1,24289,24223,0
Oscoda,2024,2,24290,24223,0
Oscoda,2024,3,24291,24223,0
Oscoda,2024,4,24292,24223,0
Oscoda,2024,5,24293,24223,0
Oscoda,2024,6,24294,24223,0
Oscoda,2024,7,24295,24223,0
Oscoda,2024,8,24296,24223,0
Oscoda,2024,9,24297,24223,0
Otsego,2016,10,24202,24223,0
Otsego,2016,11,24203,24223,0
Otsego,2016,12,24204,24223,0
Otsego,2017,1,24205,24223,0
Otsego,2017,2,24206,24223,0
Otsego,2017,3,24207,24223,0
Otsego,2017,4,24208,24223,0
Otsego,2017,5,24209,24223,0
Otsego,2017,6,24210,24223,0
Otsego,2017,7,24211,24223,0
Otsego,2017,8,24212,24223,0
Otsego,2017,9,24213,24223,0
Otsego,2017,10,24214,24223,0
Otsego,2017,11,24215,24223,0
Otsego,2017,12,24216,24223,0
Otsego,2018,1,24217,24223,0
Otsego,2018,2,24218,24223,0
Otsego,2018,3,24219,24223,0
Otsego,2018,4,24220,24223,0
Otsego,2018,5,24221,24223,0
Otsego,2018,6,24222,24223,0
Otsego,2018,7,24223,24223,1
Otsego,2018,8,24224,24223,1
Otsego,2018,9,24225,24223,1
Otsego,2018,10,24226,24223,1
Otsego,2018,11,24227,24223,1
Otsego,2018,12,24228,24223,1
Otsego,2019,1,24229,24223,0
Otsego,2019,2,24230,24223,0
Otsego,2019,3,24231,24223,0
Otsego,2019,4,24232,24223,0
Otsego,2019,5,24233,24223,0
Otsego,2019,6,24234,24223,0
Otsego,2019,7,24235,24223,0
Otsego,2019,8,24236,24223,0
Otsego,2019,9,24237,24223,0
Otsego,2019,10,24238,24223,0
Otsego,2019,11,24239,24223,0
Otsego,2019,12,24240,24223,0
Otsego,2020,1,24241,24223,0
Otsego,2020,2,24242,24223,0
Otsego,2020,3,24243,24223,0
Otsego,2020,4,24244,24223,0
Otsego,2020,5,24245,24223,0
Otsego,2020,6,24246,24223,0
Otsego,2020,7,24247,24223,0
Otsego,2020,8,24248,24223,0
Otsego,2020,9,24249,24223,0
Otsego,2020,10,24250,24223,0
Otsego,2020,11,24251,24223,0
Otsego,2020,12,24252,24223,0
Otsego,2021,1,24253,24223,0
Otsego,2021,2,24254,24223,0
Otsego,2021,3,24255,24223,0
Otsego,2021,4,24256,24223,0
Otsego,2021,5,24257,24223,0
Otsego,2021,6,24258,24223,0
Otsego,2021,7,24259,24223,0
Otsego,2021,8,24260,24223,0
Otsego,2021,9,24261,24223,0
Otsego,2021,10,24262,24223,0
Otsego,2021,11,24263,24223,0
Otsego,2021,12,24264,24223,0
Otsego,2022,1,24265,24223,0
Otsego,2022,2,24266,24223,0
Otsego,2022,3,24267,24223,0
Otsego,2022,4,24268,24223,0
Otsego,2022,5,24269,24223,0
Otsego,2022,6,24270,24223,0
Otsego,2022,7,24271,24223,0
Otsego,2022,8,24272,24223,0
Otsego,2022,9,24273,24223,0
Otsego,2023,10,24286,24223,0
Otsego,2023,11,24287,24223,0
Otsego,2023,12,24288,24223,0
Otsego,2024,1,24289,24223,0
Otsego,2024,2,24290,24223,0
Otsego,2024,3,24291,24223,0
Otsego,2024,4,24292,24223,0
Otsego,2024,5,24293,24223,0
Otsego,2024,6,24294,24223,0
Otsego,2024,7,24295,24223,0
Otsego,2024,8,24296,24223,0
Otsego,2024,9,24297,24223,0
Ottawa,2016,10,24202,24205,0
Ottawa,2016,11,24203,24205,0
Ottawa,2016,12,24204,24205,0
Ottawa,2017,1,24205,24205,1
Ottawa,2017,2,24206,24205,1
Ottawa,2017,3,24207,24205,1
Ottawa,2017,4,24208,24205,1
Ottawa,2017,5,24209,24205,1
Ottawa,2017,6,24210,24205,1
Ottawa,2017,7,24211,24205,1
Ottawa,2017,8,24212,24205,1
Ottawa,2017,9,24213,24205,1
Ottawa,2017,10,24214,24205,1
Ottawa,2017,11,24215,24205,1
Ottawa,2017,12,24216,24205,1
Ottawa,2018,1,24217,24205,1
Ottawa,2018,2,24218,24205,1
Ottawa,2018,3,24219,24205,1
Ottawa,2018,4,24220,24205,1
Ottawa,2018,5,24221,24205,1
Ottawa,2018,6,24222,24205,1
Ottawa,2018,7,24223,24205,1
Ottawa,2018,8,24224,24205,1
Ottawa,2018,9,24225,24205,1
Ottawa,2018,10,24226,24205,1
Ottawa,2018,11,24227,24205,1
Ottawa,2018,12,24228,24205,1
Ottawa,2019,1,24229,24205,1
Ottawa,2019,2,24230,24205,1
Ottawa,2019,3,24231,24205,1
Ottawa,2019,4,24232,24205,1
Ottawa,2019,5,24233,24205,1
Ottawa,2019,6,24234,24205,1
Ottawa,2019,7,24235,24205,1
Ottawa,2019,8,24236,24205,1
Ottawa,2019,9,24237,24205,1
Ottawa,2019,10,24238,24205,1
Ottawa,2019,11,24239,24205,1
Ottawa,2019,12,24240,24205,1
Ottawa,2020,1,24241,24205,0
Ottawa,2020,2,24242,24205,0
Ottawa,2020,3,24243,24205,0
Ottawa,2020,4,24244,24205,0
Ottawa,2020,5,24245,24205,0
Ottawa,2020,6,24246,24205,0
Ottawa,2020,7,24247,24205,0
Ottawa,2020,8,24248,24205,0
Ottawa,2020,9,24249,24205,0
Ottawa,2020,10,24250,24205,0
Ottawa,2020,11,24251,24205,0
Ottawa,2020,12,24252,24205,0
Ottawa,2021,1,24253,24205,0
Ottawa,2021,2,24254,24205,0
Ottawa,2021,3,24255,24205,0
Ottawa,2021,4,24256,24205,0
Ottawa,2021,5,24257,24205,0
Ottawa,2021,6,24258,24205,0
Ottawa,2021,7,24259,24205,0
Ottawa,2021,8,24260,24205,0
Ottawa,2021,9,24261,24205,0
Ottawa,2021,10,24262,24205,0
Ottawa,2021,11,24263,24205,0
Ottawa,2021,12,24264,24205,0
Ottawa,2022,1,24265,24205,0
Ottawa,2022,2,24266,24205,0
Ottawa,2022,3,24267,24205,0
Ottawa,2022,4,24268,24205,0
Ottawa,2022,5,24269,24205,0
Ottawa,2022,6,24270,24205,0
Ottawa,2022,7,24271,24205,0
Ottawa,2022,8,24272,24205,0
Ottawa,2022,9,24273,24205,0
Ottawa,2023,10,24286,24205,0
Ottawa,2023,11,24287,24205,0
Ottawa,2023,12,24288,24205,0
Ottawa,2024,1,24289,24205,0
Ottawa,2024,2,24290,24205,0
Ottawa,2024,3,24291,24205,0
Ottawa,2024,4,24292,24205,0
Ottawa,2024,5,24293,24205,0
Ottawa,2024,6,24294,24205,0
Ottawa,2024,7,24295,24205,0
Ottawa,2024,8,24296,24205,0
Ottawa,2024,9,24297,24205,0
Presque Isle,2016,10,24202,24223,0
Presque Isle,2016,11,24203,24223,0
Presque Isle,2016,12,24204,24223,0
Presque Isle,2017,1,24205,24223,0
Presque Isle,2017,2,24206,24223,0
Presque Isle,2017,3,24207,24223,0
Presque Isle,2017,4,24208,24223,0
Presque Isle,2017,5,24209,24223,0
Presque Isle,2017,6,24210,24223,0
Presque Isle,2017,7,24211,24223,0
Presque Isle,2017,8,24212,24223,0
Presque Isle,2017,9,24213,24223,0
Presque Isle,2017,10,24214,24223,0
Presque Isle,2017,11,24215,24223,0
Presque Isle,2017,12,24216,24223,0
Presque Isle,2018,1,24217,24223,0
Presque Isle,2018,2,24218,24223,0
Presque Isle,2018,3,24219,24223,0
Presque Isle,2018,4,24220,24223,0
Presque Isle,2018,5,24221,24223,0
Presque Isle,2018,6,24222,24223,0
Presque Isle,2018,7,24223,24223,1
Presque Isle,2018,8,24224,24223,1
Presque Isle,2018,9,24225,24223,1
Presque Isle,2018,10,24226,24223,1
Presque Isle,2018,11,24227,24223,1
Presque Isle,2018,12,24228,24223,1
Presque Isle,2019,1,24229,24223,0
Presque Isle,2019,2,24230,24223,0
Presque Isle,2019,3,24231,24223,0
Presque Isle,2019,4,24232,24223,0
Presque Isle,2019,5,24233,24223,0
Presque Isle,2019,6,24234,24223,0
Presque Isle,2019,7,24235,24223,0
Presque Isle,2019,8,24236,24223,0
Presque Isle,2019,9,24237,24223,0
Presque Isle,2019,10,24238,24223,0
Presque Isle,2019,11,24239,24223,0
Presque Isle,2019,12,24240,24223,0
Presque Isle,2020,1,24241,24223,0
Presque Isle,2020,2,24242,24223,0
Presque Isle,2020,3,24243,24223,0
Presque Isle,2020,4,24244,24223,0
Presque Isle,2020,5,24245,24223,0
Presque Isle,2020,6,24246,24223,0
Presque Isle,2020,7,24247,24223,0
Presque Isle,2020,8,24248,24223,0
Presque Isle,2020,9,24249,24223,0
Presque Isle,2020,10,24250,24223,0
Presque Isle,2020,11,24251,24223,0
Presque Isle,2020,12,24252,24223,0
Presque Isle,2021,1,24253,24223,0
Presque Isle,2021,2,24254,24223,0
Presque Isle,2021,3,24255,24223,0
Presque Isle,2021,4,24256,24223,0
Presque Isle,2021,5,24257,24223,0
Presque Isle,2021,6,24258,24223,0
Presque Isle,2021,7,24259,24223,0
Presque Isle,2021,8,24260,24223,0
Presque Isle,2021,9,24261,24223,0
Presque Isle,2021,10,24262,24223,0
Presque Isle,2021,11,24263,24223,0
Presque Isle,2021,12,24264,24223,0
Presque Isle,2022,1,24265,24223,0
Presque Isle,2022,2,24266,24223,0
Presque Isle,2022,3,24267,24223,0
Presque Isle,2022,4,24268,24223,0
Presque Isle,2022,5,24269,24223,0
Presque Isle,2022,6,24270,24223,0
Presque Isle,2022,7,24271,24223,0
Presque Isle,2022,8,24272,24223,0
Presque Isle,2022,9,24273,24223,0
Presque Isle,2023,10,24286,24223,0
Presque Isle,2023,11,24287,24223,0
Presque Isle,2023,12,24288,24223,0
Presque Isle,2024,1,24289,24223,0
Presque Isle,2024,2,24290,24223,0
Presque Isle,2024,3,24291,24223,0
Presque Isle,2024,4,24292,24223,0
Presque Isle,2024,5,24293,24223,0
Presque Isle,2024,6,24294,24223,0
Presque Isle,2024,7,24295,24223,0
Presque Isle,2024,8,24296,24223,0
Presque Isle,2024,9,24297,24223,0
Roscommon,2016,10,24202,24223,0
Roscommon,2016,11,24203,24223,0
Roscommon,2016,12,24204,24223,0
Roscommon,2017,1,24205,24223,0
Roscommon,2017,2,24206,24223,0
Roscommon,2017,3,24207,24223,0
Roscommon,2017,4,24208,24223,0
