id,county,baseline_outcome_log,baseline_y_raw,baseline_y_per1k_18_49,n_months,last_date,unemp_last,pop_18_49,att_hat,att_county,share_55_64,scenario,share_affected,att_used,baseline_log_scen,delta_log,obba_outcome_log,obba_y_per1k,baseline_y_per1k_scen,obba_y_raw_approx,baseline_y_raw_scen,pct_change_log,forecast_date,unemp_scenario,compliance_mult,att_scenario,baseline_outcome_log_scenario,share_55_64_scenario
26027,Cass,5.1385138195797015,3128.5833333333335,170.49500454132607,12,2019-12-01,3.6,18350,-0.0561947926472823,-0.0561947926472823,0.2690378777880428,baseline,0.2690378777880428,-0.0561947926472823,5.1385138195797015,-0.01511852775656394,5.123395291823138,166.90448764745804,169.46224232835516,3062.6973483308548,3109.632146725317,-1.511852775656394,2026-01-01,NA,NA,NA,NA,NA
26029,Charlevoix,4.691552323533538,927.8333333333334,109.06704282747542,12,2019-12-01,4.9,8507,-0.10497445429933536,-0.10497445429933536,0.30309526999866004,baseline,0.30309526999866004,-0.10497445429933536,4.691552323533538,-0.03181726056881905,4.659735062964719,104.60809895329137,108.02228638022972,889.9010977956498,918.9455902366142,-3.181726056881905,2026-01-01,NA,NA,NA,NA,NA
26031,Cheboygan,5.41697212918988,1833.25,225.71410982516622,12,2019-12-01,11.3,8122,-0.04646851766526944,-0.04646851766526944,0.3119298001253569,baseline,0.3119298001253569,-0.04646851766526944,5.41697212918988,-0.014494915427449113,5.40247721376243,220.95556712678393,224.19622408621794,1794.6011162037391,1820.9217320282619,-1.4494915427449113,2026-01-01,NA,NA,NA,NA,NA
26033,Chippewa,4.781666793170064,1947.5833333333333,119.41770392625749,12,2019-12-01,6.4,16309,-0.04946038736438,-0.04946038736438,0.21322156285014732,baseline,0.21322156285014732,-0.04946038736438,4.781666793170064,-0.010546021093006782,4.771120772077057,117.05147664303576,118.30303790177543,1908.9925325712702,1929.4042451400555,-1.054602109300678,2026-01-01,NA,NA,NA,NA,NA
26035,Clare,5.895815754515924,3710.9166666666665,363.6371059937939,12,2019-12-01,6.3,10205,-0.00604691981945269,-0.00604691981945269,0.29370308829427605,baseline,0.29370308829427605,-0.00604691981945269,5.895815754515924,-0.0017759990256411213,5.894039755490283,361.86822632839113,362.51325255822064,3692.8652496812315,3699.447742356642,-0.17759990256411212,2026-01-01,NA,NA,NA,NA,NA
26037,Clinton,4.312223581063272,2299,74.61378683629755,12,2019-12-01,2.5,30812,-0.11416523727119282,-0.11416523727119282,0.23351389789387825,baseline,0.23351389789387825,-0.11416523727119282,4.312223581063272,-0.026659169559175702,4.285564411504096,71.64353599867181,73.60619756689962,2207.4806311910756,2267.9541594313114,-2.66591695591757,2026-01-01,NA,NA,NA,NA,NA
26039,Crawford,5.591671693191632,1151.9166666666667,268.63728233830847,12,2019-12-01,6.1,4288,-0.04976884363794975,-0.04976884363794975,0.32323232323232326,baseline,0.32323232323232326,-0.04976884363794975,5.591671693191632,-0.016086898953680727,5.575584794237951,262.9038399652338,267.1835658362039,1127.3316657709224,1145.6831303056422,-1.6086898953680726,2026-01-01,NA,NA,NA,NA,NA
26041,Delta,5.363799570436147,2550.75,213.79180286648227,12,2019-12-01,6.4,11931,-0.05684241440577698,-0.05684241440577698,0.2944923559388475,baseline,0.2944923559388475,-0.05684241440577698,5.363799570436147,-0.01673965653560955,5.347059913900538,208.99000070651374,212.53474734063008,2493.4596984294153,2535.7520705210577,-1.6739656535609548,2026-01-01,NA,NA,NA,NA,NA
26043,Dickinson,5.053676294952427,1356.6666666666667,156.64088057576106,12,2019-12-01,4.6,8661,-0.07929353834116057,-0.07929353834116057,0.28988445165213866,baseline,0.28988445165213866,-0.07929353834116057,5.053676294952427,-0.022985963881585164,5.030690331070842,152.03862355507064,155.59710471133545,1316.8065186104668,1347.6265239048764,-2.2985963881585163,2026-01-01,NA,NA,NA,NA,NA
26045,Eaton,4.650036298109796,4515.5,104.59083223310866,12,2019-12-01,2.9,43173,-0.09929107878248317,-0.09929107878248317,0.2410185018861146,baseline,0.2410185018861146,-0.09929107878248317,4.650036298109796,-0.023930987058810273,4.626105311050985,101.11558020701484,103.58878188330259,4365.462944277452,4472.238480247823,-2.393098705881027,2026-01-01,NA,NA,NA,NA,NA
26047,Emmet,4.518631490601348,1094.6666666666667,91.86527917645742,12,2019-12-01,5.8,11916,-0.1299557717059399,-0.1299557717059399,0.2762271909534824,baseline,0.2762271909534824,-0.1299557717059399,4.518631490601348,-0.03589731776652382,4.4827341728348244,87.47625162957986,90.71000605565692,1042.3670144180737,1080.9004321592079,-3.589731776652382,2026-01-01,NA,NA,NA,NA,NA
26049,Genesee,5.590101885849897,42691.583333333336,267.83682781869663,12,2019-12-01,4,159394,-0.04085359391837609,-0.04085359391837609,0.23649237029501527,baseline,0.23649237029501527,-0.04085359391837609,5.590101885849897,-0.009661563260826782,5.58044032258907,264.188348502317,266.7628995745018,42110.03762117832,42520.40561477814,-0.9661563260826782,2026-01-01,NA,NA,NA,NA,NA
26051,Gladwin,5.67253718746911,2257.5833333333335,290.9631825407054,12,2019-12-01,6.1,7759,-0.01912083211387066,-0.01912083211387066,0.30996443863850787,baseline,0.30996443863850787,-0.01912083211387066,5.67253718746911,-0.005926777992477073,5.6666104094766325,288.0531003519391,289.771340690602,2235.0040056306957,2248.3358324183814,-0.5926777992477072,2026-01-01,NA,NA,NA,NA,NA
26053,Gogebic,5.608800610029132,1446,272.98470832546724,12,2019-12-01,4.5,5297,-0.03707379443596954,-0.03707379443596954,0.28545618789521227,baseline,0.28545618789521227,-0.03707379443596954,5.608800610029132,-0.010582944030502596,5.598217665998629,268.9448465239949,271.8168279305224,1424.600852037601,1439.813737547977,-1.0582944030502595,2026-01-01,NA,NA,NA,NA,NA
26055,Grand Traverse,4.525992906416298,3252.3333333333335,92.40108339488987,12,2019-12-01,3.2,35198,-0.12409615554811844,-0.12409615554811844,0.25387596899224807,baseline,0.25387596899224807,-0.12409615554811844,4.525992906416298,-0.03150503173799131,4.494487874678307,88.52231060141249,91.38761255624881,3115.8082885485164,3216.6611867548454,-3.150503173799131,2026-01-01,NA,NA,NA,NA,NA
26057,Gratiot,5.086317650348174,2849.5,161.82985006815085,12,2019-12-01,3.8,17608,-0.02897988515846026,-0.02897988515846026,0.20612585999144867,baseline,0.20612585999144867,-0.02897988515846026,5.086317650348174,-0.00597350375074104,5.080344146597433,159.82939529479174,160.7929854301649,2814.275992350693,2831.2428874543434,-0.597350375074104,2026-01-01,NA,NA,NA,NA,NA
26059,Hillsdale,5.193800173587412,3048.9166666666665,180.16407650337806,12,2019-12-01,3.6,16923,-0.03431356461077448,-0.03431356461077448,0.2592894454117734,baseline,0.2592894454117734,-0.03431356461077448,5.193800173587412,-0.008897145138028768,5.1849030284493836,177.55613408507958,179.15186211087857,3004.7824571218016,3031.786962502398,-0.8897145138028768,2026-01-01,NA,NA,NA,NA,NA
26061,Houghton,4.754680022914085,1919.8333333333333,116.22674254348792,12,2019-12-01,4.2,16518,-0.07707865500074429,-0.07707865500074429,0.1878916247462713,baseline,0.1878916247462713,-0.07707865500074429,4.754680022914085,-0.014482433721347153,4.740197589192738,113.45681487567828,115.12648940326346,1874.0796681164538,1901.6593519631058,-1.4482433721347154,2026-01-01,NA,NA,NA,NA,NA
26063,Huron,5.215039006394816,1835,184.0706189186478,12,2019-12-01,4.2,9969,-0.04876120165779841,-0.04876120165779841,0.30525775547445255,baseline,0.30525775547445255,-0.04876120165779841,5.215039006394816,-0.014884734972296698,5.2001542714225195,180.30020915898942,183.01899875737527,1797.4127851059657,1824.516398612274,-1.4884734972296698,2026-01-01,NA,NA,NA,NA,NA
26065,Ingham,4.866403936712423,18864.416666666668,129.857621440536,12,2019-12-01,2.8,145270,-0.0974640724582386,-0.0974640724582386,0.1714332701212336,baseline,0.1714332701212336,-0.0974640724582386,4.866403936712423,-0.0167085846608487,4.849695352051574,126.70147992554581,128.85311625607875,18405.92398878404,18718.49219852056,-1.67085846608487,2026-01-01,NA,NA,NA,NA,NA
26067,Ionia,4.824156705987046,3363,124.49561322326288,12,2019-12-01,2.7,27013,-0.04873189852138388,-0.04873189852138388,0.21684436030290952,baseline,0.21684436030290952,-0.04873189852138388,4.824156705987046,-0.01056723736121579,4.81358946862583,122.17295040917051,123.4814496473719,3300.2579094029234,3335.604399324457,-1.056723736121579,2026-01-01,NA,NA,NA,NA,NA
26069,Iosco,5.793373353327259,2463,328.44379250566743,12,2019-12-01,6.1,7499,-0.04195318701512465,-0.04195318701512465,0.33066044612917334,baseline,0.33066044612917334,-0.04195318701512465,5.793373353327259,-0.013872259534961759,5.779501093792297,322.5977052336726,327.1180175681807,2419.160191547311,2453.058013743787,-1.387225953496176,2026-01-01,NA,NA,NA,NA,NA
26071,Iron,5.6087803797539735,852.25,272.8946525776497,12,2019-12-01,6.2,3123,-0.05711410339570793,-0.05711410339570793,0.35830564784053154,baseline,0.35830564784053154,-0.05711410339570793,5.6087803797539735,-0.020464305818030232,5.588316073935943,266.28515210885115,271.8113088268522,831.6085300359421,848.8667174662595,-2.046430581803023,2026-01-01,NA,NA,NA,NA,NA
26073,Isabella,4.554467940012818,3661.8333333333335,95.06810668605154,12,2019-12-01,3.5,38518,-0.05369723536484534,-0.05369723536484534,0.15193736197550692,baseline,0.15193736197550692,-0.05369723536484534,4.554467940012818,-0.008158616286712498,4.546309323726105,93.28379443700703,94.0561661960017,3593.105194124637,3622.8554095375935,-0.8158616286712498,2026-01-01,NA,NA,NA,NA,NA
26075,Jackson,5.066392034454014,9987,158.73041101115737,12,2019-12-01,3.3,62918,-0.05814741964990883,-0.05814741964990883,0.2369639891482624,baseline,0.2369639891482624,-0.05814741964990883,5.066392034454014,-0.013778844518920454,5.0526131899350935,155.43071400468557,157.60106662875478,9779.389663746806,9915.943910147993,-1.3778844518920454,2026-01-01,NA,NA,NA,NA,NA
26077,Kalamazoo,4.801415320144892,14771.75,121.69638002339721,12,2019-12-01,2.7,121382,-0.10898290201576248,-0.10898290201576248,0.1857201766600728,baseline,0.1857201766600728,-0.10898290201576248,4.801415320144892,-0.020240323815294812,4.7811749963295975,118.24437946987527,120.6825154185478,14352.7392688124,14648.68508653417,-2.0240323815294814,2026-01-01,NA,NA,NA,NA,NA
26079,Kalkaska,5.311313820451587,1283.8333333333333,202.88137378845343,12,2019-12-01,5.8,6328,-0.03315870391108024,-0.03315870391108024,0.2717766692248657,baseline,0.2717766692248657,-0.03315870391108024,5.311313820451587,-0.009011762104766915,5.30230205834682,199.79852824766613,201.61625497390546,1264.3250867512313,1275.8276614748738,-0.9011762104766915,2026-01-01,NA,NA,NA,NA,NA
26081,Kent,4.7081696799199335,31396,110.85297046133421,12,2019-12-01,2.4,283222,-0.11293091556193774,-0.11293091556193774,0.19811932555123216,baseline,0.19811932555123216,-0.11293091556193774,4.7081696799199335,-0.022373796825014253,4.68579588309492,107.39650893550487,109.84908481039437,30417.05405373156,31111.677498169516,-2.2373796825014254,2026-01-01,NA,NA,NA,NA,NA
26083,Keweenaw,5.250940037352147,102.5,190.87523277467412,12,2019-12-01,7.7,537,-0.07436223478393018,-0.07436223478393018,0.3752362948960302,baseline,0.3752362948960302,-0.07436223478393018,5.250940037352147,-0.02790340946051066,5.223036627891636,184.49661388499456,189.74549209429847,99.07468165624208,101.89332925463827,-2.790340946051066,2026-01-01,NA,NA,NA,NA,NA
26085,Lake,6.17666445290839,1696.3333333333333,481.5025073327656,12,2019-12-01,5.1,3523,-0.00604691981945269,-0.00604691981945269,0.3475434618291761,baseline,0.3475434618291761,-0.00604691981945269,6.17666445290839,-0.0021015674474560444,6.174562885460934,479.3729999993238,480.3835978065368,1688.8310789976176,1692.391415072429,-0.21015674474560445,2026-01-01,NA,NA,NA,NA,NA
26087,Lapeer,4.832082820263798,4087.1666666666665,125.51566706589279,12,2019-12-01,5.1,32563,-0.07386161634499053,-0.07386161634499053,0.2644820452194473,baseline,0.2644820452194473,-0.07386161634499053,4.832082820263798,-0.019535071354137252,4.812547748909661,122.04470552743885,124.4720243608776,3974.141746089991,4053.182529263257,-1.9535071354137252,2026-01-01,NA,NA,NA,NA,NA
26089,Leelanau,4.046988808161709,358.3333333333333,57.342508134634876,12,2019-12-01,3.5,6249,-0.14674837630159787,-0.14674837630159787,0.34622007921474085,baseline,0.34622007921474085,-0.14674837630159787,4.046988808161709,-0.05080723446777381,3.996181573693935,53.39006854553377,56.224882249559315,333.6345383410405,351.3492891774962,-5.080723446777381,2026-01-01,NA,NA,NA,NA,NA
26091,Lenawee,5.001679337333896,5746.333333333333,148.68384737459462,12,2019-12-01,3.1,38648,-0.06587460443351413,-0.06587460443351413,0.23899117276166457,baseline,0.23899117276166457,-0.06587460443351413,5.001679337333896,-0.01574344896877629,4.98593588836512,145.34046929985007,147.6626042541537,5617.1184575006055,5706.8643292145325,-1.5743448968776288,2026-01-01,NA,NA,NA,NA,NA
26093,Livingston,4.021586550053112,3991.5,55.79474132990397,12,2019-12-01,3,71539,-0.14107190831992786,-0.14107190831992786,0.25562780536924207,baseline,0.25562780536924207,-0.14107190831992786,4.021586550053112,-0.03606190232307408,3.9855246477300375,52.81351521155983,54.789548560063174,3778.226064719779,3919.5895144383594,-3.606190232307408,2026-01-01,NA,NA,NA,NA,NA
26095,Luce,5.209623601335786,475.9166666666667,183.32691319979455,12,2019-12-01,6.9,2596,-0.01990862128967258,-0.01990862128967258,0.23692229558151345,baseline,0.23692229558151345,-0.01990862128967258,5.209623601335786,-0.004716796257812218,5.204906805077974,181.1638952276711,182.02515480317413,470.3014720110342,472.53730186904005,-0.4716796257812218,2026-01-01,NA,NA,NA,NA,NA
26097,Mackinac,5.037027487208267,520,154.3026706231454,12,2019-12-01,17.1,3370,-0.05737818763092051,-0.05737818763092051,0.33099967437316835,baseline,0.33099967437316835,-0.05737818763092051,5.037027487208267,-0.018992161421957244,5.018035325786309,150.11412193818393,153.01153269018036,505.88459093167984,515.6488651659079,-1.8992161421957243,2026-01-01,NA,NA,NA,NA,NA
26099,Macomb,5.041082278097904,54554.75,154.6511792720263,12,2019-12-01,3.5,352760,-0.08877422042977422,-0.08877422042977422,0.22900743605052004,baseline,0.22900743605052004,-0.08877422042977422,5.041082278097904,-0.020329956608006287,5.020752321489898,150.5252566309198,153.6372850399453,53099.28952912328,54197.08867069111,-2.0329956608006285,2026-01-01,NA,NA,NA,NA,NA
26101,Manistee,5.373588445632599,1763.5833333333333,215.75524019248022,12,2019-12-01,5.5,8174,-0.05836859475921153,-0.05836859475921153,0.30238010657193604,baseline,0.30238010657193604,-0.05836859475921153,5.373588445632599,-0.01764950190374453,5.355938943728854,210.86281024842674,214.63527646812918,1723.5926109706402,1754.4287498504877,-1.7649501903744529,2026-01-01,NA,NA,NA,NA,NA
26103,Marquette,4.810084648967252,3540.3333333333335,122.8003237368482,12,2019-12-01,4.4,28830,-0.0914639163050801,-0.0914639163050801,0.22413874469089193,baseline,0.22413874469089193,-0.0914639163050801,4.810084648967252,-0.020500607385133457,4.789584041582119,119.25133870215043,121.74200706166312,3438.016094782997,3509.8220635877474,-2.050060738513346,2026-01-01,NA,NA,NA,NA,NA
26105,Mason,5.376366126390975,2086.8333333333335,216.29698728579325,12,2019-12-01,5.2,9648,-0.06082503826316698,-0.06082503826316698,0.29211283118154563,baseline,0.29211283118154563,-0.06082503826316698,5.376366126390975,-0.01776777413377955,5.358598352257196,211.42698987238035,215.2350750652669,2039.8475982887255,2076.588004229695,-1.776777413377955,2026-01-01,NA,NA,NA,NA,NA
26107,Mecosta,4.961874667802019,2718.8333333333335,142.92347859608543,12,2019-12-01,4.1,19023,-0.04232842572371161,-0.04232842572371161,0.21149349700423792,baseline,0.21149349700423792,-0.04232842572371161,4.961874667802019,-0.008952186778991908,4.952922481023027,140.5881485424903,141.86136261592037,2674.408349723793,2698.628701042653,-0.8952186778991909,2026-01-01,NA,NA,NA,NA,NA
26109,Menominee,5.097632904123653,1245.5,163.73077428684107,12,2019-12-01,5,7607,-0.0475641348696646,-0.0475641348696646,0.30202095808383234,baseline,0.30202095808383234,-0.0475641348696646,5.097632904123653,-0.01436536558376472,5.083267538539888,160.300250565022,162.63411087623248,1219.4040060481225,1237.1576814355005,-1.436536558376472,2026-01-01,NA,NA,NA,NA,NA
26111,Midland,4.935486865182623,4513.75,139.18439716312056,12,2019-12-01,3.4,32430,-0.11938079471788436,-0.11938079471788436,0.23461393522283264,baseline,0.23461393522283264,-0.11938079471788436,4.935486865182623,-0.028008398038792,4.907478467143831,134.29782601261306,138.14086888847996,4355.278497589042,4479.908378053406,-2.8008398038792,2026-01-01,NA,NA,NA,NA,NA
26113,Missaukee,5.214255018301316,948.6666666666666,184.13561076604555,12,2019-12-01,4.9,5152,-0.03809789343801712,-0.03809789343801712,0.27063950064774467,baseline,0.27063950064774467,-0.03809789343801712,5.214255018301316,-0.010310794855795943,5.20394422344552,180.98863197415562,182.87478659106876,932.4534319308498,942.1709005171863,-1.0310794855795942,2026-01-01,NA,NA,NA,NA,NA
26115,Monroe,4.900859882273304,7662,134.4469985435786,12,2019-12-01,3.1,56989,-0.07598162274391494,-0.07598162274391494,0.2536717524597177,baseline,0.2536717524597177,-0.07598162274391494,4.900859882273304,-0.019274391396182047,4.8815854908771215,130.83952863539477,133.4053027469709,7456.413897402513,7602.634798247125,-1.9274391396182047,2026-01-01,NA,NA,NA,NA,NA
26117,Montcalm,5.1821610147709505,4411,178.14304753442914,12,2019-12-01,3.4,24761,-0.02876317357899336,-0.02876317357899336,0.2396599384551192,baseline,0.2396599384551192,-0.02876317357899336,5.1821610147709505,-0.00689338040971546,5.175267634361235,175.84393745773502,177.0672013595032,4354.071735390977,4384.360972862659,-0.6893380409715459,2026-01-01,NA,NA,NA,NA,NA
26119,Montmorency,5.6839455283451,720.0833333333334,294.15168845315907,12,2019-12-01,9.1,2448,-0.02818218467052827,-0.02818218467052827,0.38436809322885274,baseline,0.38436809322885274,-0.02818218467052827,5.6839455283451,-0.010832332584834355,5.673113195760266,289.9388756397981,293.10755340410856,709.7703675662257,717.5272907332578,-1.0832332584834354,2026-01-01,NA,NA,NA,NA,NA
26121,Muskegon,5.525042905371288,17140.25,250.97739186458546,12,2019-12-01,3.7,68294,-0.0408721510751897,-0.0408721510751897,0.2362313289927231,baseline,0.2362313289927231,-0.0408721510751897,5.525042905371288,-0.009655282567283418,5.515387622804004,247.4862775298289,249.8971026232564,16901.827837622135,17066.472726552674,-0.9655282567283417,2026-01-01,NA,NA,NA,NA,NA
26123,Newaygo,5.483426479867188,4161,240.6871818602499,12,2019-12-01,4,17288,-0.03121264057320694,-0.03121264057320694,0.26771903803369,baseline,0.26771903803369,-0.03121264057320694,5.483426479867188,-0.008356218108750285,5.475070261758438,237.66723552120646,239.6699468896423,4108.791167690618,4143.414041828136,-0.8356218108750285,2026-01-01,NA,NA,NA,NA,NA
26125,Oakland,4.496746746762773,45868.166666666664,89.72768928108692,12,2019-12-01,2.8,511193,-0.14600824099652973,-0.14600824099652973,0.2289601206991344,baseline,0.2289601206991344,-0.14600824099652973,4.496746746762773,-0.03343006448163375,4.46331668228114,85.7748369094295,88.72475861576841,43847.496204241994,45355.4755310705,-3.3430064481633748,2026-01-01,NA,NA,NA,NA,NA
26127,Oceana,5.376344891584962,1982.75,216.2921348314607,12,2019-12-01,6.3,9167,-0.03419955910499925,-0.03419955910499925,0.27003007016371533,baseline,0.27003007016371533,-0.03419955910499925,5.376344891584962,-0.009234909344691077,5.367109982240271,213.2428066261005,215.23048340414633,1954.7968083414632,1973.0178413658093,-0.9234909344691077,2026-01-01,NA,NA,NA,NA,NA
26129,Ogemaw,5.861671842431782,2289.5833333333335,351.5944922194922,12,2019-12-01,6.9,6512,-0.01198516681834347,-0.01198516681834347,0.3251679850301948,baseline,0.3251679850301948,-0.01198516681834347,5.861671842431782,-0.0038971925445714967,5.857774649887211,348.94452778772944,350.3109899460076,2272.3267649536942,2281.2251665284016,-0.38971925445714967,2026-01-01,NA,NA,NA,NA,NA
26131,Ontonagon,5.810112266585381,458,333.8192419825073,12,2019-12-01,7.7,1372,-0.05104314864822,-0.05104314864822,0.40580182529335074,baseline,0.40580182529335074,-0.05104314864822,5.810112266585381,-0.020713402890167504,5.789398863695213,325.81650404855026,332.65658205713567,447.02024355461094,456.4048305823901,-2.0713402890167503,2026-01-01,NA,NA,NA,NA,NA
26133,Osceola,5.31107244059631,1636.0833333333333,202.71135340519555,12,2019-12-01,4.5,8071,-0.01171124606349462,-0.01171124606349462,0.2694025895358522,baseline,0.2694025895358522,-0.01171124606349462,5.31107244059631,-0.0031550400161970064,5.307917400580113,200.92925243418657,201.5673533937687,1621.6999963963196,1626.8501092411072,-0.31550400161970066,2026-01-01,NA,NA,NA,NA,NA
26135,Oscoda,5.8706908109227145,825.0833333333334,354.7219833763256,12,2019-12-01,7.5,2326,-0.01159716576522555,-0.01159716576522555,0.3569015987390227,baseline,0.3569015987390227,-0.01159716576522555,5.8706908109227145,-0.004139047002450461,5.866551763920264,352.02954980314473,353.4937838794639,818.8207328421147,822.226541303633,-0.41390470024504605,2026-01-01,NA,NA,NA,NA,NA
26137,Otsego,5.301459114606706,1749.8333333333333,200.8993494068121,12,2019-12-01,4.5,8710,-0.0725001707779473,-0.0725001707779473,0.26525459391218964,baseline,0.26525459391218964,-0.0725001707779473,5.301459114606706,-0.01923100335826881,5.282228111248437,195.80789707928042,199.6293377043286,1705.4867835605323,1738.7715314047023,-1.923100335826881,2026-01-01,NA,NA,NA,NA,NA
26139,Ottawa,3.9612567162526524,6485.333333333333,52.52515435473377,12,2019-12-01,2.3,123471,-0.1246138592539308,-0.1246138592539308,0.19507939675570887,baseline,0.19507939675570887,-0.1246138592539308,3.9612567162526524,-0.024309596490657632,3.936947119761995,50.26186583778129,51.52329136441294,6205.882836856694,6361.63230805543,-2.430959649065763,2026-01-01,NA,NA,NA,NA,NA
26141,Presque Isle,5.469902589533721,814.1666666666666,237.57416593716565,12,2019-12-01,8.1,3427,-0.05976834531483473,-0.05976834531483473,0.36550399054094,baseline,0.36550399054094,-0.05976834531483473,5.469902589533721,-0.021845568720600988,5.44805702081312,231.30636070191937,236.4370627796366,792.6868981254777,810.2698141458146,-2.184556872060099,2026-01-01,NA,NA,NA,NA,NA
