Cases,Recipients,Adult Recipients,Child Recipients,Payments,year,county,page_no,table_index
783.0,1378.0,963.0,415.0,221057.0,2024,Alcona,2,0
772.0,1361.0,950.0,411.0,218711.0,2024,Alcona,2,0
783.0,1379.0,967.0,412.0,223222.0,2024,Alcona,2,0
779.0,1374.0,969.0,405.0,217379.0,2024,Alcona,2,0
798.0,1387.0,980.0,407.0,219927.0,2024,Alcona,2,0
797.0,1388.0,987.0,401.0,218650.0,2024,Alcona,2,0
795.0,1397.0,993.0,404.0,218558.0,2024,Alcona,2,0
783.0,1355.0,972.0,383.0,215620.0,2024,Alcona,2,0
784.0,1373.0,980.0,393.0,218299.0,2024,Alcona,2,0
785.0,1381.0,981.0,400.0,217620.0,2024,Alcona,2,0
794.0,1390.0,990.0,400.0,217389.0,2024,Alcona,2,0
804.0,1404.0,1000.0,404.0,218723.0,2024,Alcona,2,0
788.0,1381.0,978.0,403.0,218763.0,2024,Alcona,2,0
409.0,716.0,492.0,224.0,114736.0,2024,Alger,3,0
410.0,734.0,496.0,238.0,116097.0,2024,Alger,3,0
417.0,746.0,504.0,242.0,122112.0,2024,Alger,3,0
420.0,752.0,514.0,238.0,116211.0,2024,Alger,3,0
423.0,758.0,522.0,236.0,119192.0,2024,Alger,3,0
428.0,776.0,530.0,246.0,120387.0,2024,Alger,3,0
425.0,750.0,523.0,227.0,119003.0,2024,Alger,3,0
420.0,739.0,522.0,217.0,120947.0,2024,Alger,3,0
419.0,741.0,519.0,222.0,119828.0,2024,Alger,3,0
423.0,752.0,522.0,230.0,120587.0,2024,Alger,3,0
417.0,749.0,516.0,233.0,116145.0,2024,Alger,3,0
418.0,749.0,509.0,240.0,117197.0,2024,Alger,3,0
419.0,747.0,514.0,233.0,118537.0,2024,Alger,3,0
5307.0,10752.0,6143.0,4609.0,1790913.0,2024,Allegan,4,0
5311.0,10731.0,6163.0,4568.0,1799069.0,2024,Allegan,4,0
5334.0,10777.0,6202.0,4575.0,1826091.0,2024,Allegan,4,0
5354.0,10766.0,6205.0,4561.0,1786760.0,2024,Allegan,4,0
5386.0,10818.0,6253.0,4565.0,1809890.0,2024,Allegan,4,0
5411.0,10830.0,6305.0,4525.0,1813207.0,2024,Allegan,4,0
5405.0,10830.0,6311.0,4519.0,1812854.0,2024,Allegan,4,0
5358.0,10716.0,6243.0,4473.0,1795237.0,2024,Allegan,4,0
5350.0,10693.0,6227.0,4466.0,1787132.0,2024,Allegan,4,0
5379.0,10672.0,6223.0,4449.0,1812277.0,2024,Allegan,4,0
5450.0,10759.0,6267.0,4492.0,1795476.0,2024,Allegan,4,0
