Cases,Recipients,Adult Recipients,Child Recipients,Payments,year,county,page_no,table_index
2129.0,3740.0,2568.0,1172.0,867954.0,2022,Gladwin,27,0
2049.0,3556.0,2463.0,1093.0,859731.0,2022,Gladwin,27,0
2072.0,3639.0,2495.0,1144.0,867603.0,2022,Gladwin,27,0
2102.0,3667.0,2526.0,1141.0,890029.0,2022,Gladwin,27,0
2140.0,3719.0,2558.0,1161.0,905386.0,2022,Gladwin,27,0
2036.0,3526.0,2441.0,1085.0,849369.0,2022,Gladwin,27,0
1302.0,2228.0,1566.0,662.0,549265.0,2022,Gogebic,28,0
1283.0,2172.0,1528.0,644.0,531378.0,2022,Gogebic,28,0
1303.0,2221.0,1565.0,656.0,550154.0,2022,Gogebic,28,0
1318.0,2246.0,1576.0,670.0,545828.0,2022,Gogebic,28,0
1341.0,2307.0,1606.0,701.0,564313.0,2022,Gogebic,28,0
1359.0,2360.0,1631.0,729.0,568337.0,2022,Gogebic,28,0
1404.0,2437.0,1688.0,749.0,581832.0,2022,Gogebic,28,0
1438.0,2501.0,1730.0,771.0,587449.0,2022,Gogebic,28,0
1395.0,2445.0,1672.0,773.0,589706.0,2022,Gogebic,28,0
1410.0,2465.0,1685.0,780.0,593957.0,2022,Gogebic,28,0
1425.0,2482.0,1700.0,782.0,597463.0,2022,Gogebic,28,0
1447.0,2467.0,1707.0,760.0,602666.0,2022,Gogebic,28,0
1369.0,2361.0,1638.0,723.0,571862.0,2022,Gogebic,28,0
3370.0,5805.0,3815.0,1990.0,1408599.0,2022,Grand Traverse,29,0
3366.0,5826.0,3819.0,2007.0,1395543.0,2022,Grand Traverse,29,0
3369.0,5877.0,3827.0,2050.0,1426381.0,2022,Grand Traverse,29,0
3471.0,6080.0,3952.0,2128.0,1441608.0,2022,Grand Traverse,29,0
3494.0,6160.0,3976.0,2184.0,1490805.0,2022,Grand Traverse,29,0
3492.0,6169.0,3968.0,2201.0,1483475.0,2022,Grand Traverse,29,0
3515.0,6195.0,3990.0,2205.0,1463744.0,2022,Grand Traverse,29,0
3635.0,6462.0,4127.0,2335.0,1463621.0,2022,Grand Traverse,29,0
3417.0,6039.0,3868.0,2171.0,1438233.0,2022,Grand Traverse,29,0
3422.0,6066.0,3863.0,2203.0,1436636.0,2022,Grand Traverse,29,0
3440.0,6075.0,3868.0,2207.0,1440205.0,2022,Grand Traverse,29,0
3445.0,6054.0,3886.0,2168.0,1426502.0,2022,Grand Traverse,29,0
3453.0,6067.0,3913.0,2154.0,1442946.0,2022,Grand Traverse,29,0
2454.0,4752.0,2940.0,1812.0,1134943.0,2022,Gratiot,30,0
2445.0,4702.0,2941.0,1761.0,1116661.0,2022,Gratiot,30,0
2461.0,4739.0,2955.0,1784.0,1144498.0,2022,Gratiot,30,0
2492.0,4840.0,3005.0,1835.0,1131935.0,2022,Gratiot,30,0
2528.0,4925.0,3057.0,1868.0,1170994.0,2022,Gratiot,30,0
2547.0,4962.0,3078.0,1884.0,1158882.0,2022,Gratiot,30,0
2597.0,5087.0,3144.0,1943.0,1173320.0,2022,Gratiot,30,0
2668.0,5221.0,3217.0,2004.0,1180949.0,2022,Gratiot,30,0
2571.0,5030.0,3085.0,1945.0,1173858.0,2022,Gratiot,30,0
2589.0,5082.0,3121.0,1961.0,1192220.0,2022,Gratiot,30,0
2619.0,5168.0,3154.0,2014.0,1210202.0,2022,Gratiot,30,0
2674.0,5273.0,3220.0,2053.0,1250548.0,2022,Gratiot,30,0
