Reporting Month,Cases,Recipients,Adult Recipients,Child Recipients,Payments,Average Per Case,Average Per Person,Avg. Recipients Per Case,year,county,page_no,table_index
,744.0,1346.0,946.0,400.0,147823.0,199.0,110.0,1.81,2016,Alcona,2,0
,751.0,1341.0,949.0,392.0,145175.0,193.0,108.0,1.79,2016,Alcona,2,0
,749.0,1343.0,944.0,399.0,145010.0,194.0,108.0,1.79,2016,Alcona,2,0
,749.0,1331.0,939.0,392.0,146938.0,196.0,110.0,1.78,2016,Alcona,2,0
,757.0,1337.0,947.0,390.0,151192.0,200.0,113.0,1.77,2016,Alcona,2,0
,742.0,1318.0,931.0,387.0,150897.0,203.0,114.0,1.78,2016,Alcona,2,0
,735.0,1314.0,929.0,385.0,146292.0,199.0,111.0,1.79,2016,Alcona,2,0
,738.0,1320.0,922.0,398.0,146388.0,198.0,111.0,1.79,2016,Alcona,2,0
,720.0,1293.0,902.0,391.0,148348.0,206.0,115.0,1.8,2016,Alcona,2,0
,717.0,1298.0,898.0,400.0,145475.0,203.0,112.0,1.81,2016,Alcona,2,0
,720.0,1309.0,904.0,405.0,145147.0,202.0,111.0,1.82,2016,Alcona,2,0
,720.0,1285.0,896.0,389.0,140908.0,196.0,110.0,1.78,2016,Alcona,2,0
,737.0,1320.0,926.0,394.0,146633.0,199.0,111.0,1.79,2016,Alcona,2,0
,531.0,969.0,645.0,324.0,97726.0,184.0,101.0,1.82,2016,Alger,3,0
,525.0,961.0,632.0,329.0,97517.0,186.0,101.0,1.83,2016,Alger,3,0
,526.0,984.0,640.0,344.0,102092.0,194.0,104.0,1.87,2016,Alger,3,0
,528.0,1020.0,657.0,363.0,104838.0,199.0,103.0,1.93,2016,Alger,3,0
,532.0,1031.0,658.0,373.0,110021.0,207.0,107.0,1.94,2016,Alger,3,0
,514.0,987.0,635.0,352.0,104488.0,203.0,106.0,1.92,2016,Alger,3,0
,524.0,1005.0,649.0,356.0,110179.0,210.0,110.0,1.92,2016,Alger,3,0
,514.0,986.0,636.0,350.0,110130.0,214.0,112.0,1.92,2016,Alger,3,0
,514.0,985.0,640.0,345.0,105843.0,206.0,107.0,1.92,2016,Alger,3,0
,493.0,920.0,610.0,310.0,96826.0,196.0,105.0,1.87,2016,Alger,3,0
,482.0,899.0,598.0,301.0,91741.0,190.0,102.0,1.87,2016,Alger,3,0
,473.0,862.0,578.0,284.0,84592.0,179.0,98.0,1.82,2016,Alger,3,0
,513.0,967.0,632.0,336.0,101333.0,197.0,105.0,1.89,2016,Alger,3,0
,5359.0,11533.0,6278.0,5255.0,1267426.0,237.0,110.0,2.15,2016,Allegan,4,0
,5329.0,11479.0,6227.0,5252.0,1259703.0,236.0,110.0,2.15,2016,Allegan,4,0
,5238.0,11260.0,6142.0,5118.0,1222532.0,233.0,109.0,2.15,2016,Allegan,4,0
,5245.0,11224.0,6149.0,5075.0,1221048.0,233.0,109.0,2.14,2016,Allegan,4,0
,5241.0,11219.0,6154.0,5065.0,1234284.0,236.0,110.0,2.14,2016,Allegan,4,0
,5212.0,11143.0,6139.0,5004.0,1221671.0,234.0,110.0,2.14,2016,Allegan,4,0
,5172.0,11033.0,6089.0,4944.0,1217039.0,235.0,110.0,2.13,2016,Allegan,4,0
,5151.0,10948.0,6058.0,4890.0,1206994.0,234.0,110.0,2.13,2016,Allegan,4,0
,5136.0,10884.0,6031.0,4853.0,1197771.0,233.0,110.0,2.12,2016,Allegan,4,0
,5144.0,10961.0,6028.0,4933.0,1186749.0,231.0,108.0,2.13,2016,Allegan,4,0
,5109.0,10854.0,5961.0,4893.0,1175393.0,230.0,108.0,2.12,2016,Allegan,4,0
,5102.0,10785.0,5972.0,4813.0,1161501.0,228.0,108.0,2.11,2016,Allegan,4,0
,5203.0,11110.0,6102.0,5008.0,1214343.0,233.0,109.0,2.14,2016,Allegan,4,0
,2742.0,4879.0,3277.0,1602.0,511439.0,187.0,105.0,1.78,2016,Alpena,5,0
,2732.0,4882.0,3274.0,1608.0,513506.0,188.0,105.0,1.79,2016,Alpena,5,0
,2715.0,4843.0,3261.0,1582.0,508028.0,187.0,105.0,1.78,2016,Alpena,5,0
,2725.0,4908.0,3279.0,1629.0,513800.0,189.0,105.0,1.8,2016,Alpena,5,0
,2753.0,4980.0,3323.0,1657.0,526019.0,191.0,106.0,1.81,2016,Alpena,5,0
,2711.0,4899.0,3267.0,1632.0,520686.0,192.0,106.0,1.81,2016,Alpena,5,0
,2690.0,4867.0,3243.0,1624.0,512415.0,190.0,105.0,1.81,2016,Alpena,5,0
,2683.0,4881.0,3257.0,1624.0,517954.0,193.0,106.0,1.82,2016,Alpena,5,0
,2657.0,4815.0,3225.0,1590.0,511350.0,192.0,106.0,1.81,2016,Alpena,5,0
,2618.0,4805.0,3187.0,1618.0,500812.0,191.0,104.0,1.84,2016,Alpena,5,0
,2602.0,4778.0,3160.0,1618.0,498700.0,192.0,104.0,1.84,2016,Alpena,5,0
,2575.0,4721.0,3120.0,1601.0,487698.0,189.0,103.0,1.83,2016,Alpena,5,0
,2684.0,4855.0,3239.0,1615.0,510201.0,190.0,105.0,1.81,2016,Alpena,5,0
,1172.0,2341.0,1447.0,894.0,241681.0,206.0,103.0,2.0,2016,Antrim,6,0
,1163.0,2332.0,1445.0,887.0,241403.0,208.0,104.0,2.01,2016,Antrim,6,0
,1131.0,2285.0,1418.0,867.0,239795.0,212.0,105.0,2.02,2016,Antrim,6,0
,1140.0,2295.0,1421.0,874.0,237602.0,208.0,104.0,2.01,2016,Antrim,6,0
,1139.0,2273.0,1419.0,854.0,242916.0,213.0,107.0,2.0,2016,Antrim,6,0
,1118.0,2217.0,1390.0,827.0,239445.0,214.0,108.0,1.98,2016,Antrim,6,0
,1097.0,2187.0,1367.0,820.0,238093.0,217.0,109.0,1.99,2016,Antrim,6,0
,1099.0,2196.0,1367.0,829.0,239916.0,218.0,109.0,2.0,2016,Antrim,6,0
,1075.0,2139.0,1335.0,804.0,233818.0,218.0,109.0,1.99,2016,Antrim,6,0
,1066.0,2116.0,1322.0,794.0,221932.0,208.0,105.0,1.98,2016,Antrim,6,0
,1063.0,2096.0,1311.0,785.0,224319.0,211.0,107.0,1.97,2016,Antrim,6,0
,1045.0,2061.0,1302.0,759.0,217810.0,208.0,106.0,1.97,2016,Antrim,6,0
,1109.0,2212.0,1379.0,833.0,234894.0,212.0,106.0,1.99,2016,Antrim,6,0
,1443.0,2622.0,1788.0,834.0,285288.0,198.0,109.0,1.82,2016,Arenac,7,0
,1418.0,2555.0,1745.0,810.0,279579.0,197.0,109.0,1.8,2016,Arenac,7,0
