Reporting Month,Cases,Recipients,Adult Recipients,Child Recipients,Payments,Average Per Case,Average Per Person,Avg. Recipients Per Case,year,county,page_no,table_index
,2302.0,4527.0,2769.0,1758.0,500688.0,218.0,111.0,1.97,2018,Barry,9,0
,2271.0,4450.0,2727.0,1723.0,497220.0,219.0,112.0,1.96,2018,Barry,9,0
,2246.0,4392.0,2701.0,1691.0,489828.0,218.0,112.0,1.96,2018,Barry,9,0
,2192.0,4279.0,2632.0,1647.0,473283.0,216.0,111.0,1.95,2018,Barry,9,0
,2171.0,4245.0,2600.0,1645.0,468598.0,216.0,110.0,1.96,2018,Barry,9,0
,2099.0,4120.0,2508.0,1612.0,444348.0,212.0,108.0,1.96,2018,Barry,9,0
,2078.0,4061.0,2471.0,1590.0,447909.0,216.0,110.0,1.95,2018,Barry,9,0
,2115.0,4151.0,2500.0,1651.0,458525.0,217.0,110.0,1.96,2018,Barry,9,0
,2107.0,4128.0,2490.0,1638.0,457484.0,217.0,111.0,1.96,2018,Barry,9,0
,2211.0,4320.0,2646.0,1674.0,479340.0,217.0,111.0,1.95,2018,Barry,9,0
,8496.0,15268.0,9704.0,5564.0,1793151.0,211.0,117.0,1.8,2018,Bay,10,0
,8472.0,15216.0,9676.0,5540.0,1775921.0,210.0,117.0,1.8,2018,Bay,10,0
,8443.0,15152.0,9667.0,5485.0,1778396.0,211.0,117.0,1.79,2018,Bay,10,0
,8470.0,15182.0,9674.0,5508.0,1753603.0,207.0,116.0,1.79,2018,Bay,10,0
,8442.0,15084.0,9630.0,5454.0,1755508.0,208.0,116.0,1.79,2018,Bay,10,0
,8415.0,15007.0,9606.0,5401.0,1747981.0,208.0,116.0,1.78,2018,Bay,10,0
,8370.0,14871.0,9529.0,5342.0,1724674.0,206.0,116.0,1.78,2018,Bay,10,0
,8371.0,14847.0,9507.0,5340.0,1725819.0,206.0,116.0,1.77,2018,Bay,10,0
,8368.0,14812.0,9503.0,5309.0,1703345.0,204.0,115.0,1.77,2018,Bay,10,0
,8349.0,14731.0,9442.0,5289.0,1704668.0,204.0,116.0,1.76,2018,Bay,10,0
,8316.0,14651.0,9404.0,5247.0,1697505.0,204.0,116.0,1.76,2018,Bay,10,0
,8232.0,14498.0,9297.0,5201.0,1651793.0,201.0,114.0,1.76,2018,Bay,10,0
,8395.0,14943.0,9553.0,5390.0,1734364.0,207.0,116.0,1.78,2018,Bay,10,0
,790.0,1479.0,967.0,512.0,161384.0,204.0,109.0,1.87,2018,Benzie,11,0
,786.0,1486.0,971.0,515.0,160285.0,204.0,108.0,1.89,2018,Benzie,11,0
,790.0,1503.0,983.0,520.0,163619.0,207.0,109.0,1.9,2018,Benzie,11,0
,813.0,1563.0,1018.0,545.0,168200.0,207.0,108.0,1.92,2018,Benzie,11,0
,833.0,1574.0,1035.0,539.0,174448.0,209.0,111.0,1.89,2018,Benzie,11,0
,824.0,1560.0,1026.0,534.0,170470.0,207.0,109.0,1.89,2018,Benzie,11,0
,830.0,1577.0,1033.0,544.0,170134.0,205.0,108.0,1.9,2018,Benzie,11,0
,815.0,1538.0,1007.0,531.0,169631.0,208.0,110.0,1.89,2018,Benzie,11,0
,814.0,1536.0,1004.0,532.0,167204.0,205.0,109.0,1.89,2018,Benzie,11,0
,819.0,1539.0,1009.0,530.0,167961.0,205.0,109.0,1.88,2018,Benzie,11,0
,795.0,1496.0,988.0,508.0,156358.0,197.0,105.0,1.88,2018,Benzie,11,0
,786.0,1474.0,972.0,502.0,153669.0,196.0,104.0,1.88,2018,Benzie,11,0
,808.0,1527.0,1001.0,526.0,165280.0,205.0,108.0,1.89,2018,Benzie,11,0
,11327.0,21802.0,12266.0,9536.0,2594511.0,229.0,119.0,1.92,2018,Berrien,12,0
,11237.0,21634.0,12223.0,9411.0,2562827.0,228.0,118.0,1.93,2018,Berrien,12,0
,11140.0,21354.0,12140.0,9214.0,2551114.0,229.0,119.0,1.92,2018,Berrien,12,0
,11152.0,21386.0,12167.0,9219.0,2523308.0,226.0,118.0,1.92,2018,Berrien,12,0
,11118.0,21292.0,12124.0,9168.0,2525145.0,227.0,119.0,1.92,2018,Berrien,12,0
,11038.0,21098.0,12018.0,9080.0,2487202.0,225.0,118.0,1.91,2018,Berrien,12,0
,10814.0,20830.0,11761.0,9069.0,2462485.0,228.0,118.0,1.93,2018,Berrien,12,0
,10697.0,20592.0,11624.0,8968.0,2420044.0,226.0,118.0,1.93,2018,Berrien,12,0
,10309.0,20096.0,11157.0,8939.0,2323451.0,225.0,116.0,1.95,2018,Berrien,12,0
,10261.0,20127.0,11107.0,9020.0,2320518.0,226.0,115.0,1.96,2018,Berrien,12,0
,10063.0,19704.0,10863.0,8841.0,2272521.0,226.0,115.0,1.96,2018,Berrien,12,0
,10006.0,19551.0,10801.0,8750.0,2221514.0,222.0,114.0,1.95,2018,Berrien,12,0
,10764.0,20789.0,11688.0,9101.0,2438720.0,227.0,117.0,1.93,2018,Berrien,12,0
,2403.0,4948.0,2889.0,2059.0,540589.0,225.0,109.0,2.06,2018,Branch,13,0
,2393.0,4950.0,2890.0,2060.0,529867.0,221.0,107.0,2.07,2018,Branch,13,0
,2369.0,4820.0,2845.0,1975.0,520021.0,220.0,108.0,2.03,2018,Branch,13,0
,2367.0,4822.0,2846.0,1976.0,510347.0,216.0,106.0,2.04,2018,Branch,13,0
,2352.0,4808.0,2834.0,1974.0,515248.0,219.0,107.0,2.04,2018,Branch,13,0
,2314.0,4703.0,2777.0,1926.0,500777.0,216.0,106.0,2.03,2018,Branch,13,0
,2307.0,4671.0,2762.0,1909.0,493948.0,214.0,106.0,2.02,2018,Branch,13,0
,2295.0,4629.0,2738.0,1891.0,489617.0,213.0,106.0,2.02,2018,Branch,13,0
,2291.0,4605.0,2715.0,1890.0,490286.0,214.0,106.0,2.01,2018,Branch,13,0
,2301.0,4590.0,2740.0,1850.0,491194.0,213.0,107.0,1.99,2018,Branch,13,0
,2264.0,4498.0,2688.0,1810.0,482340.0,213.0,107.0,1.99,2018,Branch,13,0
,2216.0,4356.0,2632.0,1724.0,460024.0,208.0,106.0,1.97,2018,Branch,13,0
,2323.0,4700.0,2780.0,1920.0,502022.0,216.0,107.0,2.02,2018,Branch,13,0
,11352.0,21065.0,12818.0,8247.0,2533592.0,223.0,120.0,1.86,2018,Calhoun,14,0
,11385.0,21116.0,12895.0,8221.0,2510552.0,221.0,119.0,1.85,2018,Calhoun,14,0
,11190.0,20755.0,12700.0,8055.0,2491167.0,223.0,120.0,1.85,2018,Calhoun,14,0
,11151.0,20637.0,12670.0,7967.0,2442180.0,219.0,118.0,1.85,2018,Calhoun,14,0
,11056.0,20423.0,12532.0,7891.0,2416780.0,219.0,118.0,1.85,2018,Calhoun,14,0
,11032.0,20367.0,12509.0,7858.0,2395313.0,217.0,118.0,1.85,2018,Calhoun,14,0
,10979.0,20354.0,12462.0,7892.0,2401145.0,219.0,118.0,1.85,2018,Calhoun,14,0
,10919.0,20202.0,12370.0,7832.0,2388595.0,219.0,118.0,1.85,2018,Calhoun,14,0
,10922.0,20136.0,12347.0,7789.0,2371179.0,217.0,118.0,1.84,2018,Calhoun,14,0
,10937.0,20226.0,12360.0,7866.0,2392081.0,219.0,118.0,1.85,2018,Calhoun,14,0
,10870.0,20011.0,12242.0,7769.0,2373982.0,218.0,119.0,1.84,2018,Calhoun,14,0
,10812.0,19930.0,12173.0,7757.0,2333064.0,216.0,117.0,1.84,2018,Calhoun,14,0
,11050.0,20435.0,12507.0,7929.0,2420803.0,219.0,118.0,1.85,2018,Calhoun,14,0
,2913.0,5818.0,3395.0,2423.0,688927.0,237.0,118.0,2.0,2018,Cass,15,0
,2913.0,5814.0,3383.0,2431.0,685923.0,235.0,118.0,2.0,2018,Cass,15,0
,2872.0,5692.0,3324.0,2368.0,684801.0,238.0,120.0,1.98,2018,Cass,15,0
,2888.0,5734.0,3342.0,2392.0,676052.0,234.0,118.0,1.99,2018,Cass,15,0
,2865.0,5666.0,3305.0,2361.0,677187.0,236.0,120.0,1.98,2018,Cass,15,0
,2857.0,5621.0,3300.0,2321.0,665071.0,233.0,118.0,1.97,2018,Cass,15,0
,2844.0,5613.0,3285.0,2328.0,657831.0,231.0,117.0,1.97,2018,Cass,15,0
,2863.0,5635.0,3300.0,2335.0,645854.0,226.0,115.0,1.97,2018,Cass,15,0
,2841.0,5526.0,3244.0,2282.0,635403.0,224.0,115.0,1.95,2018,Cass,15,0
,2836.0,5532.0,3255.0,2277.0,641840.0,226.0,116.0,1.95,2018,Cass,15,0
,2833.0,5498.0,3238.0,2260.0,641821.0,227.0,117.0,1.94,2018,Cass,15,0
,2832.0,5464.0,3238.0,2226.0,633281.0,224.0,116.0,1.93,2018,Cass,15,0
,2863.0,5634.0,3301.0,2334.0,661166.0,231.0,117.0,1.97,2018,Cass,15,0
,957.0,1769.0,1123.0,646.0,195029.0,204.0,110.0,1.85,2018,Charlevoix,16,0
,964.0,1789.0,1135.0,654.0,193426.0,201.0,108.0,1.86,2018,Charlevoix,16,0
,956.0,1761.0,1121.0,640.0,193954.0,203.0,110.0,1.84,2018,Charlevoix,16,0
,963.0,1784.0,1129.0,655.0,191816.0,199.0,108.0,1.85,2018,Charlevoix,16,0
,956.0,1740.0,1113.0,627.0,189294.0,198.0,109.0,1.82,2018,Charlevoix,16,0
,935.0,1695.0,1089.0,606.0,186706.0,200.0,110.0,1.81,2018,Charlevoix,16,0
,918.0,1634.0,1068.0,566.0,177146.0,193.0,108.0,1.78,2018,Charlevoix,16,0
,894.0,1586.0,1033.0,553.0,172491.0,193.0,109.0,1.77,2018,Charlevoix,16,0
,885.0,1577.0,1026.0,551.0,174016.0,197.0,110.0,1.78,2018,Charlevoix,16,0
,865.0,1543.0,993.0,550.0,162472.0,188.0,105.0,1.78,2018,Charlevoix,16,0
,845.0,1486.0,969.0,517.0,158336.0,187.0,107.0,1.76,2018,Charlevoix,16,0
,824.0,1436.0,944.0,492.0,150410.0,183.0,105.0,1.74,2018,Charlevoix,16,0
,914.0,1650.0,1062.0,588.0,178758.0,195.0,108.0,1.8,2018,Charlevoix,16,0
,1753.0,3290.0,2150.0,1140.0,360332.0,206.0,110.0,1.88,2018,Cheboygan,17,0
,1796.0,3357.0,2199.0,1158.0,362961.0,202.0,108.0,1.87,2018,Cheboygan,17,0
,1831.0,3432.0,2244.0,1188.0,378085.0,206.0,110.0,1.87,2018,Cheboygan,17,0
,1852.0,3495.0,2277.0,1218.0,380611.0,206.0,109.0,1.89,2018,Cheboygan,17,0
,1863.0,3480.0,2280.0,1200.0,379678.0,204.0,109.0,1.87,2018,Cheboygan,17,0
,1861.0,3464.0,2269.0,1195.0,373830.0,201.0,108.0,1.86,2018,Cheboygan,17,0
,1848.0,3473.0,2262.0,1211.0,378550.0,205.0,109.0,1.88,2018,Cheboygan,17,0
,1831.0,3420.0,2235.0,1185.0,376478.0,206.0,110.0,1.87,2018,Cheboygan,17,0
,1793.0,3336.0,2190.0,1146.0,362209.0,202.0,109.0,1.86,2018,Cheboygan,17,0
,1746.0,3228.0,2110.0,1118.0,348190.0,199.0,108.0,1.85,2018,Cheboygan,17,0
,1695.0,3087.0,2031.0,1056.0,327752.0,193.0,106.0,1.82,2018,Cheboygan,17,0
,1669.0,3009.0,1998.0,1011.0,310671.0,186.0,103.0,1.8,2018,Cheboygan,17,0
,1795.0,3339.0,2187.0,1152.0,361612.0,201.0,108.0,1.86,2018,Cheboygan,17,0
,1938.0,3715.0,2258.0,1457.0,416394.0,215.0,112.0,1.92,2018,Chippewa,18,0
,1960.0,3739.0,2283.0,1456.0,416983.0,213.0,112.0,1.91,2018,Chippewa,18,0
,1964.0,3767.0,2293.0,1474.0,436080.0,222.0,116.0,1.92,2018,Chippewa,18,0
,1961.0,3783.0,2299.0,1484.0,428222.0,218.0,113.0,1.93,2018,Chippewa,18,0
,1963.0,3749.0,2280.0,1469.0,428026.0,218.0,114.0,1.91,2018,Chippewa,18,0
,1965.0,3779.0,2303.0,1476.0,424817.0,216.0,112.0,1.92,2018,Chippewa,18,0
,1951.0,3732.0,2279.0,1453.0,422286.0,216.0,113.0,1.91,2018,Chippewa,18,0
,1949.0,3738.0,2280.0,1458.0,417409.0,214.0,112.0,1.92,2018,Chippewa,18,0
,1920.0,3644.0,2236.0,1408.0,407984.0,212.0,112.0,1.9,2018,Chippewa,18,0
,1912.0,3598.0,2222.0,1376.0,399849.0,209.0,111.0,1.88,2018,Chippewa,18,0
,1863.0,3511.0,2162.0,1349.0,390940.0,210.0,111.0,1.88,2018,Chippewa,18,0
,1819.0,3409.0,2103.0,1306.0,376918.0,207.0,111.0,1.87,2018,Chippewa,18,0
,1930.0,3680.0,2250.0,1431.0,413826.0,214.0,112.0,1.91,2018,Chippewa,18,0
,3240.0,6061.0,4013.0,2048.0,716201.0,221.0,118.0,1.87,2018,Clare,19,0
,3243.0,6091.0,4036.0,2055.0,709740.0,219.0,117.0,1.88,2018,Clare,19,0
,3254.0,6115.0,4045.0,2070.0,715812.0,220.0,117.0,1.88,2018,Clare,19,0
,3264.0,6116.0,4049.0,2067.0,708262.0,217.0,116.0,1.87,2018,Clare,19,0
,3275.0,6116.0,4058.0,2058.0,713588.0,218.0,117.0,1.87,2018,Clare,19,0
,3252.0,6053.0,4028.0,2025.0,696818.0,214.0,115.0,1.86,2018,Clare,19,0
,3221.0,5971.0,3975.0,1996.0,688752.0,214.0,115.0,1.85,2018,Clare,19,0
,3216.0,5972.0,3961.0,2011.0,688563.0,214.0,115.0,1.86,2018,Clare,19,0
,3201.0,5938.0,3933.0,2005.0,687430.0,215.0,116.0,1.86,2018,Clare,19,0
,3199.0,5920.0,3909.0,2011.0,689072.0,215.0,116.0,1.85,2018,Clare,19,0
,3145.0,5794.0,3844.0,1950.0,673496.0,214.0,116.0,1.84,2018,Clare,19,0
,3136.0,5804.0,3839.0,1965.0,656815.0,209.0,113.0,1.85,2018,Clare,19,0
,3221.0,5996.0,3974.0,2022.0,695379.0,216.0,116.0,1.86,2018,Clare,19,0
,2188.0,4237.0,2521.0,1716.0,504795.0,231.0,119.0,1.94,2018,Clinton,20,0
,2200.0,4289.0,2544.0,1745.0,504069.0,229.0,118.0,1.95,2018,Clinton,20,0
,2189.0,4248.0,2513.0,1735.0,502450.0,230.0,118.0,1.94,2018,Clinton,20,0
,2182.0,4287.0,2515.0,1772.0,493306.0,226.0,115.0,1.96,2018,Clinton,20,0
,2135.0,4195.0,2453.0,1742.0,488419.0,229.0,116.0,1.96,2018,Clinton,20,0
,2152.0,4203.0,2476.0,1727.0,481679.0,224.0,115.0,1.95,2018,Clinton,20,0
,2109.0,4146.0,2433.0,1713.0,469385.0,223.0,113.0,1.97,2018,Clinton,20,0
,2087.0,4150.0,2405.0,1745.0,466699.0,224.0,112.0,1.99,2018,Clinton,20,0
,2049.0,4110.0,2362.0,1748.0,464562.0,227.0,113.0,2.01,2018,Clinton,20,0
,2097.0,4221.0,2415.0,1806.0,474598.0,226.0,112.0,2.01,2018,Clinton,20,0
,2081.0,4196.0,2390.0,1806.0,476298.0,229.0,114.0,2.02,2018,Clinton,20,0
,2085.0,4208.0,2396.0,1812.0,473495.0,227.0,113.0,2.02,2018,Clinton,20,0
,2130.0,4208.0,2452.0,1756.0,483313.0,227.0,115.0,1.98,2018,Clinton,20,0
,1136.0,2049.0,1382.0,667.0,232636.0,205.0,114.0,1.8,2018,Crawford,21,0
,1147.0,2080.0,1407.0,673.0,234901.0,205.0,113.0,1.81,2018,Crawford,21,0
,1156.0,2105.0,1420.0,685.0,239389.0,207.0,114.0,1.82,2018,Crawford,21,0
,1170.0,2123.0,1433.0,690.0,241045.0,206.0,114.0,1.81,2018,Crawford,21,0
,1177.0,2140.0,1436.0,704.0,240538.0,204.0,112.0,1.82,2018,Crawford,21,0
,1172.0,2130.0,1422.0,708.0,239667.0,204.0,113.0,1.82,2018,Crawford,21,0
,1186.0,2150.0,1437.0,713.0,239609.0,202.0,111.0,1.81,2018,Crawford,21,0
,1174.0,2119.0,1423.0,696.0,237043.0,202.0,112.0,1.8,2018,Crawford,21,0
,1159.0,2095.0,1407.0,688.0,236662.0,204.0,113.0,1.81,2018,Crawford,21,0
,1133.0,2033.0,1365.0,668.0,222602.0,196.0,109.0,1.79,2018,Crawford,21,0
,1119.0,1978.0,1347.0,631.0,223865.0,200.0,113.0,1.77,2018,Crawford,21,0
,1089.0,1916.0,1313.0,603.0,219426.0,201.0,115.0,1.76,2018,Crawford,21,0
,1152.0,2077.0,1399.0,677.0,233949.0,203.0,113.0,1.8,2018,Crawford,21,0
,2588.0,4664.0,3048.0,1616.0,535634.0,207.0,115.0,1.8,2018,Delta,22,0
,2585.0,4640.0,3039.0,1601.0,529252.0,205.0,114.0,1.79,2018,Delta,22,0
,2576.0,4623.0,3031.0,1592.0,529837.0,206.0,115.0,1.79,2018,Delta,22,0
,2561.0,4611.0,3030.0,1581.0,516103.0,202.0,112.0,1.8,2018,Delta,22,0
,2542.0,4590.0,3019.0,1571.0,513551.0,202.0,112.0,1.81,2018,Delta,22,0
,2563.0,4657.0,3058.0,1599.0,517403.0,202.0,111.0,1.82,2018,Delta,22,0
,2562.0,4638.0,3057.0,1581.0,515516.0,201.0,111.0,1.81,2018,Delta,22,0
,2560.0,4566.0,3047.0,1519.0,504732.0,197.0,111.0,1.78,2018,Delta,22,0
,2541.0,4519.0,3007.0,1512.0,498555.0,196.0,110.0,1.78,2018,Delta,22,0
,2515.0,4429.0,2959.0,1470.0,492468.0,196.0,111.0,1.76,2018,Delta,22,0
,2486.0,4353.0,2910.0,1443.0,491158.0,198.0,113.0,1.75,2018,Delta,22,0
,2457.0,4286.0,2872.0,1414.0,476282.0,194.0,111.0,1.74,2018,Delta,22,0
,2545.0,4548.0,3006.0,1542.0,510041.0,200.0,112.0,1.79,2018,Delta,22,0
,1393.0,2413.0,1606.0,807.0,258230.0,185.0,107.0,1.73,2018,Dickinson,23,0
,1401.0,2447.0,1614.0,833.0,259929.0,186.0,106.0,1.75,2018,Dickinson,23,0
,1389.0,2433.0,1609.0,824.0,258954.0,186.0,106.0,1.75,2018,Dickinson,23,0
,1368.0,2390.0,1595.0,795.0,252374.0,184.0,106.0,1.75,2018,Dickinson,23,0
,1368.0,2386.0,1591.0,795.0,251663.0,184.0,105.0,1.74,2018,Dickinson,23,0
,1363.0,2395.0,1587.0,808.0,252288.0,185.0,105.0,1.76,2018,Dickinson,23,0
,1342.0,2356.0,1563.0,793.0,249793.0,186.0,106.0,1.76,2018,Dickinson,23,0
