Reporting Month,Cases,Recipients,Adult Recipients,Child Recipients,Payments,Average Per Case,Average Per Person,Avg. Recipients Per Case,year,county,page_no,table_index
,729.0,1263.0,886.0,377.0,230664.0,316.0,183.0,1.73,2021,Alcona,2,0
,740.0,1287.0,895.0,392.0,232478.0,314.0,181.0,1.74,2021,Alcona,2,0
,758.0,1305.0,922.0,383.0,233390.0,308.0,179.0,1.72,2021,Alcona,2,0
,763.0,1331.0,932.0,399.0,278874.0,365.0,210.0,1.74,2021,Alcona,2,0
,772.0,1348.0,943.0,405.0,286973.0,372.0,213.0,1.75,2021,Alcona,2,0
,769.0,1348.0,943.0,405.0,281993.0,367.0,209.0,1.75,2021,Alcona,2,0
,728.0,1264.0,893.0,371.0,266558.0,366.0,211.0,1.74,2021,Alcona,2,0
,706.0,1222.0,859.0,363.0,278910.0,395.0,228.0,1.73,2021,Alcona,2,0
,703.0,1221.0,858.0,363.0,244126.0,347.0,200.0,1.74,2021,Alcona,2,0
,708.0,1229.0,866.0,363.0,273602.0,386.0,223.0,1.74,2021,Alcona,2,0
,701.0,1222.0,857.0,365.0,275565.0,393.0,226.0,1.74,2021,Alcona,2,0
,694.0,1202.0,845.0,357.0,276400.0,398.0,230.0,1.73,2021,Alcona,2,0
,731.0,1270.0,892.0,379.0,263294.0,361.0,208.0,1.74,2021,Alcona,2,0
,394.0,691.0,464.0,227.0,123174.0,313.0,178.0,1.75,2021,Alger,3,0
,403.0,715.0,481.0,234.0,127443.0,316.0,178.0,1.77,2021,Alger,3,0
,418.0,756.0,506.0,250.0,131335.0,314.0,174.0,1.81,2021,Alger,3,0
,414.0,739.0,497.0,242.0,153613.0,371.0,208.0,1.79,2021,Alger,3,0
,410.0,737.0,493.0,244.0,155274.0,379.0,211.0,1.8,2021,Alger,3,0
,403.0,714.0,483.0,231.0,148094.0,367.0,207.0,1.77,2021,Alger,3,0
,398.0,707.0,476.0,231.0,145997.0,367.0,207.0,1.78,2021,Alger,3,0
,405.0,730.0,484.0,246.0,164672.0,407.0,226.0,1.8,2021,Alger,3,0
,404.0,717.0,479.0,238.0,142342.0,352.0,199.0,1.77,2021,Alger,3,0
,399.0,703.0,476.0,227.0,159936.0,401.0,228.0,1.76,2021,Alger,3,0
,401.0,719.0,484.0,235.0,161318.0,402.0,224.0,1.79,2021,Alger,3,0
,400.0,706.0,484.0,222.0,159251.0,398.0,226.0,1.77,2021,Alger,3,0
,404.0,720.0,484.0,236.0,147704.0,366.0,205.0,1.78,2021,Alger,3,0
,4585.0,9033.0,5175.0,3858.0,1581376.0,345.0,175.0,1.97,2021,Allegan,4,0
,4711.0,9381.0,5351.0,4030.0,1647250.0,350.0,176.0,1.99,2021,Allegan,4,0
,4804.0,9610.0,5482.0,4128.0,1685858.0,351.0,175.0,2.0,2021,Allegan,4,0
,4844.0,9733.0,5543.0,4190.0,1968082.0,406.0,202.0,2.01,2021,Allegan,4,0
,4876.0,9817.0,5580.0,4237.0,1995604.0,409.0,203.0,2.01,2021,Allegan,4,0
,4856.0,9774.0,5556.0,4218.0,1987185.0,409.0,203.0,2.01,2021,Allegan,4,0
,4747.0,9465.0,5419.0,4046.0,1939016.0,408.0,205.0,1.99,2021,Allegan,4,0
,4696.0,9345.0,5357.0,3988.0,2076056.0,442.0,222.0,1.99,2021,Allegan,4,0
,4693.0,9347.0,5346.0,4001.0,1817766.0,387.0,194.0,1.99,2021,Allegan,4,0
,4722.0,9481.0,5395.0,4086.0,2065790.0,437.0,218.0,2.01,2021,Allegan,4,0
,4750.0,9499.0,5408.0,4091.0,2056166.0,433.0,216.0,2.0,2021,Allegan,4,0
,4798.0,9596.0,5484.0,4112.0,2100272.0,438.0,219.0,2.0,2021,Allegan,4,0
,4757.0,9507.0,5425.0,4082.0,1910035.0,401.0,201.0,2.0,2021,Allegan,4,0
,2299.0,3849.0,2654.0,1195.0,697749.0,304.0,181.0,1.67,2021,Alpena,5,0
,2313.0,3927.0,2682.0,1245.0,715663.0,309.0,182.0,1.7,2021,Alpena,5,0
,2361.0,4085.0,2755.0,1330.0,730729.0,309.0,179.0,1.73,2021,Alpena,5,0
,2381.0,4122.0,2776.0,1346.0,858449.0,361.0,208.0,1.73,2021,Alpena,5,0
,2402.0,4170.0,2804.0,1366.0,871359.0,363.0,209.0,1.74,2021,Alpena,5,0
,2384.0,4110.0,2789.0,1321.0,860279.0,361.0,209.0,1.72,2021,Alpena,5,0
,2304.0,3936.0,2693.0,1243.0,828789.0,360.0,211.0,1.71,2021,Alpena,5,0
,2280.0,3878.0,2665.0,1213.0,884699.0,388.0,228.0,1.7,2021,Alpena,5,0
,2249.0,3813.0,2621.0,1192.0,755397.0,336.0,198.0,1.7,2021,Alpena,5,0
,2252.0,3826.0,2628.0,1198.0,860368.0,382.0,225.0,1.7,2021,Alpena,5,0
,2290.0,3895.0,2663.0,1232.0,877536.0,383.0,225.0,1.7,2021,Alpena,5,0
,2290.0,3928.0,2666.0,1262.0,899877.0,393.0,229.0,1.72,2021,Alpena,5,0
,2317.0,3962.0,2700.0,1262.0,820074.0,354.0,207.0,1.71,2021,Alpena,5,0
,1017.0,1882.0,1235.0,647.0,332805.0,327.0,177.0,1.85,2021,Antrim,6,0
,1035.0,1918.0,1258.0,660.0,343704.0,332.0,179.0,1.85,2021,Antrim,6,0
,1066.0,2040.0,1305.0,735.0,355479.0,333.0,174.0,1.91,2021,Antrim,6,0
,1074.0,2054.0,1316.0,738.0,426857.0,397.0,208.0,1.91,2021,Antrim,6,0
,1097.0,2112.0,1347.0,765.0,427273.0,389.0,202.0,1.93,2021,Antrim,6,0
,1076.0,2043.0,1313.0,730.0,424796.0,395.0,208.0,1.9,2021,Antrim,6,0
,1050.0,2024.0,1297.0,727.0,412723.0,393.0,204.0,1.93,2021,Antrim,6,0
,1034.0,1970.0,1276.0,694.0,443111.0,429.0,225.0,1.91,2021,Antrim,6,0
,1029.0,1973.0,1266.0,707.0,386713.0,376.0,196.0,1.92,2021,Antrim,6,0
,1021.0,1918.0,1250.0,668.0,425376.0,417.0,222.0,1.88,2021,Antrim,6,0
,1007.0,1887.0,1228.0,659.0,425694.0,423.0,226.0,1.87,2021,Antrim,6,0
,1028.0,1923.0,1256.0,667.0,426580.0,415.0,222.0,1.87,2021,Antrim,6,0
,1045.0,1979.0,1279.0,700.0,402593.0,386.0,204.0,1.89,2021,Antrim,6,0
,1140.0,1986.0,1364.0,622.0,357327.0,313.0,180.0,1.74,2021,Arenac,7,0
,1165.0,2047.0,1395.0,652.0,366065.0,314.0,179.0,1.76,2021,Arenac,7,0
,1177.0,2073.0,1411.0,662.0,370604.0,315.0,179.0,1.76,2021,Arenac,7,0
,1179.0,2061.0,1412.0,649.0,425932.0,361.0,207.0,1.75,2021,Arenac,7,0
,1187.0,2092.0,1430.0,662.0,435413.0,367.0,208.0,1.76,2021,Arenac,7,0
,1168.0,2062.0,1407.0,655.0,432963.0,371.0,210.0,1.77,2021,Arenac,7,0
,1127.0,1985.0,1365.0,620.0,417190.0,370.0,210.0,1.76,2021,Arenac,7,0
,1125.0,1975.0,1365.0,610.0,443776.0,394.0,225.0,1.76,2021,Arenac,7,0
,1126.0,1965.0,1362.0,603.0,388041.0,345.0,197.0,1.75,2021,Arenac,7,0
,1119.0,1918.0,1355.0,563.0,430791.0,385.0,225.0,1.71,2021,Arenac,7,0
,1120.0,1928.0,1359.0,569.0,434600.0,388.0,225.0,1.72,2021,Arenac,7,0
