county,Cases,Recipients,Adult Recipients,Child Recipients,Payments,Average Per Case,Average Per Person,Avg. Recipients Per Case,year,month
Manistee,1771.0,3116.0,2084.0,1032.0,475273.0,268.36,152.53,1.76,2023,8
Manistee,1774.0,3110.0,2085.0,1025.0,472481.0,266.34,151.92,1.75,2023,9
Marquette,3413.0,6002.0,3976.0,2026.0,1658408.0,485.91,276.31,1.76,2023,10
Marquette,3451.0,6087.0,4021.0,2066.0,1609429.0,466.37,264.4,1.76,2023,11
Marquette,3489.0,6175.0,4083.0,2092.0,1658593.0,475.38,268.6,1.77,2023,12
Marquette,3523.0,6224.0,4140.0,2084.0,1659593.0,471.07,266.64,1.77,2023,1
Marquette,3540.0,6256.0,4154.0,2102.0,1677467.0,473.86,268.14,1.77,2023,2
Marquette,3546.0,6263.0,4162.0,2101.0,979895.0,276.34,156.46,1.77,2023,3
Marquette,3549.0,6240.0,4163.0,2077.0,989809.0,278.9,158.62,1.76,2023,4
Marquette,3544.0,6210.0,4169.0,2041.0,979515.0,276.39,157.73,1.75,2023,5
Marquette,3543.0,6207.0,4149.0,2058.0,966517.0,272.8,155.71,1.75,2023,6
Marquette,3502.0,6132.0,4087.0,2045.0,979031.0,279.56,159.66,1.75,2023,7
Marquette,3448.0,6002.0,4007.0,1995.0,971107.0,281.64,161.8,1.74,2023,8
Marquette,3456.0,6013.0,4014.0,1999.0,962764.0,278.58,160.11,1.74,2023,9
Mason,2093.0,3937.0,2524.0,1413.0,1055348.0,504.23,268.06,1.88,2023,10
Mason,2084.0,3905.0,2499.0,1406.0,1019643.0,489.27,261.11,1.87,2023,11
Mason,2087.0,3908.0,2507.0,1401.0,1041752.0,499.16,266.57,1.87,2023,12
Mason,2138.0,4020.0,2590.0,1430.0,1055644.0,493.75,262.6,1.88,2023,1
Mason,2158.0,4021.0,2609.0,1412.0,1066526.0,494.22,265.24,1.86,2023,2
Mason,2168.0,4035.0,2611.0,1424.0,596714.0,275.24,147.88,1.86,2023,3
Mason,2166.0,4049.0,2613.0,1436.0,598672.0,276.4,147.86,1.87,2023,4
Mason,2153.0,3986.0,2587.0,1399.0,593953.0,275.87,149.01,1.85,2023,5
Mason,2145.0,3971.0,2567.0,1404.0,584938.0,272.7,147.3,1.85,2023,6
Mason,2118.0,3918.0,2528.0,1390.0,584186.0,275.82,149.1,1.85,2023,7
Mason,2073.0,3818.0,2469.0,1349.0,570440.0,275.18,149.41,1.84,2023,8
Mason,2072.0,3766.0,2466.0,1300.0,569003.0,274.62,151.09,1.82,2023,9
Mecosta,2851.0,5146.0,3375.0,1771.0,1421792.0,498.7,276.29,1.8,2023,10
Mecosta,2857.0,5179.0,3399.0,1780.0,1358586.0,475.53,262.33,1.81,2023,11
Mecosta,2868.0,5223.0,3411.0,1812.0,1392446.0,485.51,266.6,1.82,2023,12
Mecosta,2912.0,5331.0,3469.0,1862.0,1401901.0,481.42,262.97,1.83,2023,1
Mecosta,2921.0,5362.0,3487.0,1875.0,1423343.0,487.28,265.45,1.84,2023,2
Mecosta,2942.0,5393.0,3527.0,1866.0,841716.0,286.1,156.08,1.83,2023,3
Mecosta,2929.0,5393.0,3509.0,1884.0,851315.0,290.65,157.86,1.84,2023,4
Mecosta,2912.0,5345.0,3487.0,1858.0,859439.0,295.14,160.79,1.84,2023,5
Mecosta,2931.0,5364.0,3507.0,1857.0,851196.0,290.41,158.69,1.83,2023,6
Mecosta,2900.0,5346.0,3474.0,1872.0,857944.74,295.84,160.48,1.84,2023,7
Mecosta,2892.0,5315.0,3447.0,1868.0,859656.0,297.25,161.74,1.84,2023,8
Mecosta,2933.0,5401.0,3492.0,1909.0,862624.0,294.11,159.72,1.84,2023,9
Menominee,1362.0,2436.0,1575.0,861.0,654666.0,480.67,268.75,1.79,2023,10
Menominee,1362.0,2433.0,1570.0,863.0,641880.0,471.28,263.82,1.79,2023,11
Menominee,1372.0,2505.0,1597.0,908.0,661193.0,481.92,263.95,1.83,2023,12
Menominee,1393.0,2559.0,1626.0,933.0,677842.0,486.61,264.89,1.84,2023,1
Menominee,1406.0,2549.0,1636.0,913.0,675135.0,480.18,264.86,1.81,2023,2
Menominee,1405.0,2547.0,1628.0,919.0,385719.0,274.53,151.44,1.81,2023,3
Menominee,1405.0,2527.0,1635.0,892.0,380745.0,270.99,150.67,1.8,2023,4
Menominee,1389.0,2468.0,1608.0,860.0,383303.0,275.96,155.31,1.78,2023,5
Menominee,1396.0,2477.0,1616.0,861.0,385672.0,276.27,155.7,1.77,2023,6
Menominee,1402.0,2480.0,1623.0,857.0,384368.0,274.16,154.99,1.77,2023,7
Menominee,1384.0,2416.0,1591.0,825.0,379372.0,274.11,157.02,1.75,2023,8
Menominee,1362.0,2362.0,1562.0,800.0,372515.0,273.51,157.71,1.73,2023,9
Midland,4578.0,8417.0,5436.0,2981.0,2299078.0,502.2,273.15,1.84,2023,10
Midland,4599.0,8476.0,5490.0,2986.0,2217452.0,482.16,261.62,1.84,2023,11
Midland,4608.0,8497.0,5517.0,2980.0,2255184.0,489.41,265.41,1.84,2023,12
Midland,4694.0,8651.0,5613.0,3038.0,2275779.0,484.83,263.07,1.84,2023,1
Midland,4723.0,8700.0,5652.0,3048.0,2305113.0,488.06,264.96,1.84,2023,2
Midland,4721.0,8710.0,5647.0,3063.0,1329757.0,281.67,152.67,1.84,2023,3
Midland,4693.0,8671.0,5609.0,3062.0,1338225.0,285.15,154.33,1.85,2023,4
Midland,4717.0,8699.0,5629.0,3070.0,1349375.0,286.07,155.12,1.84,2023,5
Midland,4743.0,8733.0,5635.0,3098.0,1331694.0,280.77,152.49,1.84,2023,6
Midland,4715.0,8625.0,5586.0,3039.0,1355149.0,287.41,157.12,1.83,2023,7
Midland,4713.0,8628.0,5573.0,3055.0,1367807.0,290.22,158.53,1.83,2023,8
Midland,4743.0,8696.0,5599.0,3097.0,1367902.0,288.4,157.3,1.83,2023,9
Missaukee,951.0,1934.0,1182.0,752.0,510463.0,536.76,263.94,2.03,2023,10
Missaukee,954.0,1941.0,1185.0,756.0,492887.0,516.65,253.93,2.03,2023,11
Missaukee,975.0,2012.0,1211.0,801.0,515287.0,528.5,256.11,2.06,2023,12
Missaukee,984.0,2021.0,1210.0,811.0,513492.0,521.84,254.08,2.05,2023,1
Missaukee,977.0,2037.0,1209.0,828.0,522546.0,534.85,256.53,2.08,2023,2
Missaukee,985.0,2032.0,1214.0,818.0,291991.0,296.44,143.7,2.06,2023,3
Missaukee,972.0,1985.0,1190.0,795.0,288287.0,296.59,145.23,2.04,2023,4
Missaukee,968.0,1979.0,1190.0,789.0,286897.0,296.38,144.97,2.04,2023,5
Missaukee,959.0,1959.0,1183.0,776.0,278550.0,290.46,142.19,2.04,2023,6
Missaukee,960.0,1943.0,1176.0,767.0,288623.0,300.65,148.55,2.02,2023,7
Missaukee,960.0,1931.0,1173.0,758.0,282216.0,293.98,146.15,2.01,2023,8
Missaukee,942.0,1872.0,1148.0,724.0,280040.0,297.28,149.59,1.99,2023,9
Monroe,8218.0,15458.0,9242.0,6216.0,4233139.0,515.11,273.85,1.88,2023,10
Monroe,8264.0,15521.0,9263.0,6258.0,4106787.0,496.95,264.6,1.88,2023,11
Monroe,8269.0,15527.0,9254.0,6273.0,4183831.0,505.97,269.46,1.88,2023,12
Monroe,8331.0,15660.0,9333.0,6327.0,4154187.0,498.64,265.27,1.88,2023,1
Monroe,8315.0,15572.0,9297.0,6275.0,4205602.0,505.78,270.07,1.87,2023,2
Monroe,8307.0,15476.0,9271.0,6205.0,2550010.0,306.97,164.77,1.86,2023,3
Monroe,8228.0,15357.0,9191.0,6166.0,2529126.0,307.38,164.69,1.87,2023,4
Monroe,8202.0,15258.0,9153.0,6105.0,2535581.0,309.14,166.18,1.86,2023,5
Monroe,8216.0,15139.0,9160.0,5979.0,2503373.0,304.69,165.36,1.84,2023,6
Monroe,8237.0,15234.0,9187.0,6047.0,2548318.0,309.37,167.28,1.85,2023,7
Monroe,8220.0,15154.0,9165.0,5989.0,2545866.0,309.72,168.0,1.84,2023,8
Monroe,8269.0,15265.0,9225.0,6040.0,2536625.0,306.76,166.17,1.85,2023,9
Montcalm,4566.0,8968.0,5592.0,3376.0,2414740.0,528.85,269.26,1.96,2023,10
Montcalm,4605.0,8994.0,5635.0,3359.0,2329442.0,505.85,259.0,1.95,2023,11
Montcalm,4659.0,9130.0,5707.0,3423.0,2401868.0,515.53,263.07,1.96,2023,12
Montcalm,4733.0,9292.0,5814.0,3478.0,2424543.0,512.26,260.93,1.96,2023,1
Montcalm,4734.0,9321.0,5816.0,3505.0,2446829.0,516.86,262.51,1.97,2023,2
Montcalm,4704.0,9240.0,5776.0,3464.0,1384522.0,294.33,149.84,1.96,2023,3
Montcalm,4658.0,9160.0,5713.0,3447.0,1367914.0,293.67,149.34,1.97,2023,4
Montcalm,4672.0,9120.0,5701.0,3419.0,1363977.0,291.95,149.56,1.95,2023,5
Montcalm,4630.0,9019.0,5654.0,3365.0,1345507.0,290.61,149.19,1.95,2023,6
Montcalm,4613.0,8972.0,5640.0,3332.0,1356825.0,294.13,151.23,1.94,2023,7
Montcalm,4611.0,8950.0,5630.0,3320.0,1377177.0,298.67,153.87,1.94,2023,8
Montcalm,4628.0,8959.0,5654.0,3305.0,1373429.0,296.77,153.3,1.94,2023,9
