Cases,Recipients,Adult Recipients,Child Recipients,Payments,year,county,page_no,table_index
624.0,1067.0,756.0,311.0,112872.0,2020,Alcona,2,0
617.0,1040.0,743.0,297.0,106496.0,2020,Alcona,2,0
636.0,1074.0,762.0,312.0,109506.0,2020,Alcona,2,0
656.0,1120.0,796.0,324.0,116600.0,2020,Alcona,2,0
681.0,1156.0,818.0,338.0,120392.0,2020,Alcona,2,0
718.0,1213.0,866.0,347.0,204415.0,2020,Alcona,2,0
791.0,1385.0,976.0,409.0,222890.0,2020,Alcona,2,0
829.0,1458.0,1028.0,430.0,255192.0,2020,Alcona,2,0
786.0,1358.0,962.0,396.0,238080.0,2020,Alcona,2,0
740.0,1244.0,899.0,345.0,218622.0,2020,Alcona,2,0
727.0,1215.0,878.0,337.0,210001.0,2020,Alcona,2,0
728.0,1242.0,883.0,359.0,212521.0,2020,Alcona,2,0
711.0,1214.0,864.0,350.0,177299.0,2020,Alcona,2,0
382.0,690.0,459.0,231.0,66115.0,2020,Alger,3,0
371.0,694.0,449.0,245.0,64382.0,2020,Alger,3,0
386.0,712.0,465.0,247.0,68936.0,2020,Alger,3,0
386.0,707.0,466.0,241.0,68010.0,2020,Alger,3,0
379.0,693.0,455.0,238.0,70359.0,2020,Alger,3,0
409.0,754.0,491.0,263.0,123589.0,2020,Alger,3,0
479.0,899.0,587.0,312.0,143248.0,2020,Alger,3,0
489.0,923.0,597.0,326.0,159896.0,2020,Alger,3,0
442.0,776.0,524.0,252.0,138640.0,2020,Alger,3,0
409.0,687.0,472.0,215.0,121783.0,2020,Alger,3,0
401.0,677.0,473.0,204.0,119555.0,2020,Alger,3,0
397.0,685.0,470.0,215.0,115453.0,2020,Alger,3,0
411.0,741.0,492.0,249.0,104997.0,2020,Alger,3,0
3986.0,8040.0,4444.0,3596.0,863786.0,2020,Allegan,4,0
3957.0,7970.0,4429.0,3541.0,870951.0,2020,Allegan,4,0
4066.0,8214.0,4576.0,3638.0,883923.0,2020,Allegan,4,0
4137.0,8334.0,4670.0,3664.0,894525.0,2020,Allegan,4,0
4195.0,8433.0,4743.0,3690.0,915391.0,2020,Allegan,4,0
4455.0,9022.0,5066.0,3956.0,1468070.0,2020,Allegan,4,0
5119.0,10647.0,5966.0,4681.0,1668439.0,2020,Allegan,4,0
5199.0,10818.0,6059.0,4759.0,1828579.0,2020,Allegan,4,0
4755.0,9485.0,5420.0,4065.0,1615122.0,2020,Allegan,4,0
4581.0,8905.0,5152.0,3753.0,1524856.0,2020,Allegan,4,0
4502.0,8784.0,5036.0,3748.0,1475290.0,2020,Allegan,4,0
4544.0,8918.0,5121.0,3797.0,1482875.0,2020,Allegan,4,0
4458.0,8964.0,5057.0,3907.0,1290984.0,2020,Allegan,4,0
2083.0,3528.0,2429.0,1099.0,370507.0,2020,Alpena,5,0
2060.0,3490.0,2388.0,1102.0,353454.0,2020,Alpena,5,0
2101.0,3544.0,2429.0,1115.0,357960.0,2020,Alpena,5,0
2120.0,3624.0,2484.0,1140.0,361908.0,2020,Alpena,5,0
2160.0,3667.0,2536.0,1131.0,375429.0,2020,Alpena,5,0
2250.0,3827.0,2642.0,1185.0,655615.0,2020,Alpena,5,0
2509.0,4427.0,2977.0,1450.0,706554.0,2020,Alpena,5,0
2512.0,4433.0,2990.0,1443.0,778756.0,2020,Alpena,5,0
2374.0,4056.0,2785.0,1271.0,707516.0,2020,Alpena,5,0
2280.0,3792.0,2649.0,1143.0,668879.0,2020,Alpena,5,0
2254.0,3739.0,2600.0,1139.0,649439.0,2020,Alpena,5,0
2291.0,3800.0,2630.0,1170.0,656405.0,2020,Alpena,5,0
2250.0,3827.0,2628.0,1199.0,553535.0,2020,Alpena,5,0
864.0,1587.0,1031.0,556.0,164938.0,2020,Antrim,6,0
858.0,1579.0,1019.0,560.0,162086.0,2020,Antrim,6,0
876.0,1643.0,1056.0,587.0,173296.0,2020,Antrim,6,0
904.0,1679.0,1090.0,589.0,174500.0,2020,Antrim,6,0
913.0,1714.0,1106.0,608.0,182957.0,2020,Antrim,6,0
